,0,1,2,3,4,5,6,7,8
L.Thumb_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.hand.palm_position_x,5.653869819635998,-13.446574401840001,-17.41391448976,-18.3824069977,-18.380617523220003,-18.330978012099997,-18.714517211920004,-18.78103408814,-18.883381843575
R.hand.palm_position_y,219.0309722902,213.7189483644,210.0221221924,209.1862670898,208.73971557619998,209.75879516619997,210.60637817359998,211.37149353019998,211.4002304075
R.hand.palm_position_z,-16.53120861053,-22.2246929169,-23.030675125120002,-22.36260185242,-22.170791625979998,-22.47522964478,-22.83537483214,-22.93965339662,-23.116290092475
R.pitch,126.40559151837999,160.7766553006,160.1061547466,158.72633084260002,160.1964170636,160.79040857,160.63892863260003,159.73418264000003,159.78076862875
R.roll,52.55444568304,59.52547360584,58.85800565576001,58.54045239906001,60.42404237526,60.65641360974,60.58944360418,59.934840998540004,60.451471049225
R.yaw,-118.51065499502002,-144.3619018996,-143.639497371,-144.8740868632,-144.654952535,-144.3113830876,-143.89550652480003,-143.926515584,-143.674567661
R.Arm direction_x,-0.8484293580052,-0.9035813808442,-0.9046692013742001,-0.905768561363,-0.9111288785933999,-0.9175894021988,-0.9190477848052,-0.9178582072257999,-0.9181369096040001
R.Arm direction_y,0.248441824317,0.2076231181622,0.20563167929660003,0.22528589367860002,0.2170744389296,0.1995705008504,0.19665813446039998,0.2054337859156,0.20482961833475
R.Arm direction_z,-0.43872836828219997,-0.3741046071054,-0.373075658083,-0.3587306141854,-0.35014306306840004,-0.3438006997108,-0.34157562851879997,-0.3395884037018,-0.3392083868385
R.wrist position_x,44.0788246155,23.621596527100003,20.087963104239996,17.774797821059998,18.31488151552,18.802819442760004,18.717557144159997,18.39939041138,18.521297931675
R.wrist position_y,207.28207702620003,191.4131866454,187.3891754148,185.0649658206,185.78895263660002,187.53163146979998,188.37638244640002,188.38105163560004,188.46111297625
R.wrist position_z,-40.41487960814,-65.41645660402,-65.78776702882,-65.46764678954,-65.54846496584,-65.89857635498001,-66.05426177976001,-66.00192260741998,-66.049718856825
R.elbow position_x,239.1983276368,231.4248168944,228.14134826640003,226.08100891119997,227.8538452148,229.8275634768,230.0776916506,229.485949707,229.67195129375
R.elbow position_y,150.14609680179998,143.6645812988,140.09855346700002,133.2543212892,135.8667572022,141.6349395752,143.14947814919998,141.1359436034,141.354953766
R.elbow position_z,60.48268775942002,20.61911621094,20.011169815080002,17.032255935680002,14.976495933519999,13.167784500119998,12.500381660459999,12.095705604560003,11.960514307025
R.Thumb_M_s_x,38.908549499500005,26.209724807739995,22.738113021860002,21.12013816832,21.022361373899997,21.23348236084,21.08523788454,21.081573104860002,21.05090665815
R.Thumb_M_s_y,223.96584472659998,213.7782501222,209.64964904779998,207.422628784,208.44414367660002,210.0263244628,210.84633178699997,210.82599182139998,211.03177261324998
R.Thumb_M_s_z,-32.690789794939995,-56.322526550300005,-56.59449920654,-56.63743667602,-56.610528564460004,-56.734398651099994,-56.82129287718,-56.84711761474,-56.94184017182499
R.Thumb_M_e_x,38.908549499500005,26.209724807739995,22.738113021860002,21.12013816832,21.022361373899997,21.23348236084,21.08523788454,21.081573104860002,21.05090665815
R.Thumb_M_e_y,223.96584472659998,213.7782501222,209.64964904779998,207.422628784,208.44414367660002,210.0263244628,210.84633178699997,210.82599182139998,211.03177261324998
R.Thumb_M_e_z,-32.690789794939995,-56.322526550300005,-56.59449920654,-56.63743667602,-56.610528564460004,-56.734398651099994,-56.82129287718,-56.84711761474,-56.94184017182499
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,38.908549499500005,26.209724807739995,22.738113021860002,21.12013816832,21.022361373899997,21.23348236084,21.08523788454,21.081573104860002,21.05090665815
R.Thumb_P_s_y,223.96584472659998,213.7782501222,209.64964904779998,207.422628784,208.44414367660002,210.0263244628,210.84633178699997,210.82599182139998,211.03177261324998
R.Thumb_P_s_z,-32.690789794939995,-56.322526550300005,-56.59449920654,-56.63743667602,-56.610528564460004,-56.734398651099994,-56.82129287718,-56.84711761474,-56.94184017182499
R.Thumb_P_e_x,27.86693153382,18.629092025760002,14.598316192640002,14.13350944518,13.594458770740001,13.54317379,13.092191505440002,13.26009216308,13.005716323825
R.Thumb_P_e_y,230.57142639160003,232.81162109379997,230.2347869872,228.64965820320003,228.55952148440002,229.1453765868,230.3117431642,230.9997558592,231.27810668925
R.Thumb_P_e_z,-7.2383161544800005,-19.09727401734,-20.2945766449,-20.4715484619,-19.90085754396,-19.54435768128,-19.876054000859998,-20.2469264984,-20.4299697876
R.Thumb_P_d_x,0.259691530466,0.1782914608716,0.191442614794,0.16432086825380002,0.1746993422508,0.1808709561824,0.187991154194,0.1839560568334,0.18921754881725
R.Thumb_P_d_y,-0.1553589046,-0.44765226840960004,-0.4841487705708,-0.49924563765499996,-0.4731003582476,-0.44966742396340004,-0.457813578844,-0.4744735896588,-0.47618036717175005
R.Thumb_P_d_z,-0.5986253142356001,-0.8755132675172002,-0.8537500619888,-0.8505976915358,-0.863387131691,-0.8746850848198001,-0.8689275383950001,-0.8608122944830001,-0.8587350398302499
R.Thumb_I_s_x,27.86693153382,18.629092025760002,14.598316192640002,14.13350944518,13.594458770740001,13.54317379,13.092191505440002,13.26009216308,13.005716323825
R.Thumb_I_s_y,230.57142639160003,232.81162109379997,230.2347869872,228.64965820320003,228.55952148440002,229.1453765868,230.3117431642,230.9997558592,231.27810668925
R.Thumb_I_s_z,-7.2383161544800005,-19.09727401734,-20.2945766449,-20.4715484619,-19.90085754396,-19.54435768128,-19.876054000859998,-20.2469264984,-20.4299697876
R.Thumb_I_e_x,21.341803550740003,11.181126785265999,6.637929344178,7.031926059726,6.577861785888001,6.3285573005660005,5.690054035188,5.809903621676,5.42254972458
R.Thumb_I_e_y,226.9063323974,235.68314514160002,234.2643524172,234.29790954599997,233.6538024902,232.9834777832,234.5575866698,235.68167419440002,235.780117035
R.Thumb_I_e_z,10.408715438854,7.831724548338,6.357823753358,6.121870422366,6.824713516232,7.3498917579639995,6.905465602876001,6.448670673368001,6.258803009985
R.Thumb_I_d_x,0.23214013930436597,0.2649712920185999,0.28320138454460003,0.2526482999326,0.24962479770180002,0.2566695988176,0.26334091424960004,0.265050381422,0.26978125423200006
R.Thumb_I_d_y,0.1303905971464888,-0.10215829461818,-0.1433571636678,-0.2009440749884,-0.18123584687699998,-0.1365455687046,-0.1510515451432,-0.1665654838084,-0.16016501560825
R.Thumb_I_d_z,-0.6278167128564001,-0.9580350279808,-0.9481946825982,-0.9460963487623999,-0.9507978439332001,-0.9567987918854002,-0.9527882695198,-0.9497314333914,-0.9494886249304999
R.Thumb_D_s_x,21.341803550740003,11.181126785265999,6.637929344178,7.031926059726,6.577861785888001,6.3285573005660005,5.690054035188,5.809903621676,5.42254972458
R.Thumb_D_s_y,226.9063323974,235.68314514160002,234.2643524172,234.29790954599997,233.6538024902,232.9834777832,234.5575866698,235.68167419440002,235.780117035
R.Thumb_D_s_z,10.408715438854,7.831724548338,6.357823753358,6.121870422366,6.824713516232,7.3498917579639995,6.905465602876001,6.448670673368001,6.258803009985
R.Thumb_D_e_x,18.152466392496002,5.221958971024,0.28710511922839993,1.0122956126934,0.746356201172,0.5447882533071999,-0.2289775311948,-0.2298805892466,-0.6537703871730001
R.Thumb_D_e_y,220.061605835,232.1608062742,231.56882019059998,232.3370269776,230.86349182120003,230.09745788580003,231.9483551028,233.2947631834,233.2586669925
R.Thumb_D_e_z,21.891104221336,25.824826431279995,24.37400894166,24.3459815979,25.003215026859998,25.528835678100002,25.0826675415,24.61674919128,24.396286487575
R.Thumb_D_d_x,0.1653016388416,0.30886057615279994,0.3291599035262,0.3119943499564,0.30224390029899995,0.2997697591782,0.3067803502086,0.3130388915538,0.31493252515825
R.Thumb_D_d_y,0.3547586798668,0.18256100118159999,0.1397080272438,0.10163153857,0.1446203470228,0.149580922723,0.1352351278068,0.12371236681919999,0.13068544864624998
R.Thumb_D_d_z,-0.5951261639594,-0.9325731635094,-0.9337694883345999,-0.9445462822913999,-0.9421822547912001,-0.9422052741050001,-0.9421149849892,-0.9416421294214,-0.94005638360975
R.Index_M_s_x,22.94413433076,6.580567359923999,3.17090010643,1.5652748346340002,1.341745638848,1.5400353908539999,1.414511728286,1.4610781669619999,1.415995121
R.Index_M_s_y,227.88217468279998,216.8476531982,212.87420654279998,211.046585083,211.41584472659997,212.8277252196,213.63208618180002,213.8804412842,213.92860031125
R.Index_M_s_z,-39.071103668220005,-59.833464813240006,-60.37959518432001,-60.11289215088,-59.99478225708,-60.193397521959994,-60.42005233765999,-60.500986480719995,-60.64567375185
R.Index_M_e_x,-4.021220016480001,-16.39120788576,-20.376844406120004,-20.46604804994,-21.265193557739998,-21.53348579406,-22.04159889222,-21.763792419419996,-22.086537837974998
