,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
L.Pinky_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.hand.palm_position_x,36.13897018432,33.47630844118,32.72560043338,32.60194473264,32.3327926636,32.08127975464,31.901352310200004,31.85425262452,32.05152816774,32.37569961546,32.5321548462,32.5816268921,32.616476440439996,33.063780212379996,34.036230468759996,34.7320755005,34.63615570068001,34.152680206300005,34.25428695678,34.594256591779995,34.68486251832,34.64715118406,34.44166564944,34.334626770039996,34.3011680603,34.291508483899996,33.983862304679995,33.2709503174,32.83187408448,32.222752380360006,31.8286338806,31.697917175320004,31.694342422520002,31.905347442619995,32.19703826903999,32.23597640988,32.14042949675
R.hand.palm_position_y,164.5503204346,174.4352081296,174.91807251,175.5446258544,176.03594970700001,176.58694458020003,176.890100098,176.7986724854,176.74691467280002,176.6355651854,176.1788238524,176.15701904300002,176.2486236574,176.40645446779996,176.8195037844,176.9554290772,176.7329467774,176.68152160620002,176.54681091319998,176.499105835,176.44356384279996,176.71952819819998,177.0653686524,176.9586914062,176.82142028799998,176.65473632799998,176.03713378920003,175.41133117680002,174.9283843994,174.49481811519996,174.83739929200001,175.4546051024,175.70126037580002,175.7576568604,175.70763244620002,175.8987609862,176.136302948
R.hand.palm_position_z,49.15366287232,51.160208892819995,51.42600708006,51.36377182004001,51.26014099122,51.306976318360014,51.47487182616,51.53257675168,51.62564010622,51.785187530500004,51.91119689944001,52.0938316345,52.25871276854,52.376109313979995,52.18271560666,51.90446472168001,51.744739532459995,52.14950942992,52.23195495604,52.318589782699995,52.14937591554,51.928369903580005,51.799324798579995,51.59229202269999,51.44249572756,51.24436187744001,50.65851898194,49.62507247924,48.37916793822001,47.99837417602,47.81973953250001,47.686674499519995,47.69681777956,47.959400939940004,48.16262741088,48.2487220764,48.339337348925
R.pitch,-3.7466190096716394,-0.523234619588,-0.9524805523751999,-0.8270607540452,-0.46748398957760007,-0.7330104888192001,-1.13913817333,-1.3037650295360002,-1.1505263826564,-1.0224897040352,-1.52061408267,-1.571233959892,-1.3796428398819998,-1.1684084797860002,-1.0133368982598,-1.0744512225274,-1.0767708188298002,-1.82330264911,-1.9507934888840002,-2.1801342964840003,-2.159411843808,-2.14293512215,-2.2683335121040002,-2.304731590618,-2.190894064362,-1.94101201755,-1.958550022552,-2.20537453515,-1.46816736461,-1.673720693454,-1.858725526006,-2.3196447112019998,-2.3683563829600005,-2.2596120861379996,-2.3191446132820004,-2.35305385621,-2.5154893315700004
R.roll,10.792350523945,13.833932754519997,13.86108070776,13.726108313480001,13.51135042948,13.245723515779996,12.772400450800001,13.2162956454,13.13328323282,13.27966579976,13.794998285240002,13.974556105919998,13.970396008379998,13.776128009159999,13.23544186114,12.629041267100002,12.94503860672,14.80733256508,14.8048928215,14.519625186320003,14.31209347184,14.3690669832,13.909092840100001,14.19720115094,14.792493978939998,15.154630954480002,15.5413600264,15.08885315842,14.556893772479999,14.58218254818,14.24943109584,13.49153451368,13.65529735094,14.19561142438,14.6958327992,14.625742763120002,14.611643288825
R.yaw,-19.92801253054,-20.72479064802,-20.688153512899998,-20.53778484752,-20.47655800652,-20.39153820136,-20.499570280159997,-20.77660822028,-20.801778492200004,-20.938185909239998,-20.9297024727,-20.80117162988,-20.7158178284,-20.618152952320003,-20.635585985859997,-20.39238377876,-20.38593710464,-21.07512129996,-20.961727522560004,-20.886500842660002,-20.86277105766,-21.066939757760004,-21.2498580315,-21.49021922142,-21.67703002004,-21.809555840519998,-21.722978752139994,-21.486765877680003,-21.06272484794,-20.95619541076,-20.960885360200002,-21.2117134736,-21.40635610872,-21.6644843284,-21.946997006740002,-21.935930734099998,-21.8170366053
R.Arm direction_x,-0.5943962812420001,-0.5800372481346001,-0.5894003868102,-0.5883543848992001,-0.5862017512322,-0.5856026887894,-0.5886355400088,-0.5919367671012001,-0.5908242583274002,-0.5919021129608,-0.5949867010118,-0.5986369967462,-0.5996624827385999,-0.5980436921118,-0.5975179195406001,-0.5970544457436,-0.6027274131776,-0.604684317112,-0.5994565963746,-0.6023310542106,-0.6049811840058001,-0.600650691986,-0.5913550257682,-0.5876470923424,-0.586399078369,-0.5846863627434,-0.5855785489084,-0.588797187805,-0.5901723384856001,-0.5937648653986001,-0.5953959107396001,-0.5924258351325999,-0.5909674048426,-0.592649114132,-0.594224178791,-0.5934253573416,-0.59453547000875
R.Arm direction_y,0.5763332545757999,0.6544826149937999,0.6451339364052,0.6455316424372001,0.6536209106446,0.6541173219682,0.6466482639312001,0.6349449515344,0.6299129128456,0.6266773462298001,0.6239749073984,0.6234491586683999,0.622486960888,0.6261041283608,0.6334247946738,0.6394815683366001,0.6372940421105999,0.6271311759948,0.6306548833846,0.6315247416498,0.6294498324392,0.6338118910788,0.6423033714294,0.6450792193412,0.6458217024802,0.6481756567953999,0.6485588669778,0.6456928133962,0.6443903684618,0.641683793068,0.6426215529442,0.6429436206818,0.6412791848184001,0.6364667892456,0.6308040142060001,0.6315250515938,0.63009172678
R.Arm direction_z,-0.5255938112734,-0.4849487483502,-0.48621594905859994,-0.48695047497739996,-0.4786785185338,-0.4787421047688,-0.4850822925568,-0.4964376688004,-0.5041130065918,-0.5068785905837999,-0.5065966486932,-0.5029358386992,-0.5029056668282,-0.5003300964831999,-0.4916643798352,-0.48433356285100004,-0.4801750302316,-0.4909684419634,-0.49286862611759996,-0.48823090195639995,-0.487637078762,-0.4873264849186,-0.48757815957080003,-0.4884080052376,-0.4889264941214,-0.48786182999600003,-0.4862788915636,-0.4861896336078,-0.4862624943256,-0.48547093272200004,-0.48222072720559994,-0.48543797135340006,-0.48940531611439997,-0.49362742304800006,-0.4989822268486,-0.49902123212820004,-0.4995104223489999
R.wrist position_x,68.24271240234,66.80985565186,66.1229598999,65.85690002439999,65.54480133055999,65.24138031006001,65.22994079588,65.40019378662001,65.59156646726,66.02717895506,66.16802215575999,66.12847137451999,66.0903366089,66.45286407469999,67.51090545653999,68.05825042725999,67.99402008058,67.97068939210001,67.91376800537999,68.25978088378,68.37632751466,68.48018493652,68.40049743652,68.44865570069999,68.51183166502,68.56889953611999,68.15627593996001,67.30858154298,66.52784576415999,65.8601928711,65.53358764646,65.6806930542,65.81531219484,66.21174011231999,66.71298217774,66.74161834718,66.550689697275
R.wrist position_y,166.6902435302,173.4068359374,174.4063018798,174.89457092280003,174.9171966554,175.68098144540005,176.41178894040002,176.6801574708,176.545248413,176.37353820799999,176.4694763186,176.51472473139998,176.4369476318,176.3290283204,176.4410491944,176.483026123,176.31742553700002,177.30870361339998,177.2527893066,177.371850586,177.298132324,177.5141937258,177.82727966320002,177.75506896960002,177.569659424,177.1818725588,176.61446533199998,176.20173644999997,174.9873016356,174.77836303700002,175.24226074199998,176.20788269059997,176.54347229,176.6216339112,176.7557769774,176.96215820319998,177.36553573625002
R.wrist position_z,107.89105682386,111.3256530762,111.5785675046,111.6003173828,111.4894226074,111.55608367919999,111.66611633299999,111.65818939219999,111.79707641619999,111.91746368419999,112.0252166748,112.2449523928,112.46371002199999,112.62331848139999,112.35717315679999,112.1288070678,111.94586639399999,112.0856521606,112.23712768559999,112.2985702514,112.1271392822,111.812789917,111.58467864979998,111.27490692160002,111.06539764400002,110.82829589839999,110.2875671386,109.3320510864,108.33394927980001,107.9816772458,107.75164794920002,107.45740356440001,107.3986221314,107.5806716918,107.68332519539999,107.7715759276,107.91044235199999
R.elbow position_x,212.9753295898,211.55117797860004,213.2007415772,212.67366333,211.82439575199996,211.3714843748,212.11685791,213.110897827,213.02465515140003,213.7292327882,214.63980102560004,215.51113586419996,215.7288940428,215.68747558579997,216.6143157958,217.0459991454,218.3973999022,218.862387085,217.5009521486,218.56425476080003,219.3421051028,218.36534118639997,215.9660339356,215.08892517100003,214.8406677246,214.4703552246,214.28036193859998,214.23583984380002,213.7982513428,214.02707519519998,214.1074768068,213.5134368898,213.2841186524,214.10020141599998,214.994482422,214.823776245,214.90986633300002
R.elbow position_y,24.107592487332,10.088566207884,13.42089118956,13.809912300139999,11.813957214339998,12.453868675239999,15.04849014284,18.237279891980002,19.3580528259,19.993745040900002,20.76404418946,20.9404853821,21.10280799866,20.09227104186,18.37750930786,16.9080898285,17.288355255139997,20.8156555176,19.880444335940002,19.78244743344,20.22649345398,19.3540599823,17.54819450378,16.78330726624,16.41262168884,15.437431907659999,14.774400901800002,15.076861000060001,14.187433052060001,14.65389232634,14.88377780914,15.769033241279999,16.519956970200003,17.798994827260003,19.346222686780003,19.372677230839997,20.133725166325
R.elbow position_z,235.38338317859998,232.33877868640002,232.907913208,233.11295471160003,230.937893677,231.02041625980002,232.7125701904,235.53823852559998,237.59241333,238.40292358399998,238.4403137208,237.74653930660003,237.95776977559998,237.47467651360003,235.0461059572,232.9884246826,231.7677734376,234.60092468279998,235.22656555179998,234.130722046,233.8111114502,233.4192565918,233.25394287120002,233.1512512206,233.0711242676,232.568347168,231.6326141356,230.65482482919998,229.67490844740001,229.12510986319998,228.0840301514,228.59261474599998,229.5238372806,230.75946044920002,232.19834289540003,232.29632263180002,232.55725860624997
R.Thumb_M_s_x,37.55745162964,36.225617980959996,35.4434753418,35.14630279542,34.77720336914,34.39325027464,34.23287582395999,34.539471435559996,34.747039794900004,35.23320846558,35.474340820280005,35.4298652649,35.380604553219996,35.696074676520006,36.5868522644,36.93212966918,36.88699798586,37.428007507320004,37.416059112519996,37.62494430542,37.652898406960006,37.8279838562,37.71541671752,37.89998092652,38.165550231939996,38.35910415648,38.04113006592,37.0042564392,36.049208068860004,35.338297271740004,34.88448638916,34.85558776856,35.07417526246,35.642934417700005,36.3084236145,36.32256622316,36.104947090124995
R.Thumb_M_s_y,158.27639465299998,164.23485107439998,165.12582092280002,165.6782073974,165.8913909912,166.7872436524,167.6340911864,167.5517578124,167.37710266119998,167.09031982439998,166.95217285159998,166.9258087158,166.8351776124,166.8528625486,167.2883483886,167.6857940674,167.363674927,167.42113342279998,167.4148254398,167.68333435079998,167.6746765136,167.9098327638,168.5197296142,168.3478240966,167.9026092528,167.3733673096,166.65337829619997,166.4187286376,165.4032562258,165.1645812988,165.79296875,167.09499511719997,167.329876709,167.09744873059998,166.93487243639998,167.18185729980001,167.58608627325
R.Thumb_M_s_z,103.56010742192,106.95676727300001,107.2974624632,107.23016204819999,107.0812866208,107.1951950076,107.4549713136,107.498373413,107.5705245972,107.6924438476,107.86745758060002,108.0542510986,108.193034363,108.29294891339998,108.10714874279999,107.88778381360001,107.709095764,108.08146209700001,108.1914154054,108.3364044188,108.17790679920002,107.9387832642,107.8450607302,107.6101379394,107.39247894299999,107.121058655,106.51852417,105.5721679688,104.26994018559999,103.92800598139999,103.7995224,103.76719207779999,103.7627670288,103.95858001719998,104.1182113648,104.21479949959999,104.34002113325
R.Thumb_M_e_x,37.55745162964,36.225617980959996,35.4434753418,35.14630279542,34.77720336914,34.39325027464,34.23287582395999,34.539471435559996,34.747039794900004,35.23320846558,35.474340820280005,35.4298652649,35.380604553219996,35.696074676520006,36.5868522644,36.93212966918,36.88699798586,37.428007507320004,37.416059112519996,37.62494430542,37.652898406960006,37.8279838562,37.71541671752,37.89998092652,38.165550231939996,38.35910415648,38.04113006592,37.0042564392,36.049208068860004,35.338297271740004,34.88448638916,34.85558776856,35.07417526246,35.642934417700005,36.3084236145,36.32256622316,36.104947090124995
R.Thumb_M_e_y,158.27639465299998,164.23485107439998,165.12582092280002,165.6782073974,165.8913909912,166.7872436524,167.6340911864,167.5517578124,167.37710266119998,167.09031982439998,166.95217285159998,166.9258087158,166.8351776124,166.8528625486,167.2883483886,167.6857940674,167.363674927,167.42113342279998,167.4148254398,167.68333435079998,167.6746765136,167.9098327638,168.5197296142,168.3478240966,167.9026092528,167.3733673096,166.65337829619997,166.4187286376,165.4032562258,165.1645812988,165.79296875,167.09499511719997,167.329876709,167.09744873059998,166.93487243639998,167.18185729980001,167.58608627325
R.Thumb_M_e_z,103.56010742192,106.95676727300001,107.2974624632,107.23016204819999,107.0812866208,107.1951950076,107.4549713136,107.498373413,107.5705245972,107.6924438476,107.86745758060002,108.0542510986,108.193034363,108.29294891339998,108.10714874279999,107.88778381360001,107.709095764,108.08146209700001,108.1914154054,108.3364044188,108.17790679920002,107.9387832642,107.8450607302,107.6101379394,107.39247894299999,107.121058655,106.51852417,105.5721679688,104.26994018559999,103.92800598139999,103.7995224,103.76719207779999,103.7627670288,103.95858001719998,104.1182113648,104.21479949959999,104.34002113325
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,37.55745162964,36.225617980959996,35.4434753418,35.14630279542,34.77720336914,34.39325027464,34.23287582395999,34.539471435559996,34.747039794900004,35.23320846558,35.474340820280005,35.4298652649,35.380604553219996,35.696074676520006,36.5868522644,36.93212966918,36.88699798586,37.428007507320004,37.416059112519996,37.62494430542,37.652898406960006,37.8279838562,37.71541671752,37.89998092652,38.165550231939996,38.35910415648,38.04113006592,37.0042564392,36.049208068860004,35.338297271740004,34.88448638916,34.85558776856,35.07417526246,35.642934417700005,36.3084236145,36.32256622316,36.104947090124995
R.Thumb_P_s_y,158.27639465299998,164.23485107439998,165.12582092280002,165.6782073974,165.8913909912,166.7872436524,167.6340911864,167.5517578124,167.37710266119998,167.09031982439998,166.95217285159998,166.9258087158,166.8351776124,166.8528625486,167.2883483886,167.6857940674,167.363674927,167.42113342279998,167.4148254398,167.68333435079998,167.6746765136,167.9098327638,168.5197296142,168.3478240966,167.9026092528,167.3733673096,166.65337829619997,166.4187286376,165.4032562258,165.1645812988,165.79296875,167.09499511719997,167.329876709,167.09744873059998,166.93487243639998,167.18185729980001,167.58608627325
R.Thumb_P_s_z,103.56010742192,106.95676727300001,107.2974624632,107.23016204819999,107.0812866208,107.1951950076,107.4549713136,107.498373413,107.5705245972,107.6924438476,107.86745758060002,108.0542510986,108.193034363,108.29294891339998,108.10714874279999,107.88778381360001,107.709095764,108.08146209700001,108.1914154054,108.3364044188,108.17790679920002,107.9387832642,107.8450607302,107.6101379394,107.39247894299999,107.121058655,106.51852417,105.5721679688,104.26994018559999,103.92800598139999,103.7995224,103.76719207779999,103.7627670288,103.95858001719998,104.1182113648,104.21479949959999,104.34002113325
R.Thumb_P_e_x,16.56658496856,15.16476764682,14.5540506363,14.26838989256,13.909650230419999,13.637252807600001,13.498961830139999,13.691476440419999,13.85170249938,14.30924377442,14.674004364020002,14.739338111859999,14.778115272520001,15.083890151959997,15.71501865388,16.136542129499997,16.193898773199997,16.708868789680004,16.69728927612,16.841410827620003,16.72554893494,16.587633514399997,16.080876541160002,16.19696464538,16.44191856384,16.514402771,16.08665409088,14.94258708952,13.98709716798,13.414958000160002,13.07498703004,12.982701873779998,13.299299621580001,13.898918151839998,14.475659751879999,14.39081382752,14.247190952299999
R.Thumb_P_e_y,137.5440078734,143.7782104492,144.4747406006,145.2065734862,145.6707580566,146.4299499512,147.2512634276,146.9450286864,146.958544922,146.7828826906,146.2279815672,146.02908935559998,146.0220458986,146.2026916502,146.9740356448,147.6343170164,147.13205566419998,146.2027526856,146.09172363279998,146.2698028564,146.3052368166,146.4911102294,147.0898742676,146.9035949708,146.4404754638,145.9689422606,145.05848388659996,144.62311096179997,144.00806579579998,143.5984954836,144.200506592,145.4033843992,145.659915161,145.46943664559998,145.2518402102,145.51678771960002,145.81423568725
R.Thumb_P_e_z,69.52496032714001,71.37136993408001,71.7227142334,71.54528961182,71.24751739502,71.3740951538,71.63548278808,71.87369689942001,71.86559906006002,71.94062347410001,72.28358459474,72.5067352295,72.54546051026,72.55639038086,72.32924194336,71.91734619142001,71.7808883667,72.74204406738001,72.9145767212,73.15259704588001,73.05259704587999,73.0323043823,73.18829040527999,73.00493316648001,72.81129455566,72.58041229246,72.16677246089999,71.41628875732002,69.86220550536,69.53817901612001,69.35381774902001,69.42413482666,69.34378509519999,69.49374084472001,69.74420166016,69.89253234862,70.038064956675
R.Thumb_P_d_x,0.46485475301760004,0.45650894641879997,0.4527931869030001,0.4525436580182,0.45231911540020003,0.44990108609199997,0.4494223952294,0.4518952131272,0.4529213130476,0.45354186296460003,0.45086216926580003,0.4484819471836,0.4465736985207999,0.44678385257699993,0.4524119257928,0.4507592082024,0.44853769540780003,0.4491021454334,0.44909414052959995,0.4504979133608,0.4536152482034,0.460399788618,0.46894413828860004,0.47042837738959997,0.47087522745120003,0.47349950075159997,0.4758789777756,0.47820245623599994,0.4782120347024,0.47520402669920003,0.47273645401,0.47411040663699994,0.4719860017298,0.4713170945644,0.4732407689096,0.4753864228726,0.47378244250999996
R.Thumb_P_d_y,0.4617061913012,0.44341227412219997,0.44762688875199996,0.44373726844780004,0.4382966518404,0.44125888347599995,0.4418123483658,0.44666558504099996,0.4425867915154,0.4401781916618,0.44921165704719995,0.4529513180254,0.4511395275592,0.4476072371004,0.440327268839,0.43463008999819996,0.4385347962379999,0.4599235773086,0.4621934592724,0.4641535699368,0.4631978690624,0.464266139269,0.46450744271259997,0.4648189902306,0.4652070760728,0.46395618915580006,0.46808478236219997,0.472435581684,0.46375606060040003,0.46746029853820004,0.46803202629080004,0.4701811492442,0.4697119116784,0.4688026130198001,0.46999522447599995,0.4696058630944,0.4719203710555
R.Thumb_P_d_z,0.7518140196801999,0.771338868141,0.7711080312730001,0.7734950661657999,0.7767225384714,0.7764479279518,0.7764129877092,0.7721903204916,0.7739296913148,0.7749462366104,0.7713058829305999,0.7705178141592001,0.7726866602897999,0.7746154785156001,0.7755117297172,0.7796849131582,0.7787695527076,0.7660071611406,0.7646506786344001,0.7626341223716,0.7613661885263999,0.7566228985786001,0.7512103080749999,0.7500925302506001,0.7495718598365999,0.7486931681634,0.7445987820623998,0.7403530836104,0.7458122611044,0.7454240322114,0.746635222435,0.7444102764130001,0.7460560441016,0.747050023079,0.7450812220574,0.7439596772196,0.7435193359852501
R.Thumb_I_s_x,16.56658496856,15.16476764682,14.5540506363,14.26838989256,13.909650230419999,13.637252807600001,13.498961830139999,13.691476440419999,13.85170249938,14.30924377442,14.674004364020002,14.739338111859999,14.778115272520001,15.083890151959997,15.71501865388,16.136542129499997,16.193898773199997,16.708868789680004,16.69728927612,16.841410827620003,16.72554893494,16.587633514399997,16.080876541160002,16.19696464538,16.44191856384,16.514402771,16.08665409088,14.94258708952,13.98709716798,13.414958000160002,13.07498703004,12.982701873779998,13.299299621580001,13.898918151839998,14.475659751879999,14.39081382752,14.247190952299999
