,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
R.Arm direction_y,0.563996708393,0.5536319851875999,0.540132021904,0.4785787045956,0.3750980198385999,0.28160368204100006,0.2411188572644,0.25830034911620003,0.30912536978719996,0.5003106355665999,0.5269172251224,0.44019055366500004,0.3861108720302,0.3821252942084,0.3982062339784,0.41763966083540005,0.42498060464880005,0.4291030406952,0.4319054067134,0.4338057398798,0.433243840933,0.4335849106314,0.44241444468480007,0.4591640293596,0.4814570963384,0.49594177603740003,0.49278902411459996,0.4865771412848,0.4867894768716,0.48645392060250003
R.Arm direction_z,-0.6811042070388,-0.6889225125312001,-0.687337231636,-0.7287154674528,-0.7874825954435999,-0.8212925195692,-0.8258668780326002,-0.8338807940479999,-0.8424203634264,-0.7564061403272,-0.7401015162467999,-0.797216916084,-0.8142258167266,-0.8165033578873999,-0.8195361018182,-0.8168292760850001,-0.8148545265198,-0.8120637774467999,-0.8090778827666,-0.8079662203789999,-0.8065302252769999,-0.8041679382322,-0.799153959751,-0.7910235047340001,-0.7797867178918001,-0.7694422364234,-0.7664786815642,-0.7682864189148,-0.7698680877685999,-0.769708096981
R.wrist position_x,58.648088836659994,56.36915664672,53.44365921020001,48.95836334228,44.005727386459995,39.85306243896,35.00932464598,33.3313522339,32.34938926698,32.34332885742,33.015373992920004,32.17842178346,31.327322387680006,31.503029251099996,33.009334564199996,33.58710327146,34.053691864,34.82443008424,35.9449760437,36.50376434328,36.29003067016,36.48718566894,37.950025177,39.61363525388,39.363732147220006,38.15589904784,37.7005012512,37.75849533082,37.9639251709,38.1614742279
R.wrist position_y,223.48519287140002,227.09000549319998,233.29341430679997,237.57924804680002,237.82022705059998,233.60147705080004,228.8360809326,228.49491577140003,233.18885498039998,240.84706115720002,245.12936096180002,248.89787292479997,247.9215881346,242.5395904542,238.2881988526,239.23411254880003,240.40285034200002,241.45880126939997,241.78263854979997,242.22557067860004,243.4087402344,243.9625701904,244.93894348119997,246.8572784424,249.02293090819998,252.2274566652,253.24329528799998,252.3111022948,251.47286987299998,251.37211608849998
R.wrist position_z,39.79324569702,43.006326293940006,34.63599586488,2.693139600756,-36.34197158814,-63.8264312744,-72.28797607422,-76.94743347168,-78.78309020994,-34.23098564148,-37.07304573060001,-72.15363998414,-78.19480133055998,-73.473487854,-72.8577102661,-71.90001068116001,-71.43743286134,-70.73408203123999,-69.84892425536,-68.6819152832,-67.59325714112,-65.58821868898,-60.78980789184,-53.712433624279996,-48.09238204956001,-44.84053649902,-44.200286865260004,-44.44916381836,-45.0978691101,-46.014644622800006
R.elbow position_x,170.7581726074,169.77783813460002,171.131375122,167.5152832032,162.24837951659998,160.020046997,158.57160339360001,151.5101593018,139.1926391602,133.7083618164,134.0826812744,132.1199493406,136.4149017336,136.4157409668,132.8793060304,130.0504150388,129.62021484380003,130.7023498534,132.5653503416,133.17075805660002,133.80466003400002,135.05412902819998,136.600848389,137.6142425536,136.3576019286,135.72644042960002,137.5550292968,138.5836303712,138.01748962419998,138.38319396999998
R.elbow position_y,86.73076171874001,92.87630462648,102.35242309562,121.56026153580001,146.88744812000002,165.33397522,170.3830688478,165.8766998292,158.24942932119998,119.559739685,117.39195556659999,142.1851043702,154.31903076179998,149.903237915,141.75343322739997,137.9882202146,137.3773376466,137.43390502920002,137.0783813474,137.0606292724,138.3800201416,138.8511627196,137.68704528819998,135.5448791504,132.3061553954,131.999246216,133.7793914794,134.3531127928,133.4633941652,133.44398498549998
R.elbow position_z,204.9345458986,210.01770324720002,201.263064575,179.35129089359998,154.5627380374,135.27462158199998,127.92201080319998,125.20531616199999,125.43985748300001,149.14004211440002,142.3453521728,121.11090393059999,119.193107605,124.466558838,125.8175430298,126.1190490722,126.10289611800002,126.1296966552,126.29100952159999,127.18852233880003,127.92905883799999,129.3614227296,132.94432067859998,138.05068054179998,140.94666442860003,141.6907592774,141.612576294,141.8019317628,141.5366638182,140.58110046399997
R.Thumb_M_s_x,26.821686935420008,23.724842071540003,20.71939353942,16.53145256042,12.044671440139998,8.155273151404,3.103875422478,1.558038234712,1.1920287847516,1.1609862566011997,1.4554338216799998,1.2033212661752,0.21516398414953994,0.23803569525513998,1.945845890044,2.6711349964139997,3.154893684388,3.913062572482,4.951637840272,5.497436714171999,5.272725296022001,5.4040756225580004,6.674317741392,8.10976963043,7.90969247818,6.656003189088,6.092204570770001,6.117969036102,6.383845043184001,6.5659661293
R.Thumb_M_s_y,227.0148162842,233.68629760739995,240.28626708999997,244.9746185302,243.4118774416,237.2925964354,231.7508728028,231.55875854479996,236.87325744620003,246.6553009032,252.06366271960002,254.89402771,252.89433898899998,247.67520141600002,243.83286437980001,245.06045227040005,246.18662109380003,247.462234497,247.72220458980001,247.8700469972,248.69479370140002,249.3510253904,249.91955871559998,251.54099426279998,253.57748107920003,257.3825012208,258.5670776366,257.6631958008,256.5671142578,256.38272094700005
R.Thumb_M_s_z,31.78553962706,33.25132980344,24.09682235718,-10.194118952736002,-52.17232589721999,-81.50958251953999,-89.91625366212,-94.2102203369,-96.39109039308,-50.11419525146,-51.23765945434,-88.9360595703,-95.53863067626,-90.2619949341,-89.53157196044,-88.52295684816,-87.9938293457,-87.25630645753999,-86.18098754882,-85.01574249266,-84.06514587402,-81.9734298706,-76.508895874,-68.46303558347999,-62.81941833497999,-59.458762359599994,-58.7641227722,-59.07275848388,-59.87358551026,-60.7796020508
R.Thumb_M_e_x,26.821686935420008,23.724842071540003,20.71939353942,16.53145256042,12.044671440139998,8.155273151404,3.103875422478,1.558038234712,1.1920287847516,1.1609862566011997,1.4554338216799998,1.2033212661752,0.21516398414953994,0.23803569525513998,1.945845890044,2.6711349964139997,3.154893684388,3.913062572482,4.951637840272,5.497436714171999,5.272725296022001,5.4040756225580004,6.674317741392,8.10976963043,7.90969247818,6.656003189088,6.092204570770001,6.117969036102,6.383845043184001,6.5659661293
R.Thumb_M_e_y,227.0148162842,233.68629760739995,240.28626708999997,244.9746185302,243.4118774416,237.2925964354,231.7508728028,231.55875854479996,236.87325744620003,246.6553009032,252.06366271960002,254.89402771,252.89433898899998,247.67520141600002,243.83286437980001,245.06045227040005,246.18662109380003,247.462234497,247.72220458980001,247.8700469972,248.69479370140002,249.3510253904,249.91955871559998,251.54099426279998,253.57748107920003,257.3825012208,258.5670776366,257.6631958008,256.5671142578,256.38272094700005
R.Thumb_M_e_z,31.78553962706,33.25132980344,24.09682235718,-10.194118952736002,-52.17232589721999,-81.50958251953999,-89.91625366212,-94.2102203369,-96.39109039308,-50.11419525146,-51.23765945434,-88.9360595703,-95.53863067626,-90.2619949341,-89.53157196044,-88.52295684816,-87.9938293457,-87.25630645753999,-86.18098754882,-85.01574249266,-84.06514587402,-81.9734298706,-76.508895874,-68.46303558347999,-62.81941833497999,-59.458762359599994,-58.7641227722,-59.07275848388,-59.87358551026,-60.7796020508
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,26.821686935420008,23.724842071540003,20.71939353942,16.53145256042,12.044671440139998,8.155273151404,3.103875422478,1.558038234712,1.1920287847516,1.1609862566011997,1.4554338216799998,1.2033212661752,0.21516398414953994,0.23803569525513998,1.945845890044,2.6711349964139997,3.154893684388,3.913062572482,4.951637840272,5.497436714171999,5.272725296022001,5.4040756225580004,6.674317741392,8.10976963043,7.90969247818,6.656003189088,6.092204570770001,6.117969036102,6.383845043184001,6.5659661293
R.Thumb_P_s_y,227.0148162842,233.68629760739995,240.28626708999997,244.9746185302,243.4118774416,237.2925964354,231.7508728028,231.55875854479996,236.87325744620003,246.6553009032,252.06366271960002,254.89402771,252.89433898899998,247.67520141600002,243.83286437980001,245.06045227040005,246.18662109380003,247.462234497,247.72220458980001,247.8700469972,248.69479370140002,249.3510253904,249.91955871559998,251.54099426279998,253.57748107920003,257.3825012208,258.5670776366,257.6631958008,256.5671142578,256.38272094700005
R.Thumb_P_s_z,31.78553962706,33.25132980344,24.09682235718,-10.194118952736002,-52.17232589721999,-81.50958251953999,-89.91625366212,-94.2102203369,-96.39109039308,-50.11419525146,-51.23765945434,-88.9360595703,-95.53863067626,-90.2619949341,-89.53157196044,-88.52295684816,-87.9938293457,-87.25630645753999,-86.18098754882,-85.01574249266,-84.06514587402,-81.9734298706,-76.508895874,-68.46303558347999,-62.81941833497999,-59.458762359599994,-58.7641227722,-59.07275848388,-59.87358551026,-60.7796020508
R.Thumb_P_e_x,-1.8739327430739998,-4.453411388396,-5.96074876785,-6.187362289428,-6.040732383728,-6.8662043571460005,-10.666307449342,-10.956646347020001,-11.580741500859999,-17.069648361200002,-14.19305591586,-10.285695266728002,-11.80202541354,-12.51036453248,-11.2894920349,-10.964942932140001,-10.712008666980001,-10.039962768544001,-8.806419754028,-7.90471391678,-8.095523548128,-8.177794647216,-6.948475360870001,-5.887906360626,-5.530776691438,-6.965865135192,-7.745500087738,-7.806888008117999,-7.338548946377999,-7.19707918167
R.Thumb_P_e_y,222.3972412108,236.359335327,244.8356170654,249.44928588880003,244.53399047840003,234.063595581,225.22554321299998,224.18928833,230.4305053712,245.1323394776,249.36359252920002,248.95184631339998,244.54883728,238.3243225098,235.6980377196,237.57694091820002,238.42484130860004,239.35225830079997,239.80870361340004,240.2005889892,240.8566558838,241.05483703599998,240.86202087400002,241.07142944340004,243.5278686524,247.4417572022,248.3818817142,247.36335144060004,246.1178070068,245.66456604
R.Thumb_P_e_z,1.213388347628,-1.49680867195,-11.609404850008,-48.535010528559994,-93.12687835694,-123.57749023440002,-132.05970459,-136.6101470946,-138.85361328140002,-91.01659088139999,-93.12136077892,-131.83458557140003,-137.89003295900002,-132.1987579346,-131.57129516620003,-130.5562225342,-129.9012939454,-129.0687377932,-128.0958480836,-127.0907211302,-126.11997222919999,-123.8708969116,-118.23440704320001,-109.7326385498,-104.3766448976,-100.9842819214,-100.158972168,-100.41008453340001,-101.241165161,-102.064792633
R.Thumb_P_d_x,0.6401301741597999,0.628707253933,0.5952816843988,0.5068973958492001,0.403517729044,0.33515603542340006,0.3072374105454,0.27922499179859994,0.28498335480680004,0.40675805211060007,0.3491458058358,0.25634052157400006,0.2681249916554,0.2844396352766,0.2953040897848,0.3042453110218,0.3093953788278,0.31131696105,0.30696688294420005,0.29902595281600003,0.29826954007159995,0.3030358254908,0.3039488732814,0.3123131752014,0.2998808860778,0.3039282560348,0.3087439656256,0.3106884658338,0.30617114901540005,0.307078167796
R.Thumb_P_d_y,0.10291011035441999,-0.05964025184511999,-0.10150413215164,-0.09983783066271999,-0.025036348961286,0.07204478867358,0.14559177756320002,0.16442606151099998,0.1437493234872,0.03397999480366,0.06024339422582,0.13258070200699998,0.18620307445539996,0.2086348414422,0.18150254488,0.16697053611260002,0.17317917943019998,0.1809480726718,0.1765643626452,0.17111932337280003,0.1748828738926,0.185102802515,0.20208986699599998,0.23359470963479997,0.22422481477260003,0.22179578542700001,0.22724995315059998,0.22980794906599997,0.23314273059360002,0.2391412109135
R.Thumb_P_d_z,0.6820660531522,0.7752931594847999,0.7966697931287999,0.8554538488388002,0.913769352436,0.938610291481,0.9402957797052001,0.9460182070732,0.9474148392676,0.9126055836678001,0.9345003008844,0.9571428775788,0.9449355483053999,0.9356842279431999,0.9379815101623998,0.9378373980521999,0.9350304365155999,0.9329101204874,0.9351955413818,0.9387680292128,0.9383183836935999,0.9348074555396,0.9309707999229999,0.9207986474036,0.9272160053256,0.9265086412432,0.9235931873319998,0.9223096847534,0.9229846596715999,0.9211464822290001
R.Thumb_I_s_x,-1.8739327430739998,-4.453411388396,-5.96074876785,-6.187362289428,-6.040732383728,-6.8662043571460005,-10.666307449342,-10.956646347020001,-11.580741500859999,-17.069648361200002,-14.19305591586,-10.285695266728002,-11.80202541354,-12.51036453248,-11.2894920349,-10.964942932140001,-10.712008666980001,-10.039962768544001,-8.806419754028,-7.90471391678,-8.095523548128,-8.177794647216,-6.948475360870001,-5.887906360626,-5.530776691438,-6.965865135192,-7.745500087738,-7.806888008117999,-7.338548946377999,-7.19707918167
R.Thumb_I_s_y,222.3972412108,236.359335327,244.8356170654,249.44928588880003,244.53399047840003,234.063595581,225.22554321299998,224.18928833,230.4305053712,245.1323394776,249.36359252920002,248.95184631339998,244.54883728,238.3243225098,235.6980377196,237.57694091820002,238.42484130860004,239.35225830079997,239.80870361340004,240.2005889892,240.8566558838,241.05483703599998,240.86202087400002,241.07142944340004,243.5278686524,247.4417572022,248.3818817142,247.36335144060004,246.1178070068,245.66456604
R.Thumb_I_s_z,1.213388347628,-1.49680867195,-11.609404850008,-48.535010528559994,-93.12687835694,-123.57749023440002,-132.05970459,-136.6101470946,-138.85361328140002,-91.01659088139999,-93.12136077892,-131.83458557140003,-137.89003295900002,-132.1987579346,-131.57129516620003,-130.5562225342,-129.9012939454,-129.0687377932,-128.0958480836,-127.0907211302,-126.11997222919999,-123.8708969116,-118.23440704320001,-109.7326385498,-104.3766448976,-100.9842819214,-100.158972168,-100.41008453340001,-101.241165161,-102.064792633
R.Thumb_I_e_x,-18.679578781140002,-19.860586166399997,-19.635408401499998,-16.311211013780003,-11.889629173272,-7.420004463194002,-6.10641965866,-4.652271366118001,-7.086613845824,-18.943371582039997,-13.128231048596001,-6.501950931550001,-8.232287025454001,-9.301647377014,-8.641286087035999,-8.483505630494,-8.158044242858,-7.498740386964,-6.302801418303999,-5.328440761564,-5.543223190308,-5.656548404696,-4.743971443176,-4.442467212676,-3.9453756809240006,-5.5288151741,-6.256680488586,-6.407740402221999,-5.7217821121200005,-5.516318559645001
R.Thumb_I_e_y,218.3203094482,236.61194458,245.96662902859998,249.7692047118,241.71194458,226.28817443819997,213.14346008299998,211.41770019560005,219.0728790282,238.4817840574,240.54060668940002,237.8830902102,232.2664794922,225.33127441399998,223.35188903820003,225.50074462899997,226.1536254882,226.7810272218,227.4890197758,228.21577148440002,228.95690002439997,228.8216918944,228.3982330322,227.92260131840004,230.84658508299998,234.65653381360002,235.30689392079998,234.1769317628,232.8805419922,232.229270935
R.Thumb_I_e_z,-20.07516803742,-26.180032348639998,-37.255525589,-75.78372497558,-121.4399505616,-151.4842987062,-158.10282287579997,-161.986141968,-165.20096130380003,-119.2714462278,-120.808831787,-158.472003174,-164.0221557618,-158.0374450684,-157.7893554688,-156.9162445068,-156.1642547608,-155.1904022218,-154.34081420900003,-153.4831573484,-152.5534057616,-150.15444641119998,-144.43710022,-135.65279846200002,-130.51969909660002,-127.0859786986,-126.11410064700001,-126.3139053344,-127.10633087139999,-127.8236198425
R.Thumb_I_d_x,0.5746139049530001,0.5294425487518,0.46990749835960005,0.34788964986800003,0.20098785161959998,0.019030439481119994,-0.1566931441426,-0.2166396200656,-0.15443342179070002,0.06438746713102,-0.0365909806976786,-0.13002223819480002,-0.122668275237,-0.11026236861946,-0.09100129753352,-0.08527057617902001,-0.08776285648346001,-0.08732498735188,-0.08603279292581999,-0.08852944523098,-0.08770565539597999,-0.0866385474801,-0.07575420439244,-0.04967016428708,-0.05447973534468,-0.04938189387321999,-0.05116086751219999,-0.0480794392526,-0.05555757358672,-0.0577566102147
R.Thumb_I_d_y,0.137386845145322,-0.008680506984077541,-0.038865390792499996,-0.010993492417026001,0.09697503224018,0.2671897262336,0.4151811897756,0.4388749063014,0.3902864396572,0.228535580635,0.3031876087188,0.3803598582746,0.4220633208752,0.4464850485326,0.424255347252,0.4149789333346,0.4216804862022,0.4319899857046,0.42334599494920006,0.41183880567539993,0.40891577005400004,0.42037223577500005,0.4282978594304,0.4518380880356,0.4357717454434001,0.43934349417659996,0.4493007302284,0.453129929304,0.4548771679402,0.461682096124
R.Thumb_I_d_z,0.7303198993205999,0.8481989145282001,0.8812873363495999,0.9363578915595999,0.9729328036308,0.9589721679686001,0.8949295401571999,0.8720049023626,0.9053839564323999,0.9709324240684,0.9514350652692001,0.9153516769410001,0.8979880452158,0.8879046201706,0.9009410500524,0.9058194756508,0.9024841547011999,0.8976286530495999,0.9018657803536001,0.906933236122,0.9083419799804,0.9031916379927999,0.9004130721092001,0.8907041311266001,0.8983636617661999,0.8969425201418,0.8919058561326001,0.8901427984236001,0.8888145208359999,0.885160267353
R.Thumb_D_s_x,-18.679578781140002,-19.860586166399997,-19.635408401499998,-16.311211013780003,-11.889629173272,-7.420004463194002,-6.10641965866,-4.652271366118001,-7.086613845824,-18.943371582039997,-13.128231048596001,-6.501950931550001,-8.232287025454001,-9.301647377014,-8.641286087035999,-8.483505630494,-8.158044242858,-7.498740386964,-6.302801418303999,-5.328440761564,-5.543223190308,-5.656548404696,-4.743971443176,-4.442467212676,-3.9453756809240006,-5.5288151741,-6.256680488586,-6.407740402221999,-5.7217821121200005,-5.516318559645001
R.Thumb_D_s_y,218.3203094482,236.61194458,245.96662902859998,249.7692047118,241.71194458,226.28817443819997,213.14346008299998,211.41770019560005,219.0728790282,238.4817840574,240.54060668940002,237.8830902102,232.2664794922,225.33127441399998,223.35188903820003,225.50074462899997,226.1536254882,226.7810272218,227.4890197758,228.21577148440002,228.95690002439997,228.8216918944,228.3982330322,227.92260131840004,230.84658508299998,234.65653381360002,235.30689392079998,234.1769317628,232.8805419922,232.229270935
R.Thumb_D_s_z,-20.07516803742,-26.180032348639998,-37.255525589,-75.78372497558,-121.4399505616,-151.4842987062,-158.10282287579997,-161.986141968,-165.20096130380003,-119.2714462278,-120.808831787,-158.472003174,-164.0221557618,-158.0374450684,-157.7893554688,-156.9162445068,-156.1642547608,-155.1904022218,-154.34081420900003,-153.4831573484,-152.5534057616,-150.15444641119998,-144.43710022,-135.65279846200002,-130.51969909660002,-127.0859786986,-126.11410064700001,-126.3139053344,-127.10633087139999,-127.8236198425
R.Thumb_D_e_x,-28.1110042572,-27.6900390625,-26.01782760618,-19.34754104612,-11.437973499308,-2.0008039787417995,4.7388868808760005,7.4652149200419995,3.2433584928499988,-13.4017063141,-4.9294584631904,3.164016270638,1.622094082836,0.57775306850634,0.5914298653602,0.6734898447992,1.1892844676966,1.9073811292640002,3.0125160217279996,3.9267010211940003,3.710276126862,3.6826713085160003,4.19226617813,3.5711203575119996,3.900083827974,2.14004061222,1.5812685251239997,1.381979870796,2.239958524704,2.54546678066
R.Thumb_D_e_y,214.46997070320003,235.5053344724,245.3600433348,247.97878417980002,237.3593200684,218.09180297840004,202.0273742674,200.1340698244,208.56775817859997,230.84357605,230.9317962648,226.9860992432,220.8735565184,213.512612915,211.78140869139997,214.0220947264,214.61112670880001,215.03945922840003,215.90036315920003,216.86788024900002,217.7425567626,217.4235321046,216.96743774420003,216.16679382320004,219.44552001940002,223.11477661139998,223.56452636720002,222.3374572754,221.0589202882,220.30230712899998
R.Thumb_D_e_z,-35.835122489914,-44.5210243225,-56.15576858520001,-95.41174011231999,-140.88392944320003,-168.62237243659996,-170.5797668458,-173.1562561034,-178.5226898192,-136.8271453858,-136.2619140624,-172.13109436040003,-177.1325134276,-170.7508361818,-171.2005035402,-170.4583740234,-169.52061462400002,-168.33007202160002,-167.67930297819998,-167.06830749520003,-166.25046997060002,-163.6399871826,-158.1629516604,-149.6724884034,-144.92167358400002,-141.471875,-140.24488220220002,-140.39041748059998,-141.10124816880003,-141.6712265015
R.Thumb_D_d_x,0.46943648457539994,0.3919610857966,0.31951910853379994,0.15200592130441998,-0.022610959410760002,-0.271298068762,-0.5429419219493999,-0.6066302776334,-0.5171429812906,-0.27742894589899997,-0.410450178385,-0.4839013457298,-0.4933338284492,-0.4945863723752,-0.46221182942379996,-0.4584210693838,-0.46794957518599994,-0.47089279293999997,-0.466346937418,-0.4633345127106,-0.4632523238658,-0.4675436019896,-0.4473694324496,-0.40117942690839997,-0.392762440443,-0.38392117023460004,-0.39238635897639995,-0.3899719655514,-0.39858368039119996,-0.403592363
R.Thumb_D_d_y,0.18993456363675998,0.05539954155686,0.030367124825699997,0.08963272273544001,0.2179027915002,0.4103298783304,0.5564977645874001,0.5648854494096,0.525911319256,0.3823868513106,0.4810400366782,0.5455293297768,0.5703569173812,0.5916704177856,0.5792459011076,0.5746486186981999,0.5778450012206,0.5878107905387999,0.5801557302474001,0.5681025624275999,0.561416864395,0.570619046688,0.5722529649736,0.5885239481926,0.570764529705,0.5778078198432,0.5878508448599999,0.5927122950554,0.5918184876442,0.5970924496650001
R.Thumb_D_d_z,0.787642854452,0.9181938171386002,0.9461912155151999,0.9826252698897999,0.9734120726584001,0.8579728007316,0.6246255636216,0.5592025637625999,0.6669174194338001,0.878880035877,0.7736182570458,0.6838066458700001,0.6563357710838,0.6364627361296,0.671394121647,0.677951335907,0.6686512351034001,0.657803094387,0.6677564978599999,0.6801050901411999,0.6857078313828,0.6751183390618,0.6871489644052,0.701859343052,0.7209972262384,0.720192193985,0.7074205279348,0.7047037482262001,0.700618839264,0.6932444572450001
R.Index_M_s_x,35.63470153806,35.05895309448,32.35583686828001,28.9877571106,24.64542465212,20.963160705579998,15.96145839692,14.305783462519997,13.9490503311,13.45564422608,14.190877151479999,14.535016632080001,13.48403282166,13.57331809996,15.36730499266,16.116826057420003,16.532244110100002,17.40407829282,18.33901786806,18.70048561096,18.30822143554,18.495879364,19.4324180603,20.54842262268,20.14190597532,19.12476539612,18.66359672548,18.7644481659,18.93539619446,19.08990859985
R.Index_M_s_y,243.6680999756,251.5269653322,258.0307403566,262.1501525878,260.3397155762,253.73043212880003,247.8639831542,247.7525146484,253.23059692380002,263.6384521484,268.3673706056,270.6761840818,268.60531616199995,263.1621459962,259.29148559559997,260.5329406738,261.7002624514001,262.84522705079996,263.1935974122,263.51199340819994,264.486669922,265.0587036132,265.65027465820003,267.0068481446,269.2491638184,272.859350586,273.9418151854,272.9513793946,271.931402588,271.7137298585
R.Index_M_s_z,25.95546913146,30.78007850648,22.499875068659996,-11.779644918452,-54.92452468873999,-85.79915618893999,-95.20322875977999,-99.52178802486,-101.12122955321999,-53.737846374499995,-56.195575714099995,-94.04887542734,-101.01446380618,-96.19742736818,-95.35066833494001,-94.24835357666,-93.7680999756,-93.11421356204,-92.04422454836,-90.84422912598001,-89.86695098876001,-87.87441253664,-83.03771820068,-76.14565582274,-70.41702423094,-67.0718582153,-66.41552734376,-66.77375946044,-67.57849731446001,-68.59492874144999
R.Index_M_e_x,12.528044414518,13.021624565140002,12.285193443299999,13.591389846779999,13.581134796159997,12.75851306914,7.37710380554,4.878917980194,5.363990211488,2.7598893191656195,0.4145031809804399,5.35170068741,4.961786746976,3.791534614564,5.441882801054,6.208878421783999,6.480839347839999,7.3442870140080005,7.890780258178,8.196958732606,8.026111888886,8.060781669616,7.428020763398,6.323073863984001,6.002484893798,4.934629249572,4.400791835785999,4.594471168518,5.040297698973999,5.14066672325
R.Index_M_e_y,256.321710205,278.32122192379995,286.84545288080005,289.25780639640004,280.2025756836,265.61695556639995,256.1930297852,256.6040527344,263.66641845699996,279.49074096659996,282.4567993166,280.76110839840004,276.51210327160004,270.41929321300006,267.2668518066,268.91140136719997,269.9340820314,270.86865844720006,271.4519348146,271.7509887696,272.43555908199994,272.80536499,271.8952270508,270.1888427732,272.47667846679997,276.33234863260003,277.43953247080003,276.2376037598,274.833947754,274.173324585
R.Index_M_e_z,-28.702721786519998,-25.42801132202,-33.43591232302,-69.9688354492,-116.89371643065999,-150.2081420898,-160.1651336672,-164.29792785620003,-165.768145752,-116.9327194214,-119.2365844726,-158.65846557639998,-166.0313049316,-161.1196411134,-160.1675354002,-159.01677246120002,-158.5332183838,-157.904144287,-156.74307556160002,-155.53665161119997,-154.63145446779998,-152.63750305180002,-147.68364257800002,-140.5706268312,-134.859863281,-131.4916687012,-130.81795349140003,-131.207852173,-132.0907867432,-133.114028931
R.Index_M_d_x,0.3498376011848,0.3336173534392,0.3038441896438,0.2330815792084,0.16749938726420002,0.12420801818360001,0.1299563050268,0.1427108734846,0.1299669817088,0.1619202405214,0.2085569143292,0.1390238210558,0.1290160685776,0.148083871603,0.15025835931280002,0.149993827939,0.1521655857564,0.15229254662980002,0.1581731289626,0.1590101599694,0.15565815568000002,0.1579742074014,0.18173142373559997,0.2153538376092,0.2140529990194,0.214820754528,0.21592086851599998,0.2145155787468,0.2103542655704,0.211173906922
R.Index_M_d_y,-0.191513198614,-0.4056312441828,-0.43621836304659994,-0.4103756844998,-0.300698643923,-0.1799469739202,-0.12609126269819998,-0.1340011373164,-0.15798516869540002,-0.239983651042,-0.21329616308219998,-0.1526730388402,-0.1196987971664,-0.10986406058060001,-0.12073697745800001,-0.126839324832,-0.12464963793780001,-0.1214646324516,-0.1250208050012,-0.12472800761439999,-0.1203361481428,-0.1172746747732,-0.0945406973361,-0.04817138612272,-0.048860499262820004,-0.05257680788633999,-0.05295102670790001,-0.049749292433260005,-0.043940872699,-0.03723515756425
R.Index_M_d_z,0.8275116443634001,0.8509195566178,0.8467971920967999,0.8809109449386,0.9381353855130001,0.9750708103182,0.9834413051606001,0.9806291341782,0.9786727547642,0.9566906452180002,0.9543612957000001,0.9781077265739999,0.9842730641363999,0.9828404903414001,0.9812455534936,0.9805121660230001,0.9804621696474001,0.9808378338813999,0.9794589519500001,0.9793617606162,0.9804528474808001,0.9804314494131999,0.9786576867104,0.9753127932548,0.975583279133,0.9752346396443998,0.9749714732172,0.9754508972168001,0.9766346931458001,0.976737678051
R.Index_P_s_x,12.528044414518,13.021624565140002,12.285193443299999,13.591389846779999,13.581134796159997,12.75851306914,7.37710380554,4.878917980194,5.363990211488,2.7598893191656195,0.4145031809804399,5.35170068741,4.961786746976,3.791534614564,5.441882801054,6.208878421783999,6.480839347839999,7.3442870140080005,7.890780258178,8.196958732606,8.026111888886,8.060781669616,7.428020763398,6.323073863984001,6.002484893798,4.934629249572,4.400791835785999,4.594471168518,5.040297698973999,5.14066672325
R.Index_P_s_y,256.321710205,278.32122192379995,286.84545288080005,289.25780639640004,280.2025756836,265.61695556639995,256.1930297852,256.6040527344,263.66641845699996,279.49074096659996,282.4567993166,280.76110839840004,276.51210327160004,270.41929321300006,267.2668518066,268.91140136719997,269.9340820314,270.86865844720006,271.4519348146,271.7509887696,272.43555908199994,272.80536499,271.8952270508,270.1888427732,272.47667846679997,276.33234863260003,277.43953247080003,276.2376037598,274.833947754,274.173324585
R.Index_P_s_z,-28.702721786519998,-25.42801132202,-33.43591232302,-69.9688354492,-116.89371643065999,-150.2081420898,-160.1651336672,-164.29792785620003,-165.768145752,-116.9327194214,-119.2365844726,-158.65846557639998,-166.0313049316,-161.1196411134,-160.1675354002,-159.01677246120002,-158.5332183838,-157.904144287,-156.74307556160002,-155.53665161119997,-154.63145446779998,-152.63750305180002,-147.68364257800002,-140.5706268312,-134.859863281,-131.4916687012,-130.81795349140003,-131.207852173,-132.0907867432,-133.114028931
