,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
L.Middle_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.hand.palm_position_x,61.83168640137999,63.80279388428001,56.674729919440004,42.02663116456,18.083593177808,-2.9337264895432,-9.054595279691998,1.0269246816639999,8.600447463988,8.960772895818,17.87507534024,7.736392045015999,-1.87298350334,15.139716720590002,19.81276378632,3.552043032646,1.32153007984,1.1586013793938001,1.2542428493514,3.6524359703080003,6.134242630006,6.459475135802,5.795408058164001,5.500439453126001,5.204373741152001,4.398538589476666
R.hand.palm_position_y,263.434790039,261.3542907714,255.09251098640001,252.336846924,247.973513794,249.0326141356,245.58219909680003,243.8941101074,232.1493804932,233.81149292,220.72263183599998,208.44496765140002,197.9593658448,195.75658569319998,191.3226776122,187.0038269044,188.0710632324,185.27392883299999,180.44541320800002,180.1270324706,181.96674194340002,183.0521636964,184.78997497560005,184.8546539306,186.1157989502,187.481297811
R.hand.palm_position_z,-27.67647933962,-40.6818473816,-48.68805541992,-50.2237045288,-44.571248626700005,-19.906146812432,20.751523256296,75.75494995118,105.9057800294,59.19951133725999,-39.066061162948,-28.9362927753592,19.198983955379997,-42.207174396523996,-31.464003849026,50.5517753601,72.69942626954,76.28869781496,78.55478515626001,72.78823242185999,67.0467376709,64.96257171632001,66.4352783203,66.43957824706,67.00126953126001,68.49388631186667
R.pitch,9.446604734017,12.01606268854,12.13075812926,13.231115790059999,13.20183118288,23.336352439720002,66.13895324504001,101.80070320499999,-174.97059179199996,-105.8934427618,-155.52315240160002,-147.6265848284,-162.56589987260003,-156.636139936,-152.18380184339998,-159.4155297228,-165.8348120552,-162.1051216456,-161.102165728,-159.8028151136,-157.88501818359998,-156.3954495308,-158.05850772280002,-158.577214151,-158.28590384720002,-159.15737042566664
R.roll,-7.409960984958,-6.802883775288,-5.074862116804001,-8.789647602076,-34.90408150592,-45.69497899782,-18.536991385108003,38.93817876554,50.41068987098,41.51456508262,39.768303574499996,48.53016323464,54.24054295687999,51.90085958034,56.00809689696,61.426158179699996,57.71034603162,60.12015632720001,63.030933000539996,65.59433171276001,66.57343660964,67.7045774211,66.83936183185999,66.3585574898,66.00107494672,64.30511163526667
R.yaw,-21.7033825977,-16.462575312760002,-15.11387589824,-19.57715971068,-35.58787429136,-56.264395650439994,-83.67454070215999,-118.14066739979998,-139.7731348746,-132.4456368136,-113.449907891,-115.1984226786,-130.92738409780003,-120.654727557,-119.86694855560002,-138.449162794,-145.6748964996,-146.1244376994,-147.6071898232,-147.306112349,-145.76535825800002,-145.12922175199998,-145.62132322699998,-145.78328613879998,-145.58186658999998,-145.49783886966665
R.Arm direction_x,-0.7156931281091998,-0.6946750760078,-0.7027441143988,-0.7264779925347999,-0.7824122428894,-0.8535365939139998,-0.8864521384238001,-0.8906893849371998,-0.9020672321319999,-0.8414678931236,-0.7358418583867999,-0.8143874049186002,-0.8984874010088,-0.7803149342537999,-0.8048882842064,-0.9268101334572,-0.9470593690872,-0.95352537632,-0.9656000018118001,-0.9667171835899999,-0.9598337173461999,-0.9571012735367999,-0.9625251412392,-0.964304625988,-0.9636070251464,-0.9643887281416667
R.Arm direction_y,0.5152459502219999,0.5120915174486,0.48819841742520004,0.46140163540840007,0.4181121885774,0.3831476509572,0.36319377422340005,0.39462441205959997,0.3853031396865999,0.4244228482246,0.3608909189702,0.29164537787460004,0.25486287176620004,0.23370416462420002,0.2265825480222,0.21954071521739998,0.24055568575859998,0.22628535330320002,0.1892695575952,0.1504827499388,0.1363842278718,0.1270852446556,0.1258054330946,0.13727337121959998,0.146847859025,0.15933895607766665
R.Arm direction_z,-0.46838228702539997,-0.5050795316694,-0.5174479007722,-0.5089924693107999,-0.46023327112199997,-0.3504571855068,-0.2865963220594,-0.2246376514434,-0.193303063512,-0.328091198206,-0.5678613305092,-0.4963941037654,-0.35645183920859996,-0.5747377574446,-0.5438335299492001,-0.29848436713220006,-0.21256786882879997,-0.19850780665860002,-0.1779431313278,-0.206432777643,-0.2450665891172,-0.2603706002236,-0.2400927245618,-0.22641589045540003,-0.223325073719,-0.21106963356333333
R.wrist position_x,97.50390930173998,94.55919189452001,86.12808532714,75.85888061524,65.68943710325999,55.95363464354,56.912731170639994,58.8865951538,52.88746261596,58.54240798948,78.86581115722001,68.12205963134001,49.7724784851,73.089982605,78.22621002198,49.53203048706,41.315662384039996,40.64542083738,39.53885116578,42.39445419312,46.21566848754,47.04844818116,46.01512908936,45.561769866960006,45.37001571656,44.54219818113334
R.wrist position_y,252.17018432619997,247.558306885,241.54795227059998,238.02293701180002,231.8811401366,228.81814575200002,228.6986328126,233.2029418948,228.1331207274,227.3630889892,222.9576904296,216.1467681886,203.0132995604,201.17457885740004,199.1525665282,196.31616210960001,193.6628448488,194.2678466796,190.776022339,191.7918121336,195.1325744628,197.42507019020002,197.85184936540003,197.38570556620002,198.78861083980001,199.36507161500003
R.wrist position_z,28.934315109239996,18.98909492492,11.67024250032,7.686043643952,2.3335485339164,8.915021896357999,23.30996932984,44.76362686156,57.3183479309,16.845221805557998,-62.592253494260014,-54.41968460081999,-21.1242811203,-71.6001159668,-60.18816490171999,5.1268391609220005,21.396974182140003,25.0858165741,26.63796348572,21.57667503356,17.3162590027,15.999000549340002,16.71508636474,16.39432716368,17.057603454579997,18.28610928853333
R.elbow position_x,271.9404541016,264.594543457,258.0466125488,253.54743652340002,257.0461334228,264.70088501,273.70850830060004,276.7181396484,273.5014587404,264.3358825682,258.82685241699994,267.292578125,269.510900879,263.9275756836,275.073577881,276.197192383,272.9330810546,273.84418945319993,275.6906555176,278.81948242199996,280.957232666,281.12176513699995,281.41492309579996,281.3967712402,281.03440551759996,280.397766113
R.elbow position_y,126.48322906479999,122.2135742186,122.1154205322,125.16902008039999,129.6222442626,135.11269531279999,139.8739013672,136.6915802002,133.901486206,123.5641754152,134.69645996100002,144.82055969200002,140.68280639640003,144.018759155,143.7384399416,142.6242218016,134.8313842776,138.9264068602,144.4873443604,154.989022827,161.7777893068,166.34448852539998,167.0842651368,163.8134643556,162.87478637680002,160.396362305
R.elbow position_z,143.1903579712,142.6169677736,138.2581817628,132.1801071166,114.89414672860002,94.62547149668,93.40159912108001,99.7021591187,104.5934982302,97.08480072032,76.2866622925,66.98085632326,66.05130462646,68.96052398682001,72.81439208984,78.12561492922,73.38359832764,73.63384399412,70.1565963745,72.06287231446,77.25092926026,79.67649230958,75.43332214358,71.76769104003999,71.67506256104,69.9063161214
R.Thumb_M_s_x,62.56683807372,59.51868667603999,51.22487487791999,40.56320495606,33.33054580689999,32.63179664612,42.034646606420004,53.14266052248,53.20570297242,57.82885589598,68.23868103026,55.53166198732,43.736271667480004,62.894692230240004,66.21194229128,44.0491493225,40.47949905394,38.90758743286,37.30618362426,38.938856506360004,41.57780303954,41.590431976320005,41.27663269042,41.14013671874,40.983828735379994,40.85427220663333
R.Thumb_M_s_y,251.1911804198,246.36372985859998,239.42814941400002,236.9683166502,244.29892883280004,249.74611816420003,251.67395324700001,256.0396667481999,248.22763061519998,246.5510284426,242.50715332,235.62554626460002,221.96615600579997,220.8450256348,219.2644439698,215.0437713624,211.86471557619998,212.1221221924,208.77249450660003,209.8657623292,212.9957214356,215.18685913079997,215.75012817379996,215.4005249024,216.74532470719996,217.1676890053333
R.Thumb_M_s_z,26.04025154114,12.788523101805998,4.455712270735999,3.179598426818,8.155372142784,22.09404392242,40.18339004518,63.46444702148,76.83198394776,36.41028890608201,-45.10995140074,-36.5154853821,-1.6302469968879998,-55.092670059199996,-43.67288551332,24.869602274880002,41.110935211180006,45.45969619750001,47.00736999510001,41.68371429444,37.40740203858,36.1397743225,36.77299728394,36.533454132079996,37.34879608152001,38.706001281766675
R.Thumb_M_e_x,62.56683807372,59.51868667603999,51.22487487791999,40.56320495606,33.33054580689999,32.63179664612,42.034646606420004,53.14266052248,53.20570297242,57.82885589598,68.23868103026,55.53166198732,43.736271667480004,62.894692230240004,66.21194229128,44.0491493225,40.47949905394,38.90758743286,37.30618362426,38.938856506360004,41.57780303954,41.590431976320005,41.27663269042,41.14013671874,40.983828735379994,40.85427220663333
R.Thumb_M_e_y,251.1911804198,246.36372985859998,239.42814941400002,236.9683166502,244.29892883280004,249.74611816420003,251.67395324700001,256.0396667481999,248.22763061519998,246.5510284426,242.50715332,235.62554626460002,221.96615600579997,220.8450256348,219.2644439698,215.0437713624,211.86471557619998,212.1221221924,208.77249450660003,209.8657623292,212.9957214356,215.18685913079997,215.75012817379996,215.4005249024,216.74532470719996,217.1676890053333
R.Thumb_M_e_z,26.04025154114,12.788523101805998,4.455712270735999,3.179598426818,8.155372142784,22.09404392242,40.18339004518,63.46444702148,76.83198394776,36.41028890608201,-45.10995140074,-36.5154853821,-1.6302469968879998,-55.092670059199996,-43.67288551332,24.869602274880002,41.110935211180006,45.45969619750001,47.00736999510001,41.68371429444,37.40740203858,36.1397743225,36.77299728394,36.533454132079996,37.34879608152001,38.706001281766675
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
