,0,1,2,3,4,5
L.Middle_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0
R.hand.palm_position_x,56.688655090320005,53.63855438234,52.35827178956,52.211286926259994,52.0101135254,51.923400878900004
R.hand.palm_position_y,218.457043457,217.769869995,218.5367797852,218.93865966799999,218.92132568340003,218.91578674299998
R.hand.palm_position_z,-15.886643695814001,-21.98475265506,-22.04061698916,-21.988364791880002,-21.76642570498,-21.6931533813
R.pitch,16.55378787984,14.59931368734,16.23925442054,16.74474818916,16.587281932659998,16.5427388534
R.roll,-78.53561269084,-98.06661142124001,-97.45552395134,-96.82217143052,-97.2807803896,-97.4400467425
R.yaw,-31.258188126877997,-39.0083705714,-39.52465911264,-39.54241214052,-39.97419758037999,-40.2022104711
R.Arm direction_x,-0.5968895673751999,-0.6179932832717999,-0.636206126213,-0.6393613576889999,-0.6381389141084,-0.635863125324
R.Arm direction_y,0.5034260690214001,0.4637882828712,0.43794382214540006,0.4305365860464,0.4314422249794,0.433152705431
R.Arm direction_z,-0.6230124235154,-0.6346868634224,-0.6351502895354001,-0.6370676636696,-0.6376786231996,-0.638793230057
R.wrist position_x,94.38073425294,97.07102203368001,96.09354553222,95.94149017333999,96.04552001952,96.10367584229999
R.wrist position_y,194.17625427260003,194.62759094260002,194.51248779300002,194.6337615968,194.7857788086,194.83163452099998
R.wrist position_z,34.14200248718,25.458921051019995,24.675935363780006,24.58303298954,24.60467071534,24.566488266
R.elbow position_x,238.768572998,246.56385192879998,249.9920745848,250.6032714844,250.41159057600004,249.919235229
R.elbow position_y,72.39728546142,82.43701324464001,88.57370147706001,90.48678283692001,90.41972503662001,90.0518188477
R.elbow position_z,184.84896545419997,178.98993530299998,178.319052124,178.68995971680002,178.85939331059998,179.09083557099999
R.Thumb_M_s_x,77.36029815676,84.88726806640001,83.98391723634,83.75431671141999,83.95512390136,84.0648193359
R.Thumb_M_s_y,220.41531982419997,226.41890563980002,225.994467163,225.9845306396,226.1820098876,226.25621032700002
R.Thumb_M_s_z,29.261441802959997,22.499385452259997,22.39595031738,22.575070953399997,22.47485733032,22.392709732100002
R.Thumb_M_e_x,77.36029815676,84.88726806640001,83.98391723634,83.75431671141999,83.95512390136,84.0648193359
R.Thumb_M_e_y,220.41531982419997,226.41890563980002,225.994467163,225.9845306396,226.1820098876,226.25621032700002
R.Thumb_M_e_z,29.261441802959997,22.499385452259997,22.39595031738,22.575070953399997,22.47485733032,22.392709732100002
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,77.36029815676,84.88726806640001,83.98391723634,83.75431671141999,83.95512390136,84.0648193359
R.Thumb_P_s_y,220.41531982419997,226.41890563980002,225.994467163,225.9845306396,226.1820098876,226.25621032700002
R.Thumb_P_s_z,29.261441802959997,22.499385452259997,22.39595031738,22.575070953399997,22.47485733032,22.392709732100002
R.Thumb_P_e_x,46.13239765168,54.37177963255999,53.9414756775,53.64300765989999,53.78446121214,53.9392356873
R.Thumb_P_e_y,245.03431701660003,257.81758422840005,258.0815734862,258.0850769042,258.2491149906,258.394927979
R.Thumb_P_e_z,15.0229757309,13.405380821239998,14.15354652404,14.639836883540003,14.630462455740002,14.6688394547
R.Thumb_P_d_x,0.6982584953308,0.6823289632798,0.6717515349388001,0.6732914447784,0.674618458748,0.673610627651
R.Thumb_P_d_y,-0.55048285126688,-0.7020771861076,-0.7174704194071999,-0.7177709698676,-0.717023074627,-0.7186245322229999
R.Thumb_P_d_z,0.3183733075856,0.20334273278720003,0.1843008458616,0.17743251025659998,0.1754013061522,0.17270641028900002
R.Thumb_I_s_x,46.13239765168,54.37177963255999,53.9414756775,53.64300765989999,53.78446121214,53.9392356873
R.Thumb_I_s_y,245.03431701660003,257.81758422840005,258.0815734862,258.0850769042,258.2491149906,258.394927979
R.Thumb_I_s_z,15.0229757309,13.405380821239998,14.15354652404,14.639836883540003,14.630462455740002,14.6688394547
R.Thumb_I_e_x,21.5521836280944,27.474743652340003,27.137685012800006,26.90195350646,26.99115486146,27.1341686249
R.Thumb_I_e_y,255.69519348140003,271.92905883779997,272.570825195,272.74309692379995,272.8777770996,273.049591064
R.Thumb_I_e_z,3.962357902526,6.7713158607479995,7.966887950898,8.579663276674001,8.732487678527999,8.8894739151
R.Thumb_I_d_x,0.7905804753304,0.8650970458986,0.8620979189871999,0.8600801229476,0.8617608785628,0.8621391057969999
R.Thumb_I_d_y,-0.342888841498644,-0.4538713932038,-0.46602191329,-0.471450060606,-0.47050589919100005,-0.471342146397
R.Thumb_I_d_z,0.35574581921079995,0.213373324275,0.19898324906819997,0.194915086031,0.1896982699632,0.185883402824
R.Thumb_D_s_x,21.5521836280944,27.474743652340003,27.137685012800006,26.90195350646,26.99115486146,27.1341686249
R.Thumb_D_s_y,255.69519348140003,271.92905883779997,272.570825195,272.74309692379995,272.8777770996,273.049591064
R.Thumb_D_s_z,3.962357902526,6.7713158607479995,7.966887950898,8.579663276674001,8.732487678527999,8.8894739151
R.Thumb_D_e_x,4.04054913521,6.697560691833999,6.361281490326,6.150895500183999,6.193314170838001,6.3100194930999995
R.Thumb_D_e_y,256.7993621826,274.2983520506,275.2310546876,275.58574829099996,275.6298950194,275.752075195
R.Thumb_D_e_z,-3.861562395102001,2.515386176108,3.878922891616001,4.484959697722,4.81792345047,5.08041810989
R.Thumb_D_d_x,0.8205456912518001,0.973559987545,0.9735235691070001,0.9723358750344001,0.9745279431342,0.9757606983179999
R.Thumb_D_d_y,-0.0517382234335,-0.11101837009188001,-0.12465083450079999,-0.1331986069678,-0.1289564549924,-0.126630753279
R.Thumb_D_d_z,0.36660679876819996,0.1994208127262,0.19155049026,0.1918662309646,0.18342539668080002,0.178481563926
R.Index_M_s_x,84.45399017335998,90.7507522583,89.66203918456,89.47483673094,89.49367523192001,89.5154953003
R.Index_M_s_y,218.9525970458,219.3979125978,219.3551605224,219.5612701416,219.629248047,219.659576416
R.Index_M_s_z,13.632361125954,3.33453588486,3.0396039962759995,3.15775961876,3.0480947494520003,2.9558815956099997
R.Index_M_e_x,45.56439514161999,45.983721160900004,44.7687347412,44.596244812020004,44.307107543940006,44.1640739441
R.Index_M_e_y,242.3298034668,243.8556640624,245.0282592774,245.58229064940002,245.48335266099997,245.44801330599998
R.Index_M_e_z,-32.092885017414,-38.4005256653,-37.82520446778,-37.503467559819995,-37.37765731812,-37.3272590637
R.Index_M_d_x,0.5900138169526,0.6791833758354,0.6810991525650001,0.6808759331704,0.6855484008788,0.68804949522
R.Index_M_d_y,-0.35466747880000005,-0.37106097340579997,-0.38949962854380005,-0.3947781205178,-0.39224576354,-0.391249477863
R.Index_M_d_z,0.693720960617,0.6331838369368,0.6199807882309999,0.6168921470642,0.6133196353911999,0.611156046391
R.Index_P_s_x,45.56439514161999,45.983721160900004,44.7687347412,44.596244812020004,44.307107543940006,44.1640739441
R.Index_P_s_y,242.3298034668,243.8556640624,245.0282592774,245.58229064940002,245.48335266099997,245.44801330599998
R.Index_P_s_z,-32.092885017414,-38.4005256653,-37.82520446778,-37.503467559819995,-37.37765731812,-37.3272590637
R.Index_P_e_x,14.544717597965999,8.173454093934001,7.071918010711999,6.807286739348001,6.5478878021260005,6.4218292236300005
R.Index_P_e_y,252.9546875002,253.69315185559998,254.6307586672,254.94143371579997,254.88984375,254.810424805
R.Index_P_e_z,-40.79462280274,-35.86549301148,-33.1847343445,-33.119598388680004,-32.8426300049,-32.563255310100004
R.Index_P_d_x,0.79178539812554,0.9651169776916,0.9622210860252001,0.9645730495452,0.9638139486313999,0.9633806347849999
R.Index_P_d_y,-0.2712029516696,-0.2511044502258,-0.24510630071139997,-0.2388945817946,-0.24010314941399996,-0.238977998495
R.Index_P_d_z,0.22211415264761594,-0.064707370568132,-0.11844920814040001,-0.1118994101882,-0.1157577589154,-0.12160243839000001
R.Index_I_s_x,14.544717597965999,8.173454093934001,7.071918010711999,6.807286739348001,6.5478878021260005,6.4218292236300005
R.Index_I_s_y,252.9546875002,253.69315185559998,254.6307586672,254.94143371579997,254.88984375,254.810424805
R.Index_I_s_z,-40.79462280274,-35.86549301148,-33.1847343445,-33.119598388680004,-32.8426300049,-32.563255310100004
R.Index_I_e_x,7.563720631439686,2.486262321472,2.438614177704,2.03168478012,1.9750771284099997,2.06094813347
R.Index_I_e_y,253.47335205079997,251.5954681396,251.8714294434,252.0639617918,252.1778320314,252.132980347
R.Index_I_e_z,-28.506419754040003,-14.692009925819999,-11.814351844780001,-11.795835495,-11.4531890869,-11.1248350143
R.Index_I_d_x,0.31673228442654,0.25803150832659993,0.21021596789360003,0.2166721105576,0.20747134387479998,0.19785594940200002
R.Index_I_d_y,-0.023532153666080004,0.09517324268834,0.1251925379036,0.13055274486520002,0.12304570525879999,0.121477365494
R.Index_I_d_z,-0.5575235605237999,-0.9606543898582001,-0.9695879817009999,-0.967472755909,-0.9704526305198,-0.9726747870450001
R.Index_D_s_x,7.563720631439686,2.486262321472,2.438614177704,2.03168478012,1.9750771284099997,2.06094813347
R.Index_D_s_y,253.47335205079997,251.5954681396,251.8714294434,252.0639617918,252.1778320314,252.132980347
R.Index_D_s_z,-28.506419754040003,-14.692009925819999,-11.814351844780001,-11.795835495,-11.4531890869,-11.1248350143
R.Index_D_e_x,9.692006587988,7.3465768814059995,8.061773872376001,7.543931198120001,7.621333122254001,7.8556132316600005
R.Index_D_e_y,250.5697357178,247.81510620139997,247.6732727052,247.84691162079997,248.0720214842,248.066131592
R.Index_D_e_z,-19.714673280708002,-0.3940526008603999,2.0958451509480005,2.153022384646,2.4749066352839995,2.75405073166
R.Index_D_d_x,-0.1366024583578,-0.3119556546212,-0.36091828942299997,-0.35379941463479997,-0.3624007344248,-0.371926277876
R.Index_D_d_y,0.18636645004168,0.24263969063740004,0.2694555461406,0.2706682085992,0.26352838873879997,0.261027663946
R.Index_D_d_z,-0.5642917394636,-0.9177036881446,-0.8928155779838001,-0.8952969908714001,-0.8939644217494,-0.890805900097
R.Middle_M_s_x,84.71668930054001,88.02467956544,86.8393157959,86.67686920168,86.64240875241998,86.6423873901
R.Middle_M_s_y,211.12490539560002,209.3958129884,209.45690612779998,209.70010986339997,209.74845275880003,209.771575928
R.Middle_M_s_z,9.88728577121216,-0.4356817334892,-0.9291694521905999,-0.9202012896538001,-0.9445229887962,-1.00317049026
R.Middle_M_e_x,47.89967575074,43.260342407219994,41.88865203858,41.757756805439996,41.4026802063,41.235965728800004
R.Middle_M_e_y,226.5812164308,224.4449645996,225.70641174320002,226.29154052719997,226.17620849620002,226.134872437
R.Middle_M_e_z,-35.04338207244,-41.37922363279999,-41.20888137816,-41.09632720948,-40.82690124512,-40.722602844200004
R.Middle_M_d_x,0.58900561481702,0.7161484241486,0.7191292881965999,0.7186245560646001,0.7237538218500001,0.7264205813410001
R.Middle_M_d_y,-0.24727302789679997,-0.24075920581819998,-0.259962683916,-0.26543288230900003,-0.2628143787384,-0.26178312301600004
R.Middle_M_d_z,0.7188094496726001,0.6550226092338,0.6444025278092,0.6427453398704001,0.6380459070205999,0.635439038277
R.Middle_P_s_x,47.89967575074,43.260342407219994,41.88865203858,41.757756805439996,41.4026802063,41.235965728800004
R.Middle_P_s_y,226.5812164308,224.4449645996,225.70641174320002,226.29154052719997,226.17620849620002,226.134872437
R.Middle_P_s_z,-35.04338207244,-41.37922363279999,-41.20888137816,-41.09632720948,-40.82690124512,-40.722602844200004
R.Middle_P_e_x,11.561031007758,2.2302078247059995,1.22953352928,1.021305549144,0.6909343481064001,0.5316190123560001
R.Middle_P_e_y,233.31349792479995,238.6642364502,240.0807983398,240.487625122,240.4684692384,240.45156860400002
R.Middle_P_e_z,-39.289311218280005,-34.668310546879994,-32.7188354492,-32.67586364748,-32.44955291748,-32.350948333699996
R.Middle_P_d_x,0.8267549872398,0.9334929347038001,0.9250518798830001,0.9268112540243999,0.9262491583824,0.9260808825489999
R.Middle_P_d_y,-0.1531688094138,-0.323508310318,-0.3270374178884,-0.32298080325100004,-0.32516891956320004,-0.325724869967
R.Middle_P_d_z,0.09660083055492,-0.15268265455979999,-0.19316042959700003,-0.1915773302318,-0.1905963897706,-0.190466865897
R.Middle_I_s_x,11.561031007758,2.2302078247059995,1.22953352928,1.021305549144,0.6909343481064001,0.5316190123560001
R.Middle_I_s_y,233.31349792479995,238.6642364502,240.0807983398,240.487625122,240.4684692384,240.45156860400002
R.Middle_I_s_z,-39.289311218280005,-34.668310546879994,-32.7188354492,-32.67586364748,-32.44955291748,-32.350948333699996
R.Middle_I_e_x,6.832685852042,-0.8212204456329999,-1.0028117895132,-1.439455723764,-1.767710971832,-1.87448346615
R.Middle_I_e_y,229.23834838839997,239.8287353514,240.4196044924,240.63153076159998,240.88865051279998,240.963439941
R.Middle_I_e_z,-17.78349113464,-8.951670932777999,-6.887297439576,-6.862577438356,-6.63907260895,-6.5370974540699995
R.Middle_I_d_x,0.1823447704316,0.11767584085472,0.08608857095242001,0.09489725083112,0.09481564760208001,0.0927893817425
R.Middle_I_d_y,0.15715482495722,-0.04490795060992,-0.013065782096220002,-0.005549603421242,-0.01620394736528,-0.019739901647
R.Middle_I_d_z,-0.8293543905020002,-0.9917412281036,-0.9961721420288001,-0.9954682946203999,-0.9953600764276,-0.995490133762
R.Middle_D_s_x,6.832685852042,-0.8212204456329999,-1.0028117895132,-1.439455723764,-1.767710971832,-1.87448346615
R.Middle_D_s_y,229.23834838839997,239.8287353514,240.4196044924,240.63153076159998,240.88865051279998,240.963439941
R.Middle_D_s_z,-17.78349113464,-8.951670932777999,-6.887297439576,-6.862577438356,-6.63907260895,-6.5370974540699995
