,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
R.Thumb_M_e_z,61.18255767824,47.68590545654,43.12956085206,43.9773361206,22.93491821288,12.009164047235998,34.297872924779995,29.050048828119998,14.50571746828,18.40474090576,23.298550796500002,24.8783657074,29.804368972780004,29.2832317352,27.359725189200002,30.455197143539998,29.0106136322,29.391089248639997,30.28310928344,29.718910598759997,23.704640960699997,5.606790280334,-8.703670883184,-11.98197574616,-11.717466354378,-12.14553909302,-7.034142494201999,-1.3552963256839998,-2.9456849575060002,-3.9464956283559998,-4.251959228518,-3.8953550338719998,-3.7246792316460002,-7.419927406308,-10.689260673524,-4.728412294388,-2.1550693035119997,-1.1544139027598,-0.33696450293049995,-0.0052709326148,0.261517186463,0.5225467145442,1.7093887925155997,3.65095796585,4.917816162109999
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,47.376538085940005,61.80346527102,73.36315002444,66.26717529295999,71.85532073974,75.38025207519999,70.75420074463999,75.00391387938001,81.52759857176001,79.4935897827,77.0020111084,76.29356079099999,75.13822631834,76.74542388916,77.56303100584,75.51587677004,75.595652771,76.8075454712,77.14837188722,77.38913421628001,77.30275421142001,83.46146697997999,93.8493347168,102.68936004632,112.00408325180001,107.7225738524,95.8803817749,89.78868865967999,89.81844329834,90.62519378662,92.54120635986,93.67059631347999,94.85871124266001,98.83673706054,101.1886047364,99.63789672850001,96.43758544922,94.95940704346,94.18395843506,93.87254638673998,94.09057006836,94.4005126953,94.95667114257999,95.64444274904001,95.99063491820002
R.Thumb_P_s_y,214.80994567860003,220.367788696,203.5790557862,197.27809753420001,199.30254211439998,202.6697937014,197.00295104979998,202.4812164306,207.6551086426,205.7854461672,202.1255889892,201.6083984374,202.50149841299998,203.8599487302,204.23635253900002,201.7669494628,201.2084503174,201.5121551514,201.41918334959996,200.5031585694,203.6699035644,206.67027587880003,200.2826446532,207.02633667,214.579345703,216.4945739746,212.29816589360001,205.8705596926,206.4643737794,207.24254150379997,207.83790588399998,207.7687713622,207.6442504884,206.12078857420002,207.14560241700002,207.29299316399997,206.849066162,206.72641296400002,206.5248962402,206.3863922118,206.52399597179996,206.5812225344,206.99621887200001,207.9091186522,208.99357605
R.Thumb_P_s_z,61.18255767824,47.68590545654,43.12956085206,43.9773361206,22.93491821288,12.009164047235998,34.297872924779995,29.050048828119998,14.50571746828,18.40474090576,23.298550796500002,24.8783657074,29.804368972780004,29.2832317352,27.359725189200002,30.455197143539998,29.0106136322,29.391089248639997,30.28310928344,29.718910598759997,23.704640960699997,5.606790280334,-8.703670883184,-11.98197574616,-11.717466354378,-12.14553909302,-7.034142494201999,-1.3552963256839998,-2.9456849575060002,-3.9464956283559998,-4.251959228518,-3.8953550338719998,-3.7246792316460002,-7.419927406308,-10.689260673524,-4.728412294388,-2.1550693035119997,-1.1544139027598,-0.33696450293049995,-0.0052709326148,0.261517186463,0.5225467145442,1.7093887925155997,3.65095796585,4.917816162109999
R.Thumb_P_e_x,17.739969444259998,18.63488903046,42.02967758178,38.660941314679995,32.62508049012,31.487650680539996,32.14969787598001,38.48287124634,39.5672668457,37.2929786682,36.26796569826,36.45673370362,35.78234329224,38.31230087278,38.230297088600004,36.81766128538,36.89087295532,38.159561920179996,38.729452514639995,39.063880920399995,36.5914039612,38.5072265625,48.09720916748,58.645565795900005,75.28819732666,77.54858856202,69.03413085937999,63.5915016174,63.258744811999996,63.38463897705999,64.82556762694,65.5320465088,65.1355895996,65.50234527586,66.773928833,68.04511718748,67.23355407714,66.60211029054,65.70308685300002,64.92938079834,64.66029357912,64.82726745606,65.29608612060001,65.79951324464,66.17319488525001
R.Thumb_P_e_y,213.33634033200002,219.6701202394,217.5622192384,206.756518555,205.56277771,206.79216308579998,204.8815399172,213.30324707059998,212.931161499,209.48393249500003,206.790155029,208.38201293959997,208.78998107900003,212.0635406494,211.54169006340004,209.46962585440002,209.4535369874,209.33071899419997,209.18085021960002,210.03772582999994,211.4357360838,214.69888610819999,205.98878784180002,202.24334716799999,208.237561035,213.2323699952,208.647872925,203.3712371828,203.3161743162,202.3490356446,202.3915527344,202.4470245362,202.387625122,201.1769866944,202.2425659178,201.1480895996,201.0163513184,201.5350616454,201.2087310792,200.61982116680002,200.36458435059998,200.1668060304,200.6784423828,201.84468688980002,203.0757369995
R.Thumb_P_e_z,26.51861534116,37.71462478637999,72.92730712892,79.6910812378,45.92261085512,25.84224090578,57.9995124817,55.091310882580004,33.0739528656,36.859009551979995,44.571559906,47.29058761596001,53.1762687683,53.595827484119994,50.48588256836,54.520693206800004,52.888423919679994,53.50112457276,54.7780654907,53.70262069703999,43.84287567137999,10.562815094000001,-7.032376193999999,-0.209622669222,15.376651382439999,22.6520767212,30.404864883419997,36.619442749,34.731296539300004,33.069683074939995,32.332814788819995,32.38356246948,31.26014785764,24.1915210724,19.76685142518,28.41856651306,33.18452682496,34.97282409665999,35.67446365356,35.565499115,35.36335372926,35.45910873414,36.58933258056,38.418375396719995,39.7342834473
R.Thumb_P_d_x,0.6412066221234001,0.9339804410936001,0.6779202222822,0.5972789645194,0.8487720012665999,0.9496452093122001,0.8352337360383999,0.7901567339897999,0.9078393340111999,0.9130379557608,0.8813078165054,0.8618958711622,0.8514903783797999,0.8315258622171999,0.8509894967080001,0.8372612714768,0.8374032735824001,0.8361744999884001,0.8312185406684002,0.8291920065878001,0.880816757679,0.9726144433022,0.9898772478102,0.9529164433482,0.7943723082541999,0.6528339862824001,0.5808362722397999,0.5667933225632,0.5746365189552,0.5893672943114,0.5996460437774,0.6087960124016,0.6430792331696,0.7212114214896,0.7445841312409999,0.6835305213928,0.6318483710288,0.6135287284850001,0.6162023663522,0.6262043476106001,0.6367433309556001,0.6398365616796,0.6417261719703999,0.6457146406173999,0.6451198756695
R.Thumb_P_d_y,0.03188241720202,0.015094522386679998,-0.30253491103659996,-0.2050718516112,-0.13544430881724,-0.0891901642085,-0.17045843601219998,-0.23414173424239998,-0.11415086835628,-0.08001917898653998,-0.10092094987628,-0.1465515896678,-0.1360554501414,-0.1774901032446,-0.15805577039699997,-0.166652455926,-0.178387850523,-0.16915976405180003,-0.1679287582634,-0.2062866210936,-0.16801887601619997,-0.17370423674580002,-0.12345615252866,0.103483122214688,0.13720867782808,0.07057992592454,0.07897648364304,0.0540744818747,0.06811336018146,0.1058742135763,0.11783542782079999,0.1151394873858,0.11373054087180001,0.10696239322427999,0.1060804143546,0.13294901698820003,0.126194612682,0.11231829077020002,0.11501872539520001,0.124763545394,0.1332629054786,0.1387801080944,0.13668923378000003,0.1312079578638,0.128036335111
R.Thumb_P_d_z,0.7499771356582,0.21573519557728,-0.6446938037874,-0.772690296173,-0.4973538160324001,-0.2992876946928,-0.5128005087374,-0.5634197950362,-0.40173597931860006,-0.39927021861080003,-0.46025551557540006,-0.4849031090736,-0.5056663930416,-0.526018989086,-0.5003495812416,-0.5206727981567999,-0.5166120767592,-0.5216364383700001,-0.5299644470216001,-0.5189033091068,-0.435703909397,-0.10722684636728,-0.036159556545322005,-0.25470258593559997,-0.5861990332604,-0.7528692483902001,-0.8100175023080001,-0.8216084003448,-0.8151662230492001,-0.8008693218230001,-0.7915356159212001,-0.7849182128905999,-0.7569196820258,-0.6839344143866001,-0.6589379787445999,-0.7171566247940001,-0.7645953416822,-0.7816365122794,-0.7791308999062,-0.7695969223974,-0.7594512343408001,-0.7558754324916,-0.7546504259108,-0.7522159099579999,-0.7532771229745
R.Thumb_I_s_x,17.739969444259998,18.63488903046,42.02967758178,38.660941314679995,32.62508049012,31.487650680539996,32.14969787598001,38.48287124634,39.5672668457,37.2929786682,36.26796569826,36.45673370362,35.78234329224,38.31230087278,38.230297088600004,36.81766128538,36.89087295532,38.159561920179996,38.729452514639995,39.063880920399995,36.5914039612,38.5072265625,48.09720916748,58.645565795900005,75.28819732666,77.54858856202,69.03413085937999,63.5915016174,63.258744811999996,63.38463897705999,64.82556762694,65.5320465088,65.1355895996,65.50234527586,66.773928833,68.04511718748,67.23355407714,66.60211029054,65.70308685300002,64.92938079834,64.66029357912,64.82726745606,65.29608612060001,65.79951324464,66.17319488525001
R.Thumb_I_s_y,213.33634033200002,219.6701202394,217.5622192384,206.756518555,205.56277771,206.79216308579998,204.8815399172,213.30324707059998,212.931161499,209.48393249500003,206.790155029,208.38201293959997,208.78998107900003,212.0635406494,211.54169006340004,209.46962585440002,209.4535369874,209.33071899419997,209.18085021960002,210.03772582999994,211.4357360838,214.69888610819999,205.98878784180002,202.24334716799999,208.237561035,213.2323699952,208.647872925,203.3712371828,203.3161743162,202.3490356446,202.3915527344,202.4470245362,202.387625122,201.1769866944,202.2425659178,201.1480895996,201.0163513184,201.5350616454,201.2087310792,200.61982116680002,200.36458435059998,200.1668060304,200.6784423828,201.84468688980002,203.0757369995
R.Thumb_I_s_z,26.51861534116,37.71462478637999,72.92730712892,79.6910812378,45.92261085512,25.84224090578,57.9995124817,55.091310882580004,33.0739528656,36.859009551979995,44.571559906,47.29058761596001,53.1762687683,53.595827484119994,50.48588256836,54.520693206800004,52.888423919679994,53.50112457276,54.7780654907,53.70262069703999,43.84287567137999,10.562815094000001,-7.032376193999999,-0.209622669222,15.376651382439999,22.6520767212,30.404864883419997,36.619442749,34.731296539300004,33.069683074939995,32.332814788819995,32.38356246948,31.26014785764,24.1915210724,19.76685142518,28.41856651306,33.18452682496,34.97282409665999,35.67446365356,35.565499115,35.36335372926,35.45910873414,36.58933258056,38.418375396719995,39.7342834473
R.Thumb_I_e_x,6.1988513708170006,-6.8121348381,19.877023983007998,19.097707939159996,5.633885192872,1.8581925392139997,5.398705863952,12.747153472920001,10.89548339844,8.593952751158,8.395341873168,8.921877670289998,8.615279579164,11.499535179139999,10.985435867300001,9.986196708687999,10.001361465452002,11.3517173767,12.0844881058,12.280601310719998,8.283336257938,7.306024265297999,16.89075489044,31.724221801739997,51.45115127562,57.20344238284,51.227201843260005,46.27424621582,45.863073730480004,45.79132080078,46.88705062864,47.20009460452,45.65069732666001,43.50617218018,43.998316955579995,47.258119201659994,48.219831085219994,48.04162368776,47.0191520691,45.97821578982,45.46567916872,45.608182525640004,46.066378021240006,46.45133514404,46.828125
R.Thumb_I_e_y,206.10936889660002,207.6589752196,222.9064147948,206.97699279760005,203.142965698,202.4707641602,204.4638458252,214.4964141846,210.48206176760004,206.8688842774,204.6080810548,207.54648742679996,207.60535278339998,212.3891967774,210.96612548840002,208.9368865966,209.56524047880004,209.21140441900002,208.9071868896,211.047338867,211.03612365700002,214.40952453620002,202.81433105500003,187.1072387694,196.697305298,206.91454162600002,202.0543701172,196.91511840799998,195.96123046879998,193.4728698728,192.99365234380002,193.05567016599997,192.74038696300002,191.578125,193.36996765120003,191.2772857666,190.9504852298,192.0423583986,191.7462768556,190.8269439698,190.23098144559998,189.7102905274,190.0471527098,191.2216949464,192.55022430400004
R.Thumb_I_e_z,-1.3370775878431997,28.387838363640004,93.79802398684001,104.37656097418001,61.698474121100006,35.80549049375999,74.4769493103,73.2401664734,46.02379531862,49.73343887328,59.20023651123999,62.69296417236001,69.18974761964,70.24550323486,66.40500030516,71.14325714112,69.42848510742,70.17159881591999,71.70802459718,70.36782531738,57.57957839966,13.628551292409998,-7.177706718444,5.069258069996001,32.16668472288,45.899105834980006,55.61742477418001,62.1986831665,60.013877868639995,57.73306655884001,56.55120544434,56.30830078126,54.134460449200006,44.68851165772,39.74403457641999,50.00779571532,56.283943176280005,58.680276489259995,59.296820068340004,58.83772354128,58.287206268320006,58.21761169434001,59.25760040284,60.989581298820006,62.353885650600006
R.Thumb_I_d_x,0.36557233333579997,0.8060508966446001,0.7016995191576,0.6196779847146,0.8549634456633999,0.9385321259498001,0.8473547935488,0.8151953577996001,0.9081971049308001,0.9090600490570001,0.8828832507132001,0.8721842646599999,0.8605341911318,0.849311518669,0.8629984617233999,0.8499038219452,0.851742553711,0.8491556406022,0.843996345997,0.8483775377274,0.8966761827467999,0.9883180975914001,0.988484442234,0.8527508020401999,0.7550536990166,0.6444455504418,0.5640458941462001,0.5485351681709999,0.5510190486908,0.557279634476,0.5682140111923999,0.580676317215,0.6171964526174,0.6967428922654,0.7214321255684,0.6584415078164001,0.6022718667984,0.587915301323,0.5918255925179999,0.6002903223039999,0.6080017328262,0.6087768912314001,0.6091133356094,0.6128659605979999,0.6127674579619999
R.Thumb_I_d_y,0.22891896404309997,0.3804607629774,-0.16928081959506,-0.006983664026499999,0.07664909698056001,0.1368830874564,0.013230727799232001,-0.03779433220626,0.07757680118082,0.08283333033324,0.06911859549582,0.026465807110071998,0.03752386216074,-0.010315366275612,0.018231376446754,0.016874857060606003,-0.0035382797475879994,0.0037793657858767996,0.008668461721384,-0.031980140972878005,0.012657978758220001,0.0091657114215,0.10055295061324002,0.47944591641439993,0.36554498076440006,0.2001212656498,0.2088534265756,0.20450170338160004,0.23297256231299998,0.2811582446098,0.29768452048320004,0.2974771618844,0.30558245182059995,0.30405009984979997,0.2810452461244,0.3126640439032,0.3188427627086,0.30068746805200003,0.2997292995452,0.310195672512,0.3209883809088,0.3312168598176,0.3367529213428,0.3364901006222,0.333402350545
R.Thumb_I_d_z,0.8823469519616,0.29543197453021997,-0.661093354225,-0.7819284319878,-0.49971060752880003,-0.3155923366546,-0.5219333410264,-0.5748766303062001,-0.41019454598439997,-0.40780580043779996,-0.46337271928800006,-0.4878801703454,-0.5072372317312001,-0.5273891568184,-0.5042482674122,-0.5265303611754,-0.5239170551298,-0.5280479311940001,-0.5362673163414,-0.5278810501100001,-0.43511884808539997,-0.09710915489126999,0.004603437148041999,-0.16721191853276002,-0.531835055351,-0.736364555359,-0.7986239910126,-0.8102388501167999,-0.800841975212,-0.7812284946444,-0.7671330332756,-0.7578313827516,-0.7245585083962001,-0.6492553234102,-0.6327901005748,-0.6838526964188,-0.7316888332366001,-0.7509487509728,-0.7482532739640001,-0.7371626496316,-0.726127755642,-0.7208902120592,-0.7180319190024,-0.7149574518204,-0.7164903283120001
R.Thumb_D_s_x,6.1988513708170006,-6.8121348381,19.877023983007998,19.097707939159996,5.633885192872,1.8581925392139997,5.398705863952,12.747153472920001,10.89548339844,8.593952751158,8.395341873168,8.921877670289998,8.615279579164,11.499535179139999,10.985435867300001,9.986196708687999,10.001361465452002,11.3517173767,12.0844881058,12.280601310719998,8.283336257938,7.306024265297999,16.89075489044,31.724221801739997,51.45115127562,57.20344238284,51.227201843260005,46.27424621582,45.863073730480004,45.79132080078,46.88705062864,47.20009460452,45.65069732666001,43.50617218018,43.998316955579995,47.258119201659994,48.219831085219994,48.04162368776,47.0191520691,45.97821578982,45.46567916872,45.608182525640004,46.066378021240006,46.45133514404,46.828125
R.Thumb_D_s_y,206.10936889660002,207.6589752196,222.9064147948,206.97699279760005,203.142965698,202.4707641602,204.4638458252,214.4964141846,210.48206176760004,206.8688842774,204.6080810548,207.54648742679996,207.60535278339998,212.3891967774,210.96612548840002,208.9368865966,209.56524047880004,209.21140441900002,208.9071868896,211.047338867,211.03612365700002,214.40952453620002,202.81433105500003,187.1072387694,196.697305298,206.91454162600002,202.0543701172,196.91511840799998,195.96123046879998,193.4728698728,192.99365234380002,193.05567016599997,192.74038696300002,191.578125,193.36996765120003,191.2772857666,190.9504852298,192.0423583986,191.7462768556,190.8269439698,190.23098144559998,189.7102905274,190.0471527098,191.2216949464,192.55022430400004
R.Thumb_D_s_z,-1.3370775878431997,28.387838363640004,93.79802398684001,104.37656097418001,61.698474121100006,35.80549049375999,74.4769493103,73.2401664734,46.02379531862,49.73343887328,59.20023651123999,62.69296417236001,69.18974761964,70.24550323486,66.40500030516,71.14325714112,69.42848510742,70.17159881591999,71.70802459718,70.36782531738,57.57957839966,13.628551292409998,-7.177706718444,5.069258069996001,32.16668472288,45.899105834980006,55.61742477418001,62.1986831665,60.013877868639995,57.73306655884001,56.55120544434,56.30830078126,54.134460449200006,44.68851165772,39.74403457641999,50.00779571532,56.283943176280005,58.680276489259995,59.296820068340004,58.83772354128,58.287206268320006,58.21761169434001,59.25760040284,60.989581298820006,62.353885650600006
R.Thumb_D_e_x,4.7590558052183995,-19.183623981478,4.716253375994,6.245217943188001,-11.53836908342,-16.640688705440002,-11.7630074501,-4.2494647026039996,-7.659542751314001,-9.589904022210002,-9.250299453732,-8.690314674378001,-8.361574554444001,-6.196554946899999,-7.094918441772,-7.629908657074,-7.820438766482001,-6.3789421081520015,-5.373059654236,-5.427592563628,-10.316671180714,-13.260553550733999,-3.0093197941786003,17.706326580046,38.09827194212001,44.6616897583,40.72367095948,36.130239868160004,35.83794174196,35.87056274412,36.71688537598,36.671141052260005,34.24773101806,30.359122848480002,30.533218765280004,34.99388656618,37.149136352519996,37.17527313232,36.065461730959996,34.87732925418,34.29148559572,34.50862884522,34.994908905020004,35.3016921997,35.6862716675
R.Thumb_D_e_y,197.8226043704,193.03883056620003,219.5297271728,198.99348144519996,194.6794433592,193.47575683600002,196.75580139160002,208.00012512200001,203.39817810079998,198.78417663579998,196.2269287112,199.5222106932,198.4043243408,205.80519409180002,205.2574279784,202.4956756592,203.837463379,203.3115661622,202.33193664540002,204.97277832039998,204.33486938480002,208.2984100344,194.9398590086,170.84081726059998,182.2320404054,196.1644561768,191.15812988279998,185.9578186036,184.4804595948,181.2208740236,180.39168701199998,180.40546264619996,180.02388916,179.09936523439998,180.954498291,178.50180969220003,178.1704345704,179.5154663084,179.181982422,178.1340606688,177.3587310792,176.5941284178,176.81413269019998,177.9849792482,179.327133179
R.Thumb_D_e_z,-20.84509334564,21.376670885082,107.941696167,119.8279403686,71.64353332518,42.596193695059995,85.08860244752,84.96121215818,54.6586341858,58.29348220824001,68.55814666748,72.42360992432,79.00856170654001,80.827885437,76.8752304077,81.99073028564001,80.34161224364,81.14057922364,82.73438110352001,81.27282104492,66.30729446408,15.269950151455998,-8.339913558958,6.4595828533159985,40.76009559632,59.88178253174,71.11816406250001,77.89211883544002,75.40843658445999,72.60000305176001,70.94983978272,70.40416107178001,67.45553436278001,56.556947326679996,51.32444839477999,62.478082275400006,69.8339126587,72.62965698240001,73.14365844726,72.44817962648001,71.6667755127,71.42185516356001,72.36848144532,74.03038940428,75.4151802063
R.Thumb_D_d_x,0.06644187346094599,0.5709038853644,0.6996201753618001,0.593100631237,0.7924436092378,0.853663146496,0.7919572353364,0.7843386769292,0.8562541007994001,0.8391258239748,0.8142889857291999,0.8127453327177999,0.7834266066551999,0.8166170716287999,0.8343494772910001,0.8129259586333999,0.8224180817604001,0.8182123184204,0.8056090831756,0.8171755552291999,0.8583298444749999,0.9490806579592,0.9183236718178002,0.6468802571298,0.6161920070650001,0.578761100769,0.4847037732602,0.46811286211020003,0.46262724995599996,0.4578107714654,0.46932007074320004,0.4858769714832,0.5262097537518,0.6066936373712,0.6213704824449999,0.5659544467926,0.5108765482904001,0.5014467597006,0.5054772019388001,0.5122697949407999,0.5156527042388,0.5122081995009999,0.5109122872356,0.514519751072,0.514160364866
R.Thumb_D_d_y,0.3824071794746,0.6746719837188,0.1558231189847,0.3684130907058,0.3905640006066,0.4150903105736,0.3557011842728,0.2997826158998,0.32689818739880006,0.3730829417708,0.3867629408834,0.3702942430974,0.4245975494384,0.30383032560359996,0.26343780756,0.297240924835,0.2643182754518,0.27225835919399993,0.30342641472820003,0.28032121658340003,0.3092410862446,0.28200805783280003,0.3633812338114,0.7506424307821999,0.6675249934196001,0.496081483364,0.5028260290624,0.5056437015531999,0.5298002541064,0.5653898239135999,0.5815397381783999,0.5837659358978,0.5868249535560001,0.5758542299270001,0.5729335427282001,0.5895466566086001,0.5897578001024,0.5780753374098,0.5798013448716001,0.58573526144,0.5940124988556,0.6052681088449999,0.61066082716,0.6108313560486,0.6102027595045
R.Thumb_D_d_z,0.9002313494681999,0.32354251295324,-0.6526843786237999,-0.713030934334,-0.4589321136474,-0.313368844986,-0.4896932780744,-0.5408881664276,-0.3984697282314001,-0.3950181365014,-0.43183714151380004,-0.4490376174452,-0.45310633778580006,-0.48834255933739995,-0.48316703438759995,-0.5005755841732,-0.5036053001882,-0.5061828136446002,-0.508830499649,-0.5032301008702001,-0.40275570750240003,-0.07574521563938001,0.053632061928499994,-0.06415896527462199,-0.3965579867362,-0.6452550768852,-0.715308690071,-0.724200952053,-0.7104088544845999,-0.6860608577728,-0.6644501686096,-0.6504781365396,-0.6147241711616,-0.5476897716522,-0.5343984484672,-0.5754631638527999,-0.6252870321274,-0.6437185645104001,-0.6389865875244001,-0.6280782580374,-0.6174236059188001,-0.6093327760696,-0.6050245165824,-0.6017908692357999,-0.602736353874
R.Index_M_s_x,57.151083374020004,65.38296356200001,58.965729522720004,48.84926834104,60.426988220220004,67.30068969724002,59.54236145018001,63.137690734859994,72.5400588989,70.20236816406,66.97457122802,66.23984680174001,64.99544677733999,66.41827545168,67.47820434574001,65.03426055908,65.24074096678001,66.32668457032,66.28975219725999,66.2349472046,67.20870819092,79.53597869874,92.62067871094001,96.00522003174001,97.81043701173999,90.77628936768001,78.47921447754,72.42742004394,72.59880981446,73.70587310792,75.79419708252001,77.01548461912,78.48710327148,83.62672424313999,86.35433502198,83.69624633789999,79.95731964112,78.39385375975999,77.62816314698,77.32798156738001,77.69304962158,78.1511581421,78.81786041258,79.62405548094,80.03373718264999
R.Index_M_s_y,231.6377471924,225.0969909666,201.58639526360002,196.7809478762,197.77530517600002,199.521081543,194.84949645979995,200.74207458520002,204.890512085,202.8201660156,199.89870910660002,199.69115600599997,200.56185607919997,202.3872741698,202.1664550782,199.56443176240003,198.90664978040002,199.2463500976,199.2819763184,198.69162292480001,202.92551269540002,206.7849212646,202.50701904299999,208.5553619386,214.9664123536,215.53598632820004,209.2844085694,202.7053405764,203.1164733886,203.6414459228,204.7383789062,205.22757568359998,205.922781372,205.22285461419997,205.9282165528,206.072491455,204.79130859379998,204.6923156738,204.6403656004,204.5719757078,204.60682067879998,204.59880371100002,205.0001464844,205.96021118139998,207.0393066405
R.Index_M_s_z,52.00209121706,27.453450393679997,27.39578781128,30.701079559340002,4.4087397575419995,-8.1450813531836,15.620525741574,10.697506645311602,-5.32238869667,-1.2542089879504,3.9068595886219994,5.4652554512039995,10.442785739908,9.974865627294001,7.977884483338,11.30040607454,9.799678611758,10.244089126584,11.32977199554,10.903734779368,4.250528097154,-15.821673202507998,-30.4927116394,-32.636187362680005,-28.36635589598,-26.03703079224,-20.059077072140003,-14.40214881896,-16.13267230988,-17.45513038634,-18.093996047980003,-17.961718749999996,-18.2315841675,-23.2116054535,-26.817353057860004,-19.7540874481,-16.50319976806,-15.408070564259997,-14.622514343239999,-14.31292610168,-14.200674438459998,-14.097633361820002,-13.030793952939998,-11.22418365478,-10.024820327765
R.Index_M_e_x,21.426162338239997,5.901218855382202,-0.2573815345781999,-4.412388467788,-3.8651715278619996,-0.35463989973079996,-5.86813993454,-1.5951441884051998,5.302959156036,3.120356345177,0.3979797840102,-0.2823234468696,-1.489685463906,0.16234236359659998,1.006857919694,-1.2083787322054,-1.0773651182650001,0.10341101586819998,0.358118703961,0.6113763153554,0.7691064462058,12.31628952028,26.05338974,28.741109466539996,36.68533172606,35.76046447754,26.335980224599997,20.4534500122,20.49897079468,21.22047843934,22.5069343567,23.04748497008,23.03543319702,24.5011001587,26.610165786739998,26.66779899596,25.04266777038,23.81445579528,22.99321708678,22.648955154419998,22.63270034792,22.734884643539996,23.090474700900003,23.647187042260004,23.97756004335
R.Index_M_e_y,244.8703857422,225.7816009522,211.5894073486,209.82333068839998,209.1943206788,202.25864257819998,197.8402343752,206.8631286622,208.31157226559998,205.60558471680002,202.376486206,203.7621917724,203.65076904300003,207.93133544920002,207.17390747079997,203.1424713134,203.4104492186,203.53322753920003,202.65935668920002,203.0628234862,206.53018188479996,211.33025817900003,206.08824462880003,203.7128509522,207.35192871099997,208.6497253418,198.03438415520003,190.386956787,189.850668335,188.75817871119997,189.60656738280002,190.369329834,192.8031066894,196.68641052239997,196.82301025419997,194.79752502440002,190.92972412120002,190.20447692880003,189.90120849600004,189.71867370599998,190.014248657,190.0562805178,190.6678009032,191.3142791748,192.050163269
R.Index_M_e_z,-3.5302499771100004,-2.8718183487649998,56.478988647479994,70.86774215697999,22.286870241182,-0.8150579601552007,33.705992507939996,30.732840156560002,4.98989200592,10.162592029577999,17.94222431184,19.42204437258,24.828568649300003,24.75749702452,21.89931373598,26.75849151612,24.686444473279998,25.597171401959997,28.116157531739997,28.6313682556,18.513215255751998,-21.3798659235094,-44.29237823486,-29.787652778620004,0.24155651927139984,13.481452751155999,22.27326850892,27.82839050294,25.66840324402,23.33734397888,21.55055160524,20.85806884766,19.035312271120002,9.499606513994,4.6059799194340005,15.706505775439998,21.34185447694,22.69067382812,23.299307632439998,23.500983047480002,23.15755462648,22.75161361694,23.4290901184,24.725555038459998,25.659331321699998
R.Index_M_d_x,0.5244409978388,0.8731906414032,0.869393849373,0.7818798542021999,0.9438073992730001,0.9931787133218,0.9602245807647998,0.9502765178678001,0.9870390295982,0.9847623467443999,0.9773427963256001,0.9765439152718001,0.9760001420973999,0.9726355671882001,0.9757977843286001,0.9724404096602,0.9735482454302001,0.972156071663,0.9678748488426001,0.9633524656296,0.9753317832945999,0.9867834091186,0.9772062063216002,0.9874355793001998,0.8973151206968,0.8076310634616,0.7654614210128,0.7629766106608,0.764824438095,0.7704843521118001,0.7822557210919999,0.7922489881516,0.8140292048455999,0.8679627776146,0.8770430326464,0.8371762871742,0.8061457753182,0.8012243032455999,0.802039706707,0.8026868224143999,0.8082846760747999,0.813509631157,0.8180767297746,0.8217391610148,0.8229033350945001
R.Index_M_d_y,-0.19425481036321995,-0.010050058132038,-0.1468439787626,-0.19146187305440002,-0.16763087362040002,-0.04018733352424,-0.04390396066010001,-0.08985693305720001,-0.05022108331321999,-0.040889879688620005,-0.036373707745234005,-0.05976271145044,-0.045345167070640006,-0.08138669058678,-0.07350928336386,-0.05252553746104001,-0.06611567139624,-0.0629312597215,-0.0495798662305,-0.0641691222787,-0.0529164576903,-0.06672543697066,-0.05257230550052,0.071087949396938,0.11178044080732001,0.10109015554195999,0.1651500910522,0.18083357512940001,0.194741716981,0.2184860110284,0.22213462889180002,0.21811870634539998,0.1925965100528,0.12531479597099998,0.13366421759140001,0.1655162483452,0.20348772704620002,0.2126811414958,0.21637047231220002,0.21804612576959997,0.214218622446,0.2134839057922,0.2103985011578,0.2150019466876,0.2200402617455
