,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
L.Ring_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.hand.palm_position_x,28.296175765980003,2.3749794334172,0.4736104667195999,9.73250446319,14.59161567688,18.07761230468,18.77317619324,13.40447444916,16.155712127679998,15.658023071280002,16.464994812,17.301897811880004,29.49387817384,38.52116394044,41.44944763182,46.42765808106,46.977288055420004,43.68867874146,41.20531539916,38.51360855102,36.425053405780005,36.092629241960005,36.295940399200006
R.hand.palm_position_y,223.1054260254,205.93556213380003,206.43647460940002,210.71328430199998,209.75213012699996,208.20880737300004,207.41223144539998,202.2924896242,205.494293213,201.6938629152,201.2450073242,205.35487670899997,202.1785705564,205.0357635496,204.99402160640003,204.53922729500002,206.19870910659998,206.29990539559998,207.3148406982,205.60935974140003,205.2015441894,205.58948669440002,205.3385849
R.hand.palm_position_z,-15.561880493179999,5.943706536292,23.94346809388,15.41668548584,24.063587570200003,8.694575214392,2.2973696947114,18.92844276428,1.0380842685679998,7.00300572962322,7.897160100948,-16.24931011201,-28.684274292000005,-6.820180717117401,0.02202365994620008,-1.9568148374560004,-0.4407827802003199,0.64494938105476,2.3648292303079996,3.351267051696,5.016321468354,6.0979360580440005,6.340247869495
R.pitch,-6.698346960424002,-69.32194779394,-113.04573144214001,-108.72459991920002,-120.1917117598,-122.33799491280001,-125.19744817799999,-136.131217861,-141.60926459780003,-147.29243284620003,-147.4116906824,-129.81919682080002,-126.48823646700001,-144.80920006499997,-147.9380879038,-146.5964611504,-148.45651839240003,-153.8435897404,-161.6008460412,-162.004037577,-160.78997143759997,-160.4916014502,-160.73728199200002
R.roll,-20.17964780156,5.9956118831,22.2599545706,25.618883866239997,32.74904580708,38.446913305639995,38.13247666426,46.55090211462,45.20715800236,51.29316193336001,51.14057345646,40.477135150660004,42.75205672182,48.888416223060005,52.86172718887999,56.660925019420006,59.00324963016,59.521902782919994,57.71853406248,57.48842976778,57.522382638559996,57.420936569679995,57.3928644919
R.yaw,-60.26920130194001,-84.62105193594,-95.69025744162,-95.79542732965999,-99.76552810669999,-101.5168405396,-101.49680076436,-108.6685568502,-109.00898167860001,-115.94719856740001,-120.41871446559999,-107.47598395080001,-107.15960821840001,-118.5890420032,-124.6907546866,-127.25980196539999,-129.8802341238,-133.3551420818,-137.09862674180002,-138.123002133,-137.7237365902,-137.6152540604,-137.5855837185
R.Arm direction_x,-0.8589303612708001,-0.9428464174270001,-0.9414447069166,-0.8662782430648001,-0.8449477672578001,-0.829676949978,-0.8332768440248,-0.8842744231224,-0.8640127182008002,-0.8795157194136,-0.8633982300758,-0.8068654656412001,-0.8194967389106,-0.8224933862688001,-0.809226679802,-0.8169048786162,-0.8461557388306,-0.8747590780258001,-0.8898157119747999,-0.8966529250145999,-0.9018408536912,-0.9079226613044,-0.909412264824
R.Arm direction_y,0.41180267930020004,0.2415689736604,0.23051753938199998,0.3593972980976,0.4159825563432,0.41192915439620004,0.391382074356,0.3529202222826,0.34210757017119997,0.31703187823300005,0.3377079427242,0.37224962711340004,0.3716618537903999,0.3867486834524,0.37666072845459997,0.31972776651400003,0.2579804867504,0.20557044148459996,0.2067008018496,0.21312009692180003,0.20772023498999997,0.19558331072319998,0.189705505967
R.Arm direction_z,-0.2889118254184,-0.2260016947984,-0.2424464851618,-0.34436869025219996,-0.33585026264219997,-0.37534786462800007,-0.38830959200880005,-0.3055009424686,-0.3690013945104,-0.35430556535720004,-0.37279046177860004,-0.45851477384579997,-0.4357659578322,-0.4170033454894,-0.450418162346,-0.479640316963,-0.46586617827420007,-0.438497775793,-0.40668198466320005,-0.3880488693712,-0.37882913947100005,-0.37069287896159997,-0.370109438896
R.wrist position_x,89.0645355224,68.08232574464,65.24530792234,73.94276123046,78.20022583007999,81.18958587646,82.16668701172,74.44899444580001,77.40066223144001,73.8132522583,71.86079101563999,77.69748077394,89.67737579348,94.62110137936,94.23404998778001,97.52435302734,96.65066375734,91.55917358396,86.96273803711999,83.47131042480001,81.56659851074,81.26164245606,81.50506973265
R.wrist position_y,218.58834533680002,214.1703094482,213.9769561768,219.83524475100003,217.48138732899997,216.82425537120002,214.3638366698,211.137991333,211.93064880379998,209.42826538079998,211.5883666992,217.1171997072,215.7996795654,215.6226440428,216.7821563718,218.90918579099997,220.8623138428,218.6757385252,214.8680633546,213.0492645264,213.59229736340004,214.34844665539998,213.96009826649998
R.wrist position_z,9.210742473603997,6.7973872184696,14.09267005918,6.69955444336,11.706900596612,-4.6124326467420005,-10.840617990478,-1.7927012503144006,-19.494849395739998,-19.69620132448,-22.356478881820003,-34.43202133176,-46.593314361560004,-35.089994812,-32.54325752258,-35.641322326680005,-36.1343322754,-38.19928359986,-40.06543807984,-39.95081176756,-38.022054290780005,-36.92480773924,-36.69155693055
R.elbow position_x,294.63679809580003,291.195288086,287.9273315428,278.81525268539997,278.01836547839997,277.3933044434,279.220678711,283.56259765619996,281.72265625,281.8013549804,276.0374084472,268.5052246094,283.4721557616,289.1245300292,285.60017700200007,290.70621337880004,296.74977417,298.4224060058,297.38656616200007,295.5120056152,294.8341308592,295.96740722640004,296.563095093
R.elbow position_y,119.5782424928,157.00403137220002,159.4527069092,134.83893585200002,119.10743103019999,119.4104019166,121.8094802858,127.67926330559999,131.0289428712,134.45648803720002,131.727105713,129.0875213626,127.9089996336,124.16422576919999,127.70933532720001,143.2998901368,159.8550231932,170.0623931886,165.9874053954,162.6505737304,164.47056579579998,168.09685974159999,169.09848785399998
R.elbow position_z,78.28117370608,60.278425598140004,71.43874969482,88.14166564944,91.13074035646,84.15058441161999,80.98716278076,70.452293396,67.76670989990001,64.09007110594,65.80110092164,73.99766387940001,56.456723022480006,63.52305526734,73.97173614502,77.78413391112,74.03381042482,65.49677429200001,56.10681381226,51.8150756836,51.563549041739996,50.736730957060004,50.83200836185
R.Thumb_M_s_x,62.044413757339996,46.180603027340005,47.4808555603,55.3514289856,60.57059249878,63.27408676146,64.65975112916,58.92503051758,62.85409545899999,61.268069458,61.181088256840006,62.689564514180006,73.66334381104,83.53053283692,84.89320220948,87.9485534668,87.55902252198,84.17268676756001,82.25711059572,79.27192382812001,77.12513427732,76.80601196289999,77.07163238525001
R.Thumb_M_s_y,231.89637451160002,230.79967651360002,230.67612915019998,237.55865173340004,237.1211853028,237.2058532716,235.30029296880002,230.8995086672,232.06377868660002,228.95790100099998,229.2916870118,234.04379882819998,232.72183227540003,233.20057678220002,234.02636108399997,235.6046936034,237.418496704,235.442764282,232.3172882078,230.41228637700002,230.6624267576,231.18304748519995,230.786338806
R.Thumb_M_s_z,22.583333396924,24.46758728026,33.5888145447,24.95912132262,29.590348052960003,12.1929834932072,5.3303836524416,16.76207695008,-1.7490502178658,-1.1092584729208002,-2.3649693615731,-15.566395950318,-27.697341918939998,-15.245697212220003,-12.81937904358,-16.323362350460002,-16.99617538452,-19.41089515686,-21.83282775878,-21.54382591248,-19.302848434459996,-18.060204315180002,-17.866870880100002
R.Thumb_M_e_x,62.044413757339996,46.180603027340005,47.4808555603,55.3514289856,60.57059249878,63.27408676146,64.65975112916,58.92503051758,62.85409545899999,61.268069458,61.181088256840006,62.689564514180006,73.66334381104,83.53053283692,84.89320220948,87.9485534668,87.55902252198,84.17268676756001,82.25711059572,79.27192382812001,77.12513427732,76.80601196289999,77.07163238525001
R.Thumb_M_e_y,231.89637451160002,230.79967651360002,230.67612915019998,237.55865173340004,237.1211853028,237.2058532716,235.30029296880002,230.8995086672,232.06377868660002,228.95790100099998,229.2916870118,234.04379882819998,232.72183227540003,233.20057678220002,234.02636108399997,235.6046936034,237.418496704,235.442764282,232.3172882078,230.41228637700002,230.6624267576,231.18304748519995,230.786338806
R.Thumb_M_e_z,22.583333396924,24.46758728026,33.5888145447,24.95912132262,29.590348052960003,12.1929834932072,5.3303836524416,16.76207695008,-1.7490502178658,-1.1092584729208002,-2.3649693615731,-15.566395950318,-27.697341918939998,-15.245697212220003,-12.81937904358,-16.323362350460002,-16.99617538452,-19.41089515686,-21.83282775878,-21.54382591248,-19.302848434459996,-18.060204315180002,-17.866870880100002
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,62.044413757339996,46.180603027340005,47.4808555603,55.3514289856,60.57059249878,63.27408676146,64.65975112916,58.92503051758,62.85409545899999,61.268069458,61.181088256840006,62.689564514180006,73.66334381104,83.53053283692,84.89320220948,87.9485534668,87.55902252198,84.17268676756001,82.25711059572,79.27192382812001,77.12513427732,76.80601196289999,77.07163238525001
R.Thumb_P_s_y,231.89637451160002,230.79967651360002,230.67612915019998,237.55865173340004,237.1211853028,237.2058532716,235.30029296880002,230.8995086672,232.06377868660002,228.95790100099998,229.2916870118,234.04379882819998,232.72183227540003,233.20057678220002,234.02636108399997,235.6046936034,237.418496704,235.442764282,232.3172882078,230.41228637700002,230.6624267576,231.18304748519995,230.786338806
R.Thumb_P_s_z,22.583333396924,24.46758728026,33.5888145447,24.95912132262,29.590348052960003,12.1929834932072,5.3303836524416,16.76207695008,-1.7490502178658,-1.1092584729208002,-2.3649693615731,-15.566395950318,-27.697341918939998,-15.245697212220003,-12.81937904358,-16.323362350460002,-16.99617538452,-19.41089515686,-21.83282775878,-21.54382591248,-19.302848434459996,-18.060204315180002,-17.866870880100002
R.Thumb_P_e_x,22.40718746184,5.89945063591,12.170828723906002,21.225035095200003,27.467585372919995,30.33222465516,30.57448883056,29.495692062379998,32.52225112916,33.694210052479995,36.429740142840004,31.86957511904,42.666331481940006,58.785659027120005,64.4502182007,68.70045776366,69.24846801758,67.78039703367999,68.04067687988001,65.66837921144,63.09993438720001,62.71935882566,62.989698410049996
R.Thumb_P_e_y,217.6176055908,221.111654663,225.7891143798,228.3291107178,229.4517272952,229.3188537598,230.4393585204,223.5946929932,226.88798828140003,223.32651977519998,219.5302612304,220.35173034660002,219.4822265624,219.63014526359993,219.2666107178,221.50541076659997,225.2398986816,225.24185485840002,225.1911224366,224.46714172359998,225.28230896,225.682241821,225.22103118899997
R.Thumb_P_e_z,15.332278585452002,37.493297958380005,58.77111053468,50.60749206541999,57.07512588502,39.79860076906,32.204349517820006,48.236302185060005,29.293862915040002,32.255320358300004,32.22854843140001,12.0999236583628,0.011273908613999595,18.062155342100002,22.89326286316,20.30246696474,20.78555336,19.777698516839997,18.89003067016,19.57769355772,21.755809402480004,22.961486053479998,23.14783000945
R.Thumb_P_d_x,0.8966104149818002,0.9207174897194002,0.8074523925782001,0.7805027961727999,0.757133424282,0.7534597158431999,0.77961602211,0.6731244564058,0.693767440319,0.6306852936743998,0.5661272287368,0.7049327611923999,0.7089818000794,0.565979194641,0.46758386492719994,0.440253651142,0.4188096702098,0.3749340176584,0.3251665592194,0.3111481845376,0.32079254388800005,0.322198146582,0.32209019362900004
R.Thumb_P_d_y,0.3238238722088,0.2214259952306,0.11175428032860002,0.21108911931500002,0.17541624009600001,0.1803946077822,0.11118183434017999,0.1670798748732,0.11838366389264002,0.1288042157886,0.22326900064939997,0.3131729543206,0.30282401442539997,0.3103908181192,0.33759363293659994,0.32248700857160006,0.2785559952258,0.2333211481572,0.1629938185216,0.1359808027746,0.1230571895838,0.1258176356556,0.127292953432
R.Thumb_P_d_z,0.15865339152512,-0.29775114059420005,-0.5758613646028,-0.5866021394727999,-0.6286332011219999,-0.6314068555832,-0.6146754980088,-0.7198962450028,-0.710031414032,-0.7631340026855999,-0.7912430405615999,-0.6328001856802,-0.6337676763532,-0.7618366360666,-0.8168403983118001,-0.8377273321148,-0.8641657233238,-0.8963443517683999,-0.9314369440076,-0.9405552983284,-0.93911755085,-0.938271999359,-0.9381120800975
R.Thumb_I_s_x,22.40718746184,5.89945063591,12.170828723906002,21.225035095200003,27.467585372919995,30.33222465516,30.57448883056,29.495692062379998,32.52225112916,33.694210052479995,36.429740142840004,31.86957511904,42.666331481940006,58.785659027120005,64.4502182007,68.70045776366,69.24846801758,67.78039703367999,68.04067687988001,65.66837921144,63.09993438720001,62.71935882566,62.989698410049996
R.Thumb_I_s_y,217.6176055908,221.111654663,225.7891143798,228.3291107178,229.4517272952,229.3188537598,230.4393585204,223.5946929932,226.88798828140003,223.32651977519998,219.5302612304,220.35173034660002,219.4822265624,219.63014526359993,219.2666107178,221.50541076659997,225.2398986816,225.24185485840002,225.1911224366,224.46714172359998,225.28230896,225.682241821,225.22103118899997
R.Thumb_I_s_z,15.332278585452002,37.493297958380005,58.77111053468,50.60749206541999,57.07512588502,39.79860076906,32.204349517820006,48.236302185060005,29.293862915040002,32.255320358300004,32.22854843140001,12.0999236583628,0.011273908613999595,18.062155342100002,22.89326286316,20.30246696474,20.78555336,19.777698516839997,18.89003067016,19.57769355772,21.755809402480004,22.961486053479998,23.14783000945
R.Thumb_I_e_x,4.53931379319,-17.68223247528,-9.988534450533999,0.8004007339489998,7.95453386307,10.85665664672,9.756114768984,11.928903198239999,14.048591804500001,17.0270778656,21.621430969240002,14.00047092438,24.67602787018,44.506450653079995,52.71859283448,57.574003601079994,58.47090377805999,57.95985794068,59.210591125460006,57.159024047820004,54.3535385132,53.928795623780005,54.19047927855
R.Thumb_I_e_y,199.6677520754,209.72243652339998,219.10263061519998,216.88251953120002,217.8810028076,218.642642212,222.8488006594,213.6141357422,218.58218994140003,214.4633514404,208.0185272216,205.92141723619997,205.64502258279998,204.73335571260003,203.77084960940002,207.43612976059998,213.06354064939995,214.3771453858,215.3851043702,214.6536254884,215.6579742432,216.12876892079998,215.7767486575
R.Thumb_I_e_z,6.21585917845246,44.53052101134001,74.02966461182,65.42842712402,73.05691375734001,56.385559082040004,48.87227859496001,67.26120529174,48.26699066162001,52.559862518340005,52.59342803958,27.6043455124,15.91226539614,36.589250564580006,42.70822906496,41.473216247559996,43.2771270752,43.341506958000004,43.311966705319996,44.1110801697,46.28089447021999,47.49852523804,47.72402763365
