,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
L.Ring_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.hand.palm_position_x,27.703018569919998,22.720740890499997,20.22062072756,18.141898345959998,17.6084739685,19.880760192860002,20.262548828139998,20.33714103698,22.9967403412,22.43127670288,23.842123413079996,25.81073074342,25.82962913512,24.96989097596,23.16617736816,23.519610214240004,25.379924011219998,24.6709285736,24.7646976471,24.781030273440003,25.793690490720003,26.708665847780004,26.031755447400002,25.688685894025
R.hand.palm_position_y,276.5827087404,260.7335571288,261.8992492678,268.93988037099996,268.696508789,265.93847656240007,274.8204040526,271.34851684579996,265.1094421386,265.37285766599996,259.4694519044,254.4144958496,252.0542663574,255.17650451659998,259.31282959,259.5518005370001,262.3194519044,263.989215088,261.638824463,260.8818664552,259.8213134764,260.47745361320005,259.37777099600004,258.6105041505
R.hand.palm_position_z,-23.855846539137804,-72.86518020630001,-66.3643737793,-46.25746002198,-70.15715866086,-84.67531585694,-66.87956619261999,-78.00568542482,-87.14514617917999,-85.32238464354,-98.31769561777999,-113.04379882819998,-115.6087081908,-92.96680297854,-74.15711517333999,-87.36745605467999,-91.89498748777999,-87.39864044190001,-89.26884918213999,-85.9596343994,-84.70531158445999,-84.25584869386002,-84.45496368408,-84.85347175597501
R.pitch,29.771940312182004,26.596098508239997,18.93564613824,19.707836257420002,20.77260777846,18.20020243716,19.241922069459996,18.498331318680002,16.192320092099997,15.777220463079999,13.567473411540002,12.46664566298,12.2178886337,12.32971197984,13.60909146216,13.905862672820001,14.063076212359999,14.108547001999998,13.36708727028,13.68023146904,13.7139427219,13.866935545979999,13.661778859039998,13.264628796625
R.roll,-7.34635507369624,-10.210237319788002,-12.218773997,-10.835708314482,-11.3868207464,-11.719647501539999,-13.19085763008,-14.000551635439999,-13.594704180780003,-14.48818838654,-14.927530235519999,-15.238020393519998,-14.211910988,-13.583270614740002,-15.21665265872,-16.493817281440002,-17.47208718766,-17.776097886640002,-16.696674926660002,-17.02223179914,-17.02614276552,-16.63333175158,-16.1172546047,-16.585696901825
R.yaw,-6.25451210625,0.8997832517482001,0.9645076298513999,-0.7030803967557999,0.48530373988739994,2.238858726858,1.46137000296,1.553029990098,2.750823672922,1.971286212412,2.6719959038420003,3.831554272628,4.420907525388,2.788991197338,1.1742685900613998,2.130886924442,3.5729797854619996,2.466026893948,2.2607332617080003,1.882738699826,1.485065487602,1.6937278118720003,1.43675782154,1.3656104828725
R.Arm direction_x,-0.5179012238982,-0.5470616579056,-0.5377314090728,-0.5048278212548,-0.49479840993900004,-0.477828103304,-0.453458070755,-0.45838885307320004,-0.45975489616379994,-0.4520291686056,-0.450429326296,-0.4417469859123999,-0.43490164876000004,-0.416512364149,-0.40626768469819996,-0.4251678168772,-0.4301581084728,-0.43211125731459993,-0.4302848637106,-0.4315842866898,-0.4269102156161999,-0.4203757345678,-0.42447867393519995,-0.42763654887674996
R.Arm direction_y,0.6146971464155999,0.44299402236959995,0.4528856337072001,0.557881772518,0.5531480669972001,0.5130321383476,0.566994333267,0.5450957775116,0.5021823704244,0.5157286643984,0.48851923346520004,0.45814096927639997,0.44933199882499997,0.5130437374116,0.5824837207794,0.5444615602491999,0.5183104276656,0.5186368346214001,0.5110215067864,0.5195304751394001,0.5265581011771999,0.534420120716,0.5332541465759999,0.5297788083555
R.Arm direction_z,-0.5811905264853999,-0.7094550848008,-0.7103246927262,-0.6582849025728,-0.6695997953413999,-0.7129260182382,-0.6875492215156,-0.7015274643898,-0.7323932647706,-0.7277845025062,-0.7472329974176,-0.7712297797202,-0.780295574665,-0.7498787283896,-0.7039547562602,-0.7227460503576,-0.7391301631926,-0.7377619147299999,-0.7441150546074001,-0.7374319911002,-0.7351676821709999,-0.733264553547,-0.7317482948303999,-0.7324341386555
R.wrist position_x,46.19096298216,34.928687286359995,32.383749389639995,31.52899475098,29.748936462400003,30.132682037339997,31.08919181824,31.146680450440005,32.60510864258,32.76521224974,33.45713729858,34.15745391846001,33.46598358154,34.055892944339995,33.85771713257999,33.48010406494001,33.96832580568,34.398262786880004,34.64040374754,35.063936615,36.426911163300005,37.053648376459996,36.6620552063,36.438873291
R.wrist position_y,244.32550964339998,232.13601684560004,240.2656677248,245.70125732440002,244.36656494159996,244.4541290284,251.6151397704,249.00727539080003,245.5028656006,245.9596099852,242.4769226074,238.79352417,236.90271911640002,239.35904235819999,241.29247131359998,241.44737243640003,244.1697265624,245.7888763426,244.40988159199998,243.2165161132,242.06452636720002,242.53044433579998,241.7188507082,241.3246154785
R.wrist position_z,32.282628822312,-11.347029097617328,-2.0271210193719993,17.161326980600002,-6.865529477594199,-20.000916290279996,-2.92517976239244,-13.725741148010002,-21.771366119379998,-20.01072006226,-32.23253250122,-46.4234817505,-48.792863464339995,-26.57338809968,-8.643008327488001,-21.68619995116,-25.982952499379998,-21.644030380239997,-23.283288574200004,-20.155046463,-18.98410606382,-18.551622390759995,-18.72819633484,-19.047361850725
R.elbow position_x,172.9457885742,169.01759643559998,164.1857482908,155.2660797122,151.02774047819997,147.2519317626,142.2351654052,143.50122985859997,145.2944854738,143.56095581059998,143.8607452392,142.432952881,140.0636413574,136.1461975098,133.43697204580002,137.691921997,139.403305054,140.311972046,140.10645141599997,140.8484832766,141.06581115720002,140.0908935546,140.70496215819998,141.25580215475
R.elbow position_y,93.96055297836,123.5548614502,129.2600021364,108.96024932859999,108.78582153320001,118.7061065674,112.6405746458,115.40021362300001,122.41420135520002,119.55064544679999,122.7371932984,126.49973754880003,126.7680770872,113.60817565919999,98.52134094236001,107.99575805660001,117.12795867940001,118.66709747320002,119.15467376720001,115.87570190440002,113.0011825562,111.54006195080001,111.01426086440001,111.47186088575
R.elbow position_z,174.5782958984,162.545730591,172.0787872314,178.5118927002,157.2584014894,154.74260253900002,165.59829406740002,158.2238983154,157.743713379,158.37471923840002,150.919882202,142.610723877,142.4634338376,157.22751159659998,163.90158691399998,155.4642822264,155.1833984374,159.18695373539998,159.1048950196,160.5950653074,161.2110046388,161.1770233152,160.6288024904,160.47774124149998
R.Thumb_M_s_x,13.893634033198001,2.3192790865904,-0.3585961699484,-0.9556051492694001,-2.52520956993,-1.7768007516859998,-0.7692449092863999,-0.8003222048287201,0.8184018850328002,0.8986891984936001,1.6711721777908004,2.6189762592320003,2.141546630858,2.7120508194,2.299677824974,1.8062571764000002,2.414508628844,2.6620827198040002,2.9304370403299997,3.2776971340160004,4.637699460982,5.373204040528,4.923787689208,4.63702571392
R.Thumb_M_s_y,247.46117858879998,235.0768371582,243.23506164539998,249.0060028078,248.1383880614,247.89175109860003,256.2429138182,253.6787506106,249.45050048840002,250.28830871559998,246.5436706542,242.66488647479997,240.23621826160002,242.9150787356,246.3192779542,246.79195251479996,249.86604919419997,251.494515991,249.43586120620003,248.4746551512,247.35214233380003,247.7597137452,246.654055786,246.39079666125002
R.Thumb_M_s_z,19.666091728215996,-27.89351768492,-18.002171325681996,2.2050514459606,-22.379771423338003,-36.54716377258001,-18.67724266052,-29.515967941279996,-38.41918258668,-36.130624389640005,-48.7970108032,-63.69570693968001,-66.51208038328,-43.31418647766,-24.086119461040003,-37.60329589842,-42.61185531616,-37.6913139343,-39.4119163513,-36.010079193100005,-34.62198638916,-34.311409759520004,-34.416313934339996,-34.664712905925
R.Thumb_M_e_x,13.893634033198001,2.3192790865904,-0.3585961699484,-0.9556051492694001,-2.52520956993,-1.7768007516859998,-0.7692449092863999,-0.8003222048287201,0.8184018850328002,0.8986891984936001,1.6711721777908004,2.6189762592320003,2.141546630858,2.7120508194,2.299677824974,1.8062571764000002,2.414508628844,2.6620827198040002,2.9304370403299997,3.2776971340160004,4.637699460982,5.373204040528,4.923787689208,4.63702571392
R.Thumb_M_e_y,247.46117858879998,235.0768371582,243.23506164539998,249.0060028078,248.1383880614,247.89175109860003,256.2429138182,253.6787506106,249.45050048840002,250.28830871559998,246.5436706542,242.66488647479997,240.23621826160002,242.9150787356,246.3192779542,246.79195251479996,249.86604919419997,251.494515991,249.43586120620003,248.4746551512,247.35214233380003,247.7597137452,246.654055786,246.39079666125002
R.Thumb_M_e_z,19.666091728215996,-27.89351768492,-18.002171325681996,2.2050514459606,-22.379771423338003,-36.54716377258001,-18.67724266052,-29.515967941279996,-38.41918258668,-36.130624389640005,-48.7970108032,-63.69570693968001,-66.51208038328,-43.31418647766,-24.086119461040003,-37.60329589842,-42.61185531616,-37.6913139343,-39.4119163513,-36.010079193100005,-34.62198638916,-34.311409759520004,-34.416313934339996,-34.664712905925
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,13.893634033198001,2.3192790865904,-0.3585961699484,-0.9556051492694001,-2.52520956993,-1.7768007516859998,-0.7692449092863999,-0.8003222048287201,0.8184018850328002,0.8986891984936001,1.6711721777908004,2.6189762592320003,2.141546630858,2.7120508194,2.299677824974,1.8062571764000002,2.414508628844,2.6620827198040002,2.9304370403299997,3.2776971340160004,4.637699460982,5.373204040528,4.923787689208,4.63702571392
R.Thumb_P_s_y,247.46117858879998,235.0768371582,243.23506164539998,249.0060028078,248.1383880614,247.89175109860003,256.2429138182,253.6787506106,249.45050048840002,250.28830871559998,246.5436706542,242.66488647479997,240.23621826160002,242.9150787356,246.3192779542,246.79195251479996,249.86604919419997,251.494515991,249.43586120620003,248.4746551512,247.35214233380003,247.7597137452,246.654055786,246.39079666125002
R.Thumb_P_s_z,19.666091728215996,-27.89351768492,-18.002171325681996,2.2050514459606,-22.379771423338003,-36.54716377258001,-18.67724266052,-29.515967941279996,-38.41918258668,-36.130624389640005,-48.7970108032,-63.69570693968001,-66.51208038328,-43.31418647766,-24.086119461040003,-37.60329589842,-42.61185531616,-37.6913139343,-39.4119163513,-36.010079193100005,-34.62198638916,-34.311409759520004,-34.416313934339996,-34.664712905925
R.Thumb_P_e_x,-5.6425148010260004,-9.124216461181998,-9.865760040278001,-11.17042312624,-12.735915565480001,-10.49784603118,-10.282229232799999,-10.977025985717999,-8.483512878418,-9.138345909118001,-8.03922071457,-5.850446128846,-5.486257743834001,-6.113384437560001,-8.14459848404,-8.389425945284,-6.749495124818,-6.881482410432,-6.812371826172,-6.867744827272,-5.621454524996,-4.855126953126,-5.695950603486001,-6.255650639532501
R.Thumb_P_e_y,253.07328491200002,239.97177734360002,241.7758209228,247.47873535159997,248.27403869640003,245.9498962404,254.931060791,252.0340454102,245.68633117679997,246.1770874024,241.03760070779998,236.2106170654,233.2265930176,235.6148529052,240.15292358419998,241.44179077159998,244.4935760498,245.5410064698,242.8431335448,242.16913757319998,241.07549133319998,241.86339111319998,240.681454468,240.18448638899997
R.Thumb_P_e_z,-18.568861198460002,-71.35155334471999,-62.28089904784,-41.91548309328,-66.523538208,-80.97167968747999,-62.96194000242,-73.63576889038,-82.60870056152001,-80.12646484376,-92.7128753662,-107.7378143312,-110.6266921998,-87.1525604248,-67.7451370239,-81.4266921997,-86.66410064696001,-81.58782653808001,-83.1732910156,-79.72219848633999,-78.31215057372,-78.0616607666,-78.06226959227999,-78.21148872372501
R.Thumb_P_d_x,0.4323191821578001,0.25252954959859997,0.20979950726039998,0.2254156678916,0.22532493472099996,0.1924518167972,0.20992794334880002,0.22457458376880002,0.20527015924460001,0.2214924424888,0.21428426206099999,0.18689912855639998,0.1683266997336,0.1947554528714,0.23047924637800002,0.2249934107066,0.2022268086674,0.2106027930972,0.21499960422540002,0.2238847166298,0.2263940572738,0.22571386396880003,0.2343512475492,0.24037432298075
R.Thumb_P_d_y,-0.12340285181999999,-0.10801918171330001,0.032201819866876,0.03370300084352,-0.0029934728809227996,0.04285191521048,0.02894933894274,0.036294560506960005,0.08306586742402,0.0907244458794,0.12150529325019999,0.1424297004938,0.154685023427,0.1610978633162,0.1360761269924,0.11806478351360002,0.11855714023120001,0.13137917071580002,0.1454851359128,0.1391471207144,0.13851010203359998,0.1301171958448,0.1318004786966,0.13695785775775002
R.Thumb_P_d_z,0.8446819782256,0.9590110063556001,0.9771216154100001,0.9736306786533999,0.9741433382032,0.9803387641906001,0.9772533416750001,0.9736144423486002,0.9751528978347999,0.970878970623,0.9691141009331998,0.971899974346,0.9734999537466,0.9674040913584001,0.9634460926056001,0.9670735239980001,0.972123646736,0.9686870455741999,0.9657049059866001,0.9646179318429999,0.96413346529,0.9654593944547999,0.9631578326226,0.9609692245722499
