,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
L.Ring_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.hand.palm_position_x,38.05362548828,38.53607177733999,36.2829071045,37.45850219728,36.68920822143999,35.5386894226,37.54945983888,35.66737213134,35.19018936156,36.283240509020004,35.13513641357999,34.14608306884,35.314173126200004,35.94046401976,33.96501083374001,32.47608642576,32.980348968520005,34.03095397948,34.79938278198,34.07622680664,33.7350273132
R.hand.palm_position_y,305.8858886718,299.1920837402,299.674572754,293.5263549804,296.6355895996,293.8096252444,287.1257507324,290.283520508,288.14214477539997,290.4809387208,290.6100830078,284.2798095704,286.6885620116,284.967755127,285.5181762694,284.17815551760003,283.6717468262,283.7236328124,281.8637268066,281.82622680659995,281.738952637
R.hand.palm_position_z,18.652946305262,5.346476829055801,17.927769279498,-3.9634349346180002,3.996043634414,5.671058750152,6.177859091758,17.38463745118,14.693967819220001,15.831907653799998,14.040795326227999,7.706327152258,11.6728219986,8.054235363007999,10.838801383969999,6.420853614804,6.971162223815999,6.082276630402,3.3334472656260004,3.0316660881040005,2.36367368698
R.pitch,32.5812027855,27.18469006684,23.602334011019998,21.88316922968,21.72414466546,21.02496346366,18.69959718834,18.94539076922,18.28118081938,19.560011154519998,17.56686357672,15.8564404131,16.620067182539998,15.46025187058,16.24293828312,15.875216944879998,15.393796519719999,14.96363427436,14.776818353099998,14.96966908808,15.1770168997
R.roll,-14.9215977039,-9.544582784942,-10.298434529038,-8.560823967876,-11.77680594028,-11.35420249458,-9.282572627217998,-10.193172262708,-9.255361324002,-12.06933235904,-10.27002794272,-8.511022155226,-9.508157727192,-8.872261814641998,-9.980464289274,-9.226678115004,-9.754862626106,-10.40329791234,-9.981227904436,-10.580982382840002,-10.8683234927
R.yaw,-5.0368057537199995,-2.552132400432,-5.2006177683459995,-2.0822589331785997,-2.036075423958,-3.862087096874,-3.931308162088,-6.176987942824,-6.466561500028,-5.662486691360001,-6.218294024574,-6.215111156384,-6.885586951066,-6.413474024839999,-7.269849300144,-7.329329490958,-7.142375343740001,-7.1772518268439995,-6.726683110434,-7.012708896588,-7.150149038260001
R.Arm direction_x,-0.4540384590624,-0.45654925107919997,-0.4643615245818,-0.46806436777120003,-0.45941854119299996,-0.4779873967168,-0.4774986684322,-0.48264718651759997,-0.49444979429259994,-0.4658721983432,-0.4719097673894,-0.4865148961542,-0.4747304022312,-0.4691639244558,-0.4712117314336,-0.48376227021220003,-0.47483385801320005,-0.46285311579699995,-0.4579532206058,-0.4577590525152,-0.460974931717
R.Arm direction_y,0.7593603849413999,0.741074550152,0.7774075746538,0.7462090492249999,0.762329137325,0.7508813858032,0.7512252330778,0.7694985389710001,0.7570797920226001,0.7846670508386,0.7792187809946,0.756139922142,0.7697000980376,0.7647733926774,0.7684253931046001,0.7511052370072,0.7599024176597999,0.7689099431038001,0.7659855365754,0.764121568203,0.7592135667800001
R.Arm direction_z,-0.46279209256180004,-0.49142982959759995,-0.42410667538639996,-0.473147839308,-0.455669569969,-0.4556036889554,-0.4554729640484,-0.4181860625746,-0.42699445486060006,-0.40869443416580004,-0.41196134686479996,-0.4376247942448,-0.4268217265603999,-0.4415832042694,-0.43296965956680006,-0.4491639316082,-0.44383839964859995,-0.4410418331625999,-0.4511579811572,-0.4544942915438,-0.459452778101
R.wrist position_x,54.739379119860004,53.197069549540004,53.755306243899994,51.94290008544,51.203770446780005,52.0217262268,54.10361709594,54.5391204834,54.45393981933999,54.533959197979996,54.01891555786,53.158299255379994,54.87816696166,54.99059524537999,53.90065841674,52.567285919179994,52.85192871094,53.864370727559994,54.11056365968,53.6798034668,53.5032081604
R.wrist position_y,268.22933349619996,266.7356323242,270.1614624024,265.99599609380004,268.67468872079996,266.82579345700003,262.61174316380004,265.3285766598,264.11415405279996,264.48543090839996,266.855078125,262.70103149420004,264.1339355468,263.6668395996,263.33460083,262.6748779298,262.4452575686,262.7332580564,261.129486084,260.8821594236,260.63494873
R.wrist position_z,74.38674316408,64.88289337158,77.92537231448,57.764550018319994,65.50475387574,67.12642059326,68.50816345214,78.81219635007999,76.37414398194001,77.0144607544,75.82103424074,70.26198425294001,73.72055511476,70.67581024168001,72.91414794922,68.73139343263999,69.40013885497999,68.56624145508,66.07523498536,65.64779968261999,64.9133377075
R.elbow position_x,167.0518829344,166.31756286619998,168.8114715576,167.9165252686,165.035192871,170.45401000980002,172.414804077,174.12597045899997,176.96515808099997,169.96442565939998,170.945327759,173.7034667968,172.5034576414,171.2366607666,170.6541137696,172.4304229734,170.5028503418,168.5467895508,167.5789245606,167.10005188,167.72026062
R.elbow position_y,80.36791229247999,83.11750030517999,77.5410003662,81.10567474364,79.79025726318,80.77779388428,76.47856140136,74.66776275636,76.53036956785999,70.06627044678001,73.78584136962,75.35010986329999,73.42318115233999,74.1767791748,72.93967590332,76.57141571046,74.16209106446,72.21828002929999,71.33909301758,71.55360107423999,72.5224685669
R.elbow position_z,188.83992004380002,186.6458465576,183.007476807,174.99772338879998,178.407284546,180.0126220702,181.36198120120002,182.42732849119997,182.1717620852,178.2778320312,177.8938598634,178.6935119628,179.4753784178,180.0881256102,180.1922607422,180.0220062256,179.3712249756,177.84441528320002,177.85991821279998,178.2591278074,178.753234863
R.Thumb_M_s_x,22.084054565419997,20.80705184936,20.8459186554,19.44482650756,18.49358139038,18.95702323916,21.164163208,21.24078865054,21.0886592865,21.30569915772,20.78563156128,19.92203445434,21.63161697386,21.88967361452,20.62403640748,19.2362571716,19.55854949948,20.6246543884,21.001417922959998,20.51091117858,20.2788105011
R.Thumb_M_s_y,275.5305114746,272.08538208,275.5271789548,270.65390014620004,274.87256469720006,272.3533081054,267.0841003418,270.1364196778,268.2764160156,270.40817260739993,271.7316101074,266.3877868652,268.384185791,267.5429077148,267.6904235838,266.43902587900004,266.557055664,267.2170471192,265.41279296880003,265.3805908204,265.18963623
R.Thumb_M_s_z,63.257217407220004,51.48891525268,66.48239669798,44.313278198259994,52.72218475342,55.10733337403999,56.26344680784,68.0327178955,65.54562988282001,66.35086059567999,65.18877792357999,59.2513961792,63.21994705198,59.807212829600005,62.64191741942001,58.27999954221999,58.99382858276,58.30407485962,55.471920013420004,55.23278808594,54.5603218079
R.Thumb_M_e_x,22.084054565419997,20.80705184936,20.8459186554,19.44482650756,18.49358139038,18.95702323916,21.164163208,21.24078865054,21.0886592865,21.30569915772,20.78563156128,19.92203445434,21.63161697386,21.88967361452,20.62403640748,19.2362571716,19.55854949948,20.6246543884,21.001417922959998,20.51091117858,20.2788105011
R.Thumb_M_e_y,275.5305114746,272.08538208,275.5271789548,270.65390014620004,274.87256469720006,272.3533081054,267.0841003418,270.1364196778,268.2764160156,270.40817260739993,271.7316101074,266.3877868652,268.384185791,267.5429077148,267.6904235838,266.43902587900004,266.557055664,267.2170471192,265.41279296880003,265.3805908204,265.18963623
R.Thumb_M_e_z,63.257217407220004,51.48891525268,66.48239669798,44.313278198259994,52.72218475342,55.10733337403999,56.26344680784,68.0327178955,65.54562988282001,66.35086059567999,65.18877792357999,59.2513961792,63.21994705198,59.807212829600005,62.64191741942001,58.27999954221999,58.99382858276,58.30407485962,55.471920013420004,55.23278808594,54.5603218079
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,22.084054565419997,20.80705184936,20.8459186554,19.44482650756,18.49358139038,18.95702323916,21.164163208,21.24078865054,21.0886592865,21.30569915772,20.78563156128,19.92203445434,21.63161697386,21.88967361452,20.62403640748,19.2362571716,19.55854949948,20.6246543884,21.001417922959998,20.51091117858,20.2788105011
R.Thumb_P_s_y,275.5305114746,272.08538208,275.5271789548,270.65390014620004,274.87256469720006,272.3533081054,267.0841003418,270.1364196778,268.2764160156,270.40817260739993,271.7316101074,266.3877868652,268.384185791,267.5429077148,267.6904235838,266.43902587900004,266.557055664,267.2170471192,265.41279296880003,265.3805908204,265.18963623
R.Thumb_P_s_z,63.257217407220004,51.48891525268,66.48239669798,44.313278198259994,52.72218475342,55.10733337403999,56.26344680784,68.0327178955,65.54562988282001,66.35086059567999,65.18877792357999,59.2513961792,63.21994705198,59.807212829600005,62.64191741942001,58.27999954221999,58.99382858276,58.30407485962,55.471920013420004,55.23278808594,54.5603218079
R.Thumb_P_e_x,7.693769431117,11.980752944939999,10.350568580634,11.208846092208,9.530126571657998,7.963030433654,10.412769889816001,9.016731643674001,8.065591239929999,7.815838050842001,7.38695116043,7.152531147004001,8.388918113708,9.145098686218,7.238617801666001,5.6039686203,5.5670991897599995,6.536467075348,7.4130312919599985,6.595403289796001,6.2121334075900005
R.Thumb_P_e_y,282.0539428712,273.7022766112,274.459411621,268.443383789,272.8334716798,269.6346618652,261.8984741212,265.4455261228,263.1636657716,266.982196045,266.45393066400004,259.32019653320003,262.0610595702,260.46867675759995,261.305822754,259.7078613282,259.53031005860004,259.9678222656,257.941418457,258.2095947264,258.32101440400004
R.Thumb_P_e_z,21.3564663887,6.575778210157219,21.90851593016,-0.6825296282776,7.854852771768,10.725350761425998,12.042112445842,24.13858032226,21.92753562926,22.70961227418,21.717285156240003,15.831165122980002,19.82626152038,16.380228042600002,19.301730728160003,15.0693008423,15.94509735108,15.32399101258,12.36828956604,12.18263092042,11.509825706500001
R.Thumb_P_d_x,0.3151661783456,0.19267929494380004,0.2291149020196,0.1797925561668,0.19567341804520003,0.2400003552436,0.2347043722868,0.26685281395899996,0.28429530262940006,0.2944854974748,0.29249500632299996,0.27875998020180004,0.28908993005760003,0.27821577191360003,0.2922054827214,0.2975946962832,0.30543524622920004,0.30754702091200004,0.29663633108140003,0.3037774264812,0.307077467442
R.Thumb_P_d_y,-0.14289672225729996,-0.035297025740148,0.02330950424074,0.048255869001140005,0.0445136733353,0.059348416328419994,0.11320292353636001,0.1024028405546,0.1116120159626,0.0747895345092,0.11521245688194,0.1542864531278,0.1380347043276,0.1544314056636,0.13937668800359998,0.146942231059,0.153394803405,0.1582515507936,0.163101118803,0.156543815136,0.14994294941400002
R.Thumb_P_d_z,0.9158681392670001,0.9804598331450001,0.9730538129806,0.9822645545004001,0.9794598460195999,0.9688646912576001,0.9653577327728,0.9582149863244,0.9521888017651999,0.9526943922042002,0.9489885449408,0.9478695154188002,0.9472900509834,0.9480169177054,0.9461220741272,0.9432953953742,0.9397596001623999,0.9382609963418,0.9409581303593999,0.939790761471,0.9397981762890001
R.Thumb_I_s_x,7.693769431117,11.980752944939999,10.350568580634,11.208846092208,9.530126571657998,7.963030433654,10.412769889816001,9.016731643674001,8.065591239929999,7.815838050842001,7.38695116043,7.152531147004001,8.388918113708,9.145098686218,7.238617801666001,5.6039686203,5.5670991897599995,6.536467075348,7.4130312919599985,6.595403289796001,6.2121334075900005
R.Thumb_I_s_y,282.0539428712,273.7022766112,274.459411621,268.443383789,272.8334716798,269.6346618652,261.8984741212,265.4455261228,263.1636657716,266.982196045,266.45393066400004,259.32019653320003,262.0610595702,260.46867675759995,261.305822754,259.7078613282,259.53031005860004,259.9678222656,257.941418457,258.2095947264,258.32101440400004
R.Thumb_I_s_z,21.3564663887,6.575778210157219,21.90851593016,-0.6825296282776,7.854852771768,10.725350761425998,12.042112445842,24.13858032226,21.92753562926,22.70961227418,21.717285156240003,15.831165122980002,19.82626152038,16.380228042600002,19.301730728160003,15.0693008423,15.94509735108,15.32399101258,12.36828956604,12.18263092042,11.509825706500001
R.Thumb_I_e_x,5.940607833848,15.4331396103,13.643832588179999,16.10026874544,13.947680854800002,11.247146606440001,13.80083808896,11.35987472536,9.830493354800002,9.01886577606,8.347276687622001,8.287952518462001,9.234461593628,10.37195301056,8.161819076537999,6.4353660583500005,6.093453979492001,7.0844847679119995,8.281589412688,7.172779750826,6.72803163528
R.Thumb_I_e_y,283.0948974608,271.10279541,269.7105285644,262.9510437012,266.86500244120003,263.38119506839996,254.51026306159997,258.3059814454,255.92836914059998,260.3527282714,259.05883178700003,251.166516113,254.23759765640003,252.18285522440002,253.27616882299998,251.56024169920002,251.10672607420003,251.24206237799999,249.1375915528,249.51770629900003,249.749023438
R.Thumb_I_e_z,-7.915694093712,-23.016807079308,-7.4399330139219995,-29.67022323608,-21.11804542542,-18.3415496826,-16.74367980956,-4.814266538619999,-7.043679141999999,-6.435123825074001,-7.246838474268,-12.92710876464,-9.033723449708,-12.3367761612,-9.499160957344,-13.70119667052,-12.752984428420001,-13.28272743226,-16.207341766360003,-16.434707641579998,-17.1448631287
R.Thumb_I_d_x,0.054980161413619985,-0.11541112065313999,-0.1100917518138,-0.1635171949864,-0.1476760715246,-0.1097859442234,-0.11326099187140001,-0.07832980453968,-0.058999570459140005,-0.0402164630592,-0.032103079184900005,-0.037956418842079995,-0.028265985101480002,-0.04101297184824,-0.030862038582559998,-0.027793093770739997,-0.01759571023286,-0.01831988804042,-0.029035348817720002,-0.019301332160840002,-0.0172461532056
R.Thumb_I_d_y,-0.033208668883818,0.08689902573828,0.15875218510640005,0.18360548615459998,0.19952218830579999,0.2090494722126,0.2469832509758,0.23867051005379997,0.24187143146999998,0.221618950367,0.24721350967880001,0.2725723922252,0.26153340339680003,0.27698982358,0.2684262812138,0.2723698019982,0.2815951168536,0.2916966855528,0.29430636763580004,0.2905643582342,0.28655624389600004
R.Thumb_I_d_z,0.9717039465903999,0.9892615437508001,0.9811002492903999,0.9690404295922,0.9685458421708001,0.971688246727,0.9622909545898001,0.9678755283358,0.9684895277024002,0.9742902398109999,0.9682524561884,0.961370909214,0.9647710800172,0.9599914789199999,0.9627957224843999,0.9617796540260001,0.9593588113784,0.9563047051429999,0.9552653074265999,0.9566596031186,0.957908213139
R.Thumb_D_s_x,5.940607833848,15.4331396103,13.643832588179999,16.10026874544,13.947680854800002,11.247146606440001,13.80083808896,11.35987472536,9.830493354800002,9.01886577606,8.347276687622001,8.287952518462001,9.234461593628,10.37195301056,8.161819076537999,6.4353660583500005,6.093453979492001,7.0844847679119995,8.281589412688,7.172779750826,6.72803163528
R.Thumb_D_s_y,283.0948974608,271.10279541,269.7105285644,262.9510437012,266.86500244120003,263.38119506839996,254.51026306159997,258.3059814454,255.92836914059998,260.3527282714,259.05883178700003,251.166516113,254.23759765640003,252.18285522440002,253.27616882299998,251.56024169920002,251.10672607420003,251.24206237799999,249.1375915528,249.51770629900003,249.749023438
R.Thumb_D_s_z,-7.915694093712,-23.016807079308,-7.4399330139219995,-29.67022323608,-21.11804542542,-18.3415496826,-16.74367980956,-4.814266538619999,-7.043679141999999,-6.435123825074001,-7.246838474268,-12.92710876464,-9.033723449708,-12.3367761612,-9.499160957344,-13.70119667052,-12.752984428420001,-13.28272743226,-16.207341766360003,-16.434707641579998,-17.1448631287
R.Thumb_D_e_x,10.18024845124,23.764927291859998,22.568169784539997,26.12763404846,23.66578063964,20.432114791860005,22.98338088992,19.8987663269,18.099077987679998,16.883535766599998,15.985833358759999,15.81870326996,16.50994186398,17.90956230162,15.53142318726,13.87789478304,13.314812278760002,14.31753139496,15.686101532,14.36395893098,13.9115791321
R.Thumb_D_e_y,281.48225708,267.04631347659995,264.1059265136,256.8914978028,260.1439208982,256.6125671388,247.3877471924,251.265914917,248.9168365478,253.31174621579999,251.79256286599997,243.70614318840003,246.8960601808,244.5893524168,245.7389587402,244.01435852039998,243.32939147940002,243.2064025878,241.1011444092,241.47958984360002,241.736419678
R.Thumb_D_e_z,-27.458211326598,-41.33091659546,-25.059970474260002,-46.52615127562,-37.907938385,-35.412794494639996,-33.67016105652,-22.108824157700003,-24.48115882874,-24.0469745636,-24.865229034420004,-30.511980438219997,-26.77549171448,-29.86194190978,-27.119813537600002,-31.2873905182,-30.330345916759995,-30.73824043276,-33.59105300902,-33.907157897960005,-34.6321754456
R.Thumb_D_d_x,-0.208411949873,-0.4057720243932,-0.4346301317214,-0.48834946751579994,-0.4732877135278001,-0.4473232865331999,-0.4472052097322,-0.4158582866192,-0.40269389152519997,-0.38302257061,-0.3720105111598,-0.36676023006439995,-0.3543281197548,-0.36709415912640003,-0.3589120626452001,-0.362463635206,-0.3516922712326,-0.35226149559,-0.3606121361254,-0.3502224504948,-0.349850773811
R.Thumb_D_d_y,0.0791754677891,0.1975574702024,0.27295348048220003,0.29511002302159994,0.32732791304599995,0.32964348196980003,0.346878451109,0.34286301136020003,0.3414733529088,0.34290759563440004,0.3538794755936,0.3633327126502,0.3575452208518,0.36981626153,0.3670747578146,0.3674971699716,0.3787692487238,0.3913501024248,0.3913884282112,0.39146971702579997,0.390227228403
R.Thumb_D_d_z,0.9441111445424,0.8919278383253999,0.8581252694128001,0.8209118962286001,0.8176958680152001,0.8313981175422,0.8243479728698,0.8422738790509999,0.8492344379424001,0.8577265501024,0.8580451488494001,0.8564128041268001,0.8640539288522,0.8535048365592,0.8581553101539999,0.8564771413804,0.8560469985008,0.8501127958297999,0.8466158270836,0.8509375452995999,0.8516613841060001
R.Index_M_s_x,32.44249763488,30.392818450919997,30.266975784299994,28.924677658100002,28.85010833742,28.916578674320004,30.57769355772,30.52244491576,30.06607818604,31.17877616884,30.090419769299995,28.750603103639996,30.618395233160005,30.78777389526,29.677439498920002,28.06987457276,28.5764980316,29.820770645139998,30.16051254274,29.78575553894,29.6079044342
