,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
L.Ring_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.hand.palm_position_x,25.509336876883204,31.013803482039997,29.00335311892,24.54599990842,16.236252021760002,5.742546319964001,3.764540767668,5.0156847953799994,0.5862292051318001,-2.442907476426,-3.114536380768,-3.74531674385,-3.131733942032,0.8315094590178,6.040344142916,7.764043712615999,5.440568065642,3.072750282286,2.363309955596,1.6304729461639997,1.5142900705339997,1.451523828508,1.137769579889,0.686294078827
R.hand.palm_position_y,217.9285964966,242.05936279300005,242.2314208984,240.9924346924,237.4214141848,233.1723876952,232.48238525419998,234.1260040282,234.88147583,239.09634704600003,244.68132934559998,247.24887390119997,245.50360412599997,243.93618469220002,242.56462097160002,241.9364746096,240.8646575928,239.2444580078,238.59201354980001,237.99769592299998,237.98760681160002,238.19760131840002,237.7739532472,236.821334839
R.hand.palm_position_z,0.9765094757139996,4.74825954437,5.75206413269,7.835567855836001,10.339164352424001,12.4744802475,12.72260532378,14.304609298719999,23.619139099119998,36.848162841779995,47.4792617798,50.2619659424,45.71908950808,39.80798568726,32.70527801514,31.117942047120003,32.19921875,32.375122833259994,32.51860504152,32.777524566660006,32.59586486818,32.64213638305999,32.34963455202,31.9775905609
R.pitch,17.581128426979998,27.27090686272,26.88404972474,27.318855132739998,27.98781103958,27.951989770540003,27.98038935594,28.40198142136,29.02631570182,30.2813400953,32.032376588700004,33.23219563612,32.63372215972,32.05934764004,30.214853667099998,30.24619672256,29.819115917060003,29.961169510039998,30.676250709419996,30.57369131972,30.76173735804,30.76147439578,30.74317768482,30.710453565100003
R.roll,-16.34754809564,-22.39391882896,-21.62513458362,-21.395424732339997,-20.9155079734,-20.68680830712,-20.430794031039998,-20.581616904,-20.58179141534,-20.30637906024,-19.652316039579997,-20.37257588844,-20.98538422452,-22.72428791126,-21.64045025846,-21.06982619572,-20.768468000720002,-21.71605533084,-22.33017779534,-21.6702551553,-21.673355036700002,-21.872029532519996,-21.786419598939997,-21.9315122847
R.yaw,-12.294885015617998,-9.05546217523,-9.248834907420001,-9.866370075988,-11.508797510339999,-14.351749038360001,-15.300779245920001,-14.117907605620001,-14.832678372859998,-17.259046754779998,-19.41823964832,-20.03074813912,-19.367754987519998,-16.73457667134,-14.25832229472,-12.863295072540001,-13.818702627799999,-14.81657278664,-15.0865496771,-15.4754323077,-15.54553293052,-15.537916928020001,-15.695245214740002,-15.8283539919
R.Arm direction_x,-0.4217256724834001,-0.4016165733336,-0.409250175953,-0.429724788666,-0.4582331836224,-0.4948436915874,-0.5080370426176,-0.49633219242099996,-0.5165558576584001,-0.5476338863369999,-0.5609233736992,-0.559067773819,-0.5532004594804001,-0.5477285265922001,-0.5401792407036,-0.5369162678720001,-0.5488390445707999,-0.5582071065904001,-0.5604439258574,-0.5630177855492,-0.5627599835396,-0.5623049736022,-0.5628958344457999,-0.5646465420719999
R.Arm direction_y,0.6535064041613999,0.7182246685026,0.7188369512557999,0.709285581112,0.6923496842382001,0.6614819765092002,0.6446290135382,0.6559944391252,0.6638391375542,0.6661130070688001,0.6751252055168,0.6860565900804001,0.677694606781,0.6576415419577999,0.6381621360776,0.6290384531019999,0.6242785334587999,0.6143328428268,0.6059121012688,0.601028704643,0.600189435482,0.6008318185807999,0.5982930064199999,0.5938266515730001
R.Arm direction_z,-0.6082474589348,-0.5682035326958,-0.5619325160982,-0.5587258338928,-0.5572672843932001,-0.56337621212,-0.5712594151498,-0.5685716867448,-0.5405894994736,-0.5062448203564001,-0.47906056046480006,-0.46558183431640005,-0.484320163727,-0.5171120047568001,-0.5484952569008,-0.5621618628502001,-0.5558974742887999,-0.557662546635,-0.5645929336546001,-0.5672518730164,-0.5683957457542,-0.5681673288346001,-0.5702532649042,-0.573187708855
R.wrist position_x,49.26539611817999,51.78327026366001,50.05407638551999,46.33906707762,39.74980621338,32.198235321060004,31.19058952332,31.213579940799995,27.574707031240003,26.84834251406,27.88162460328,27.558389663679996,27.660113906880003,29.4276210785,32.63374061584,33.07017669678,31.770370483400008,30.381397247299997,29.84030685422,29.471891021740003,29.385811233520002,29.316099929799996,29.14443321228,28.833139419600002
R.wrist position_y,195.0348358154,208.53274536139998,209.14908752440002,207.70981445319998,203.9794921876,200.5259613036,200.1727996826,201.11969299319998,201.312261963,204.79927368159997,209.24201660139997,210.7051696778,209.37177124040005,207.83705444339998,207.99853515620003,207.2998870848,206.8230316162,205.22991333,204.020211792,203.7115875244,203.5599609374,203.73880310060002,203.3966033936,202.526489258
R.wrist position_z,59.33626327516,63.90317535402001,65.03153991699999,66.7580154419,68.54712219238,69.92116851808001,69.94337768554,71.6921585083,80.27875061035999,91.90245361327999,100.84627532962,102.71049804679998,98.77559051504,94.15459442137998,89.0280380249,88.00602264404,88.97198791503999,88.72814788818,88.4860595703,88.74291381834,88.46511993408,88.49629669192,88.18705444337999,87.8032302856
R.elbow position_x,155.9330078126,153.3179199218,153.51861572259998,154.97988891580002,155.59797973660002,157.30208740220002,159.629916382,156.6937500002,158.1677215576,165.2983428956,169.6914031984,168.89905090320002,167.517425537,167.901550293,169.199093628,168.81059875479997,170.5250488282,171.50446472200002,171.5288757324,171.81116943359999,171.6599151614,171.4751708984,171.45288085919998,171.58419799799998
R.elbow position_y,29.7810508728,26.9548561096,27.416404724120003,28.39185676574,28.943184280399997,33.2934677124,37.20098800659999,35.27453308106,33.48384628294,36.395986938460005,38.5603126526,37.25984420776,38.04048309326,41.57547454832,46.661643219,48.2695953369,48.996122741739995,49.9174217224,50.83661422728001,51.76258087158,51.8231391907,51.83957595826,52.139223480220004,52.398273468
R.elbow position_z,213.1834991456,207.55349121119997,207.09644775400002,208.01222839340002,209.43258667,212.35106201179997,214.36626892080002,215.435546875,216.9478302004,219.8886810304,221.95992126480002,220.41651611319998,221.2189361572,224.8882080078,227.6958038332,230.1289062502,229.5111480714,229.71354370120002,231.223562622,232.15263671879998,232.1640289308,232.13746032719996,232.355569458,232.713623047
R.Thumb_M_s_x,16.344564247125998,18.321658325199998,16.49467067718,12.5431388855,5.614475369454,-2.3573945409605743,-3.4963913440699996,-3.3475772380820006,-7.2202098846439995,-8.274488639834,-7.336653900147999,-7.637074375151999,-7.483404827116,-5.686181640626001,-2.3988039016740004,-1.9032882452,-3.3484702587119997,-4.84595413208,-5.399547100068,-5.791805934904,-5.8722738266,-5.937932014464001,-6.11313276291,-6.44067621231
R.Thumb_M_s_y,200.7362274168,217.487652588,217.7686584472,216.022766113,211.6067962644,207.2267578124,206.4095062258,207.7340454104,207.89955139159997,210.8449920656,214.63811950660002,216.3491882326,215.3240722656,214.81171264640003,214.83406066879996,214.04715576200002,213.2398834228,211.7534881592,210.62909545879998,209.91851806639997,209.73620910640003,210.00766601560002,209.57191162119997,208.692092896
R.Thumb_M_s_z,52.46183700562,55.19910583498,56.301542663579994,58.25866851808,60.64431152344,63.17768554687999,63.49245758056001,64.73839416503999,73.82496795654001,86.62267608642,96.3576538086,98.63624572756001,94.50632019042,88.98712921144,82.39997253418,80.50233917236,81.89343566894,82.29090270996001,82.19716644287999,82.44256286622002,82.16857757568,82.2493865967,81.97044067386,81.6576690674
R.Thumb_M_e_x,16.344564247125998,18.321658325199998,16.49467067718,12.5431388855,5.614475369454,-2.3573945409605743,-3.4963913440699996,-3.3475772380820006,-7.2202098846439995,-8.274488639834,-7.336653900147999,-7.637074375151999,-7.483404827116,-5.686181640626001,-2.3988039016740004,-1.9032882452,-3.3484702587119997,-4.84595413208,-5.399547100068,-5.791805934904,-5.8722738266,-5.937932014464001,-6.11313276291,-6.44067621231
R.Thumb_M_e_y,200.7362274168,217.487652588,217.7686584472,216.022766113,211.6067962644,207.2267578124,206.4095062258,207.7340454104,207.89955139159997,210.8449920656,214.63811950660002,216.3491882326,215.3240722656,214.81171264640003,214.83406066879996,214.04715576200002,213.2398834228,211.7534881592,210.62909545879998,209.91851806639997,209.73620910640003,210.00766601560002,209.57191162119997,208.692092896
R.Thumb_M_e_z,52.46183700562,55.19910583498,56.301542663579994,58.25866851808,60.64431152344,63.17768554687999,63.49245758056001,64.73839416503999,73.82496795654001,86.62267608642,96.3576538086,98.63624572756001,94.50632019042,88.98712921144,82.39997253418,80.50233917236,81.89343566894,82.29090270996001,82.19716644287999,82.44256286622002,82.16857757568,82.2493865967,81.97044067386,81.6576690674
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,16.344564247125998,18.321658325199998,16.49467067718,12.5431388855,5.614475369454,-2.3573945409605743,-3.4963913440699996,-3.3475772380820006,-7.2202098846439995,-8.274488639834,-7.336653900147999,-7.637074375151999,-7.483404827116,-5.686181640626001,-2.3988039016740004,-1.9032882452,-3.3484702587119997,-4.84595413208,-5.399547100068,-5.791805934904,-5.8722738266,-5.937932014464001,-6.11313276291,-6.44067621231
R.Thumb_P_s_y,200.7362274168,217.487652588,217.7686584472,216.022766113,211.6067962644,207.2267578124,206.4095062258,207.7340454104,207.89955139159997,210.8449920656,214.63811950660002,216.3491882326,215.3240722656,214.81171264640003,214.83406066879996,214.04715576200002,213.2398834228,211.7534881592,210.62909545879998,209.91851806639997,209.73620910640003,210.00766601560002,209.57191162119997,208.692092896
R.Thumb_P_s_z,52.46183700562,55.19910583498,56.301542663579994,58.25866851808,60.64431152344,63.17768554687999,63.49245758056001,64.73839416503999,73.82496795654001,86.62267608642,96.3576538086,98.63624572756001,94.50632019042,88.98712921144,82.39997253418,80.50233917236,81.89343566894,82.29090270996001,82.19716644287999,82.44256286622002,82.16857757568,82.2493865967,81.97044067386,81.6576690674
R.Thumb_P_e_x,-14.160116004939999,-9.361951637268,-11.39617328642,-15.773062705980001,-23.65660247802,-32.91743621825999,-33.77429656984,-33.111833190919995,-37.24007949828,-40.156414032,-41.65013656618,-42.57220764157999,-41.64413986206,-37.260120391840005,-32.5493850708,-31.038288497960004,-33.07407989502,-34.36287536622,-34.66184463502,-35.56481781006,-35.7605255127,-35.811444091780004,-36.08149490356,-36.444248199499995
R.Thumb_P_e_y,222.6520996092,249.0127197264,249.36983337420003,247.58560791,242.7363708498,237.7654907226,237.2165222168,238.79348754900002,239.0393096924,240.80894775400003,242.15231933599998,242.5389190674,242.62210083,244.83616027839997,244.9652038576,243.4928588868,242.1346343994,240.1306549072,237.739291382,235.79689636220002,235.1556427002,235.3773925782,234.87185974119998,234.08303833
R.Thumb_P_e_z,33.9573085785,34.59741210936,36.09977493286,38.596738433860004,41.70923080444,45.344348907480004,45.63904800414,46.462203216560006,56.12067337034,70.22902221682001,80.55468292236,81.9546722412,78.02304077148001,72.10870056152,63.24527740478,58.86410369872,60.30416412354,59.76002883911999,57.84712982178,57.37259140014,56.767939758320004,56.781499481180006,56.544802093499996,56.3643417358
R.Thumb_P_d_x,0.652294266224,0.5922841906548,0.5967178702356,0.6058183550832,0.626247680187,0.6538247585296,0.647788512707,0.6367990851402,0.6422678589822001,0.6821061730386001,0.7341287255286,0.7474287867548,0.7308607339858,0.6755168318747999,0.645064461231,0.623336327076,0.635972261429,0.6315074563026,0.6260598063468,0.6369864702226,0.6394519805908,0.6391366600994,0.6411659121514,0.641919136047
R.Thumb_P_d_y,-0.469020551443,-0.6744712233544,-0.6760995030402001,-0.6752794265746,-0.666009783745,-0.6533688545228,-0.6591087102888,-0.6645092725754,-0.6662275910377999,-0.641071665287,-0.5886596918106,-0.5603230118752001,-0.5840347528458001,-0.642365837097,-0.6446486115456,-0.6299837350845999,-0.618196260929,-0.6071226716042,-0.5800160884858,-0.5536617159844,-0.5438426852228001,-0.5427792429924,-0.5412863135338,-0.5432330966
R.Thumb_P_d_z,0.3958251982926,0.440768277645,0.4322119355202,0.42066228985779996,0.4051115155220001,0.3815399527552,0.3819694101812,0.391014701128,0.37877910733220005,0.3507383048532,0.33810076713560006,0.3568982720372,0.3526558041572,0.3611099243164,0.4098101258278001,0.4629448413848,0.4618972718716,0.4820426464082,0.5209631562232,0.5363660335542,0.5434405565260001,0.5448793530464,0.5439754247668,0.5411446094510001
R.Thumb_I_s_x,-14.160116004939999,-9.361951637268,-11.39617328642,-15.773062705980001,-23.65660247802,-32.91743621825999,-33.77429656984,-33.111833190919995,-37.24007949828,-40.156414032,-41.65013656618,-42.57220764157999,-41.64413986206,-37.260120391840005,-32.5493850708,-31.038288497960004,-33.07407989502,-34.36287536622,-34.66184463502,-35.56481781006,-35.7605255127,-35.811444091780004,-36.08149490356,-36.444248199499995
