,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
R.pitch,82.62677635233999,106.7926057574,106.1436530846,106.84968974739999,111.50139013600001,115.84152597759999,115.3955405742,112.7367022614,112.7825970354,113.3388640404,116.0947989574,120.88845936519999,124.8928490582,124.67675279859998,126.00861238159999,128.409027752,130.5693319172,134.123016546,136.9899475026,138.9911410432,140.0408291158,140.841114194,142.0001153474,143.1413907936,144.46220732659998,143.2951438178,145.28783787100002,146.01356733539998,144.4489485632,145.5853636468,146.98164284266667
R.roll,83.008991437748,101.7023375514,101.2052541364,99.75314907146,98.69625788137999,97.58899814361999,96.22082107842,96.31518560702,97.58609121508,99.07852581522,99.8565034952,99.79452362603999,100.1030856216,100.05457488549999,100.55003544762002,101.6906046524,102.6123441558,103.83235938979999,104.09465778140002,103.851284478,106.0401798156,106.89430181140001,105.7183085134,104.2956019488,104.67533451659999,104.75657278759999,107.2675183784,107.93074887940001,107.9864996158,107.73955002539999,106.63372735933332
R.yaw,-98.60038490555999,-117.66771914160002,-117.8559373006,-119.58980269819999,-123.4692928184,-126.724558283,-128.0538879636,-127.0780233088,-125.94153445900001,-125.2292905202,-126.358900003,-129.2792840208,-131.07064868359998,-130.791935981,-131.1264704542,-131.7432993814,-132.1965753284,-133.640152219,-135.1260325696,-135.7220048306,-135.8274301676,-136.0300135806,-134.9993762722,-135.4921689624,-136.24452250439998,-137.43844231739996,-138.82814267500004,-139.0960527504,-138.4534767418,-138.51062083699998,-139.09352102666668
R.Arm direction_x,-0.6638386070726,-0.7310634613039999,-0.736603271961,-0.7424347519872,-0.7397310853006,-0.727312362194,-0.7420393586159999,-0.765720975399,-0.7907542586325998,-0.8064130663872,-0.8308447599412,-0.8524116158483999,-0.8561847925183999,-0.8493446350100001,-0.8499637842178001,-0.8510363101959999,-0.8501590132714,-0.8569833278655998,-0.8671981811522,-0.8727361917496002,-0.8860651612282,-0.9002322196962,-0.9090940594674001,-0.9232993245126,-0.9376366734502,-0.9388684272765999,-0.9231454372405998,-0.9056734561922,-0.9005498766900001,-0.9043026089666,-0.9094310402870001
R.Arm direction_y,0.3749074280262,0.251839482784,0.24172528088099998,0.25722386240960005,0.2770136713982,0.2838276684282,0.2897532224656,0.3047775924206,0.3120186030864,0.286241477728,0.247048062086,0.22082542479039996,0.1985253989696,0.1799975305798,0.16318857967859998,0.14526224136360003,0.1327079981566,0.11073671430332,0.08979549109936,0.08002702444793999,0.04067440107464,-0.013133992813522,-0.07793655395509999,-0.09080570936202,-0.08957952708004,-0.08723908215762,-0.1497124806046,-0.184987270832,-0.17647190392,-0.1601593315602,-0.16017335156600002
R.Arm direction_z,-0.5937291741371999,-0.634088742733,-0.6316340565681999,-0.618513214588,-0.6132068276406,-0.6248611450196,-0.6043436050416,-0.5661788344381999,-0.5265304088594,-0.5173398733136,-0.49844658374799994,-0.47388374209420003,-0.47693133354179995,-0.4961760282518,-0.5008837401866001,-0.5045964956284001,-0.5095104932786001,-0.5031855165957999,-0.4897785723208,-0.48155528903,-0.4614394903183999,-0.43459364175779996,-0.40916097760219994,-0.37286832928659996,-0.33579741120359996,-0.3329601287842,-0.3534257233143999,-0.38142577409739997,-0.3972389400006,-0.39568046927440004,-0.38375928004599996
R.wrist position_x,43.59015274048001,35.13890228272,37.86721191406,38.50867843626,39.36465682982,38.81161804198,34.642713928240006,31.192579269419998,28.20409965512,26.2680141449,25.209233093260003,24.987015151999998,25.37342605592,25.228146362300002,25.708987045280004,26.404529571559998,27.65152549744,28.90824928284,29.88317985534,31.258085632300002,31.95864868162,32.27219543458,32.865038299540004,32.07823448182,32.07270240784,33.01297836304,34.93215026856,35.97031478882,36.31227111818,36.2466064453,36.49041112263333
R.wrist position_y,136.3995651244,127.02352142340001,130.3493438722,129.61109619159998,127.21308898919999,123.90179748519999,119.95613403319999,118.39292907720001,115.47095794680001,112.10012664780001,111.9754364012,115.8400177002,122.939201355,127.0004577636,128.9350341798,129.39848022459998,130.02794494640003,131.51830444319998,132.0001312254,132.9626861572,133.4775360108,135.4653533934,137.8381469728,138.89652099620002,140.6121459962,141.110824585,142.50654296860003,142.8694702148,141.656466675,142.374230957,142.665415446
R.wrist position_z,-29.124356842020006,-57.106582641600006,-57.82063598634001,-57.00346450805999,-56.56236267088,-54.29081192016,-48.78855819702,-44.98232650758,-42.4605415344,-39.832835388199996,-37.82137832644,-37.51596603394,-39.180793762220006,-40.837297058080004,-42.65516433716,-43.60827484132,-44.23326797486,-44.39620971678001,-44.2412025452,-44.240962219240004,-44.25558013912,-43.72810058592,-43.21362686156,-42.36798095704,-42.04495010376,-42.35993347168,-43.19425354004,-43.20680923462,-42.60110549926,-42.74029998779999,-43.52187220256667
R.elbow position_x,209.54980163559998,217.90476379400002,222.01802978519999,224.1173706052,224.29742431640003,220.6397094726,220.15255432120003,222.6228240968,225.89266662580002,227.8712768552,232.92042236320003,238.08992309579997,239.4196258546,237.56430358900002,238.19993896479997,239.16360473639998,240.1912750244,243.15408325199996,246.68272399899996,249.4421325686,253.4749420164,257.33026123080003,260.1385498044,262.9030639648,266.481866455,267.7300842284,265.71849975599997,262.388671875,261.44974365240006,262.322253418,263.84818522166665
R.elbow position_y,42.67270755766,64.0636505127,69.91802215576,65.30512847899999,57.95966949464,52.94487991332001,47.51782836916,42.198532104499996,37.46630706784,40.53975906372,50.21342163086,60.63366165160001,73.30785064698,82.00107727049999,88.13789062497999,93.08292236326,96.85094604492,103.8341278078,109.55125732440001,112.9559295654,123.308934021,138.74885253920002,157.32228698720002,161.5979492188,163.0070281982,162.920602417,179.93465881360004,189.1162872312,185.77444458,182.4140624998,182.70875549299998
R.elbow position_z,119.30793457034,101.4155990602,100.08787384031999,97.62483825686,96.7393447876,101.92447357170002,102.29734191900002,96.56238555908001,89.17205810548,89.50213165282,86.79026489258001,80.95497131348,80.05203857422,83.20670928956,82.56577148438001,82.5408508301,83.14435272216,81.40016937254,78.20343780518002,76.14785919190001,71.1042907715,64.92030792236,59.076618194599995,50.84910049438,41.904400634759995,40.8800994873,45.1621788025,52.14963378906,56.708631134040004,56.17981796266,52.417947133366674
R.Thumb_M_s_x,44.614793396,44.56998062136,47.598027801520004,48.4064125061,47.925524902359996,46.2382949829,42.557192993179996,39.933866882320004,36.430712127679996,33.627811431880005,31.0386199951,28.98459815978,27.861752319340003,27.7311126709,27.55445289612,27.0597568512,27.30860671998,26.96679992676,26.874906539919994,27.73248519896,27.21933135986,26.818421173080004,27.48052330018,26.882269287099994,26.457492446880003,27.52901916504,27.75394439696,28.22470779418,28.92294464112,28.767428207399995,29.100213368733332
R.Thumb_M_s_y,156.7185333252,152.64975280779998,155.4936584476,154.7752990722,153.8325164794,151.68808898900002,147.30109252940002,144.91794128420003,142.2051239012,138.9910705566,139.2875061036,143.90185241720002,151.6317016602,155.53580017079997,157.605621338,158.3999298096,159.313394165,161.0985626224,161.6609069822,162.68332214339998,162.9129333498,164.33383178699998,165.9415588378,166.791293335,168.5694915772,169.032635498,169.9753570554,170.02126464839998,168.8475952148,169.8118286134,170.117945353
R.Thumb_M_s_z,-39.89575805664,-70.35180206300001,-71.31371765136001,-70.19596862794,-69.17507019042,-66.43416595458,-60.88553009034,-57.22169494627999,-54.248775482179994,-51.70267181396,-49.321592712400005,-48.256179046620005,-49.379748535160005,-51.191313171400004,-52.92279663088,-53.772917175299995,-54.20936050414,-54.03655853272001,-53.3028060913,-52.54759750365999,-52.78924636840001,-52.010235595699996,-49.90588912961999,-47.85312652588,-47.01770019532,-48.1460769653,-49.7130088806,-50.04259033202,-50.091579437259995,-49.700853729239995,-49.56533813476667
R.Thumb_M_e_x,44.614793396,44.56998062136,47.598027801520004,48.4064125061,47.925524902359996,46.2382949829,42.557192993179996,39.933866882320004,36.430712127679996,33.627811431880005,31.0386199951,28.98459815978,27.861752319340003,27.7311126709,27.55445289612,27.0597568512,27.30860671998,26.96679992676,26.874906539919994,27.73248519896,27.21933135986,26.818421173080004,27.48052330018,26.882269287099994,26.457492446880003,27.52901916504,27.75394439696,28.22470779418,28.92294464112,28.767428207399995,29.100213368733332
R.Thumb_M_e_y,156.7185333252,152.64975280779998,155.4936584476,154.7752990722,153.8325164794,151.68808898900002,147.30109252940002,144.91794128420003,142.2051239012,138.9910705566,139.2875061036,143.90185241720002,151.6317016602,155.53580017079997,157.605621338,158.3999298096,159.313394165,161.0985626224,161.6609069822,162.68332214339998,162.9129333498,164.33383178699998,165.9415588378,166.791293335,168.5694915772,169.032635498,169.9753570554,170.02126464839998,168.8475952148,169.8118286134,170.117945353
R.Thumb_M_e_z,-39.89575805664,-70.35180206300001,-71.31371765136001,-70.19596862794,-69.17507019042,-66.43416595458,-60.88553009034,-57.22169494627999,-54.248775482179994,-51.70267181396,-49.321592712400005,-48.256179046620005,-49.379748535160005,-51.191313171400004,-52.92279663088,-53.772917175299995,-54.20936050414,-54.03655853272001,-53.3028060913,-52.54759750365999,-52.78924636840001,-52.010235595699996,-49.90588912961999,-47.85312652588,-47.01770019532,-48.1460769653,-49.7130088806,-50.04259033202,-50.091579437259995,-49.700853729239995,-49.56533813476667
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,44.614793396,44.56998062136,47.598027801520004,48.4064125061,47.925524902359996,46.2382949829,42.557192993179996,39.933866882320004,36.430712127679996,33.627811431880005,31.0386199951,28.98459815978,27.861752319340003,27.7311126709,27.55445289612,27.0597568512,27.30860671998,26.96679992676,26.874906539919994,27.73248519896,27.21933135986,26.818421173080004,27.48052330018,26.882269287099994,26.457492446880003,27.52901916504,27.75394439696,28.22470779418,28.92294464112,28.767428207399995,29.100213368733332
R.Thumb_P_s_y,156.7185333252,152.64975280779998,155.4936584476,154.7752990722,153.8325164794,151.68808898900002,147.30109252940002,144.91794128420003,142.2051239012,138.9910705566,139.2875061036,143.90185241720002,151.6317016602,155.53580017079997,157.605621338,158.3999298096,159.313394165,161.0985626224,161.6609069822,162.68332214339998,162.9129333498,164.33383178699998,165.9415588378,166.791293335,168.5694915772,169.032635498,169.9753570554,170.02126464839998,168.8475952148,169.8118286134,170.117945353
R.Thumb_P_s_z,-39.89575805664,-70.35180206300001,-71.31371765136001,-70.19596862794,-69.17507019042,-66.43416595458,-60.88553009034,-57.22169494627999,-54.248775482179994,-51.70267181396,-49.321592712400005,-48.256179046620005,-49.379748535160005,-51.191313171400004,-52.92279663088,-53.772917175299995,-54.20936050414,-54.03655853272001,-53.3028060913,-52.54759750365999,-52.78924636840001,-52.010235595699996,-49.90588912961999,-47.85312652588,-47.01770019532,-48.1460769653,-49.7130088806,-50.04259033202,-50.091579437259995,-49.700853729239995,-49.56533813476667
R.Thumb_P_e_x,42.90815811156,45.98221435544001,50.07296829224,51.79111022948,50.40995559692,46.54049301148,43.7656402588,42.96763534546,38.67447509766,34.597127532959995,30.17783699038,26.135770416259998,22.072209167460002,21.19957771302,20.392991638199998,18.6128665924,17.9211616516,16.51075115204,15.84363174436,16.413098144539997,15.35983982086,14.51487693786,14.17505302426,13.929695129380002,13.602697753920001,15.500475311299999,15.47817783356,15.9574148178,16.55029640198,15.97643299104,16.537382125866667
R.Thumb_P_e_y,187.192907715,197.71372680660002,200.65402832019998,199.8058410644,198.4567901612,195.7198455812,191.2738952638,189.1307037354,186.5211242676,183.4034301758,183.33396911619997,186.9443817138,193.55272827159996,197.6943359378,199.7403503418,199.707598877,199.80536193839998,200.1976684572,199.00374450700002,199.1512756348,199.0416046144,199.59166259760002,200.3929382322,201.57472839359997,203.26162109380002,203.788064575,203.54813232419997,203.09277038579998,202.87526245100003,203.4943115234,202.875559489
R.Thumb_P_e_z,-38.6179374695,-60.1798423767,-61.7978439331,-60.34547653196,-57.44215774534,-52.39702377318,-46.724002075179996,-44.09878082276,-41.32351684572001,-38.9447364807,-35.371559906,-31.696394348139997,-30.81226158142,-33.416875457779994,-35.337013244619996,-34.842755889879996,-34.00838394164,-31.738119506820006,-28.408092117319995,-26.50558280944,-26.516205978400002,-24.7809448242,-22.115514373779998,-20.31007881164,-19.314517974879998,-20.1543548584,-20.42476158142,-20.17606773378,-21.36613464354,-20.75819740296,-19.475914637233334
R.Thumb_P_d_x,0.036924180388360005,-0.03055460117758,-0.05354695990681999,-0.0732301443815,-0.05375228747728,-0.006538253137857999,-0.026145547023058,-0.06563756912945999,-0.0485452786088,-0.020971789024758002,0.018623604043402,0.06163625791670001,0.12526057362565998,0.1413140475752,0.15494292080400002,0.1827540159226,0.20310352444660001,0.22622348964220002,0.2386688619854,0.24490236938,0.25658786892880003,0.2661952435974,0.28787258863459997,0.280237466097,0.2781219124794,0.260245460272,0.26559427380580003,0.26541092991820003,0.2676903605462,0.276741570234,0.27180506785700004
R.Thumb_P_d_y,-0.6593330383298001,-0.9749885559084,-0.9770742177962,-0.9742651820184001,-0.9654754281043999,-0.9526559591293999,-0.9513803839684,-0.9565720915793999,-0.9588056564327999,-0.9608905315399999,-0.9529741168021999,-0.931253373623,-0.9069890022278001,-0.9121276259422,-0.9116125464438,-0.8937185287475999,-0.8760702490808001,-0.845934855938,-0.8079367756846001,-0.7890081286432,-0.7816674947738,-0.7628262758255999,-0.7453782320023999,-0.7525625109672001,-0.7505869627,-0.7519565701484001,-0.726369047165,-0.7155237317084,-0.7362109065056,-0.728742611408,-0.708732406298
R.Thumb_P_d_z,-0.027646464109400005,-0.22007700204839997,-0.20588216483580002,-0.2131218314172,-0.253849261999,-0.30370278358459996,-0.3063939273358,-0.28392284512519994,-0.2796464264394,-0.2760262966156,-0.30181810259840003,-0.35828180909159996,-0.401719802618,-0.3845616340636,-0.38047997951519996,-0.40956646204,-0.43706136345900004,-0.482441389561,-0.5386134624481999,-0.5634360790254,-0.5684344530104001,-0.589123558998,-0.6012630224228,-0.5959119677545999,-0.5993765115738,-0.6056193113326,-0.6336704611778,-0.6461818099022,-0.6214938402174001,-0.6261933565140001,-0.6510043541589999
R.Thumb_I_s_x,42.90815811156,45.98221435544001,50.07296829224,51.79111022948,50.40995559692,46.54049301148,43.7656402588,42.96763534546,38.67447509766,34.597127532959995,30.17783699038,26.135770416259998,22.072209167460002,21.19957771302,20.392991638199998,18.6128665924,17.9211616516,16.51075115204,15.84363174436,16.413098144539997,15.35983982086,14.51487693786,14.17505302426,13.929695129380002,13.602697753920001,15.500475311299999,15.47817783356,15.9574148178,16.55029640198,15.97643299104,16.537382125866667
R.Thumb_I_s_y,187.192907715,197.71372680660002,200.65402832019998,199.8058410644,198.4567901612,195.7198455812,191.2738952638,189.1307037354,186.5211242676,183.4034301758,183.33396911619997,186.9443817138,193.55272827159996,197.6943359378,199.7403503418,199.707598877,199.80536193839998,200.1976684572,199.00374450700002,199.1512756348,199.0416046144,199.59166259760002,200.3929382322,201.57472839359997,203.26162109380002,203.788064575,203.54813232419997,203.09277038579998,202.87526245100003,203.4943115234,202.875559489
R.Thumb_I_s_z,-38.6179374695,-60.1798423767,-61.7978439331,-60.34547653196,-57.44215774534,-52.39702377318,-46.724002075179996,-44.09878082276,-41.32351684572001,-38.9447364807,-35.371559906,-31.696394348139997,-30.81226158142,-33.416875457779994,-35.337013244619996,-34.842755889879996,-34.00838394164,-31.738119506820006,-28.408092117319995,-26.50558280944,-26.516205978400002,-24.7809448242,-22.115514373779998,-20.31007881164,-19.314517974879998,-20.1543548584,-20.42476158142,-20.17606773378,-21.36613464354,-20.75819740296,-19.475914637233334
R.Thumb_I_e_x,38.38252182008,40.58600692748,45.59408416748,48.06834259034,46.601954650900005,42.05949020384,39.98879776,39.72145538332,34.678661346439995,29.938336563100002,24.92029418944,20.835522842400003,16.2393442154,15.226340675360001,14.27371025086,11.95139083864,10.878734207159999,9.298625183106001,8.702092361447999,9.188712692258001,8.11083574295,7.221988201142,6.002145195006,5.867009735108001,5.817207813262,8.455950069428,8.889184379578,9.426713371278002,9.790357398986,8.880169868468,9.540342648809998
R.Thumb_I_e_y,202.3098358156,221.74034423819998,225.55325317380002,224.8806671144,222.2599395752,218.32276306160003,214.2896759034,212.1789886474,208.88360290539998,205.30922241180002,204.03009643540003,206.68343811059998,214.7891235352,221.3132202148,224.08767700200002,223.1404785156,222.14041748080004,221.0357116698,218.0730804444,217.63097229,217.5469299318,217.31000671379996,217.1328247072,218.2536621094,219.69158325200002,220.32070007340002,219.60450134300004,219.183477783,219.8102294922,220.34639282220002,219.07343546533335
R.Thumb_I_e_z,-27.555746841439998,-40.42683639526,-42.91836242678,-41.53004150392,-37.07653427126,-30.8178527832,-25.45140380858,-22.770891952519996,-19.4042690277,-16.6960500717,-12.125172042880001,-7.635767555236001,-8.219103717804,-13.35900173186,-16.19713039398,-14.768198204039999,-12.8440231323,-9.158519363388,-4.286202383042,-1.9501721143719997,-1.988142216206,0.30623333454214,3.372383642198,5.252410221098,6.494010639192,5.800541687012,5.944203948976001,6.18763179779,4.404090166092,4.9748919487,6.702915350593333
R.Thumb_I_d_x,0.14335243999956,0.1709283441304,0.14187153577819997,0.1179210558534,0.1206208765508,0.1419386357068,0.11963391304,0.10282483994964,0.1265699714422,0.14757021069540002,0.1665360540154,0.1678887367248,0.18475973904119997,0.1892060935494,0.19383215904239998,0.2110065191984,0.22307341098800001,0.22844872176640002,0.2262128710746,0.2288370549678,0.22961684465400004,0.23100692927860003,0.2588820934296,0.25539071559899995,0.2466103971006,0.2231398373842,0.20871058106440002,0.20686416924,0.21412541568280002,0.2247786879538,0.22163572907433335
R.Thumb_I_d_y,-0.47883845567699995,-0.7610585689543999,-0.7886989712715999,-0.7942612290382,-0.7539800405499999,-0.715961897373,-0.7290396690366,-0.730069243908,-0.7083458900452,-0.6938801050186,-0.6555631518363999,-0.6252472519873999,-0.6726764321328,-0.7481432199478,-0.7712171912196,-0.7422514796258002,-0.7074772238732001,-0.6600584030151999,-0.6040335297586,-0.5853562593462,-0.586168038845,-0.5612399101256,-0.5302466154095999,-0.5283158898353999,-0.520429611206,-0.5236817836762,-0.5085957586763998,-0.5096835017206001,-0.536425960064,-0.533800494671,-0.5130781531333333
R.Thumb_I_d_z,-0.35040204524999996,-0.6256891846658,-0.5980197072029999,-0.5959910035131999,-0.6450941920279999,-0.6835340738298,-0.6738232493402,-0.6755746126174,-0.6943062424658001,-0.7047414779662,-0.7363442659376,-0.7621357440948,-0.7156527400018,-0.6353459477426,-0.6062680482862,-0.6358744978904,-0.670394718647,-0.7152233362198002,-0.764076423645,-0.7778084158898,-0.7769421339034001,-0.7946524500846,-0.8073454856871999,-0.8097081899642001,-0.817501735687,-0.8221379160882,-0.8352538466454,-0.8350871562958,-0.8162884235384,-0.8151121377944,-0.8292313019433334
R.Thumb_D_s_x,38.38252182008,40.58600692748,45.59408416748,48.06834259034,46.601954650900005,42.05949020384,39.98879776,39.72145538332,34.678661346439995,29.938336563100002,24.92029418944,20.835522842400003,16.2393442154,15.226340675360001,14.27371025086,11.95139083864,10.878734207159999,9.298625183106001,8.702092361447999,9.188712692258001,8.11083574295,7.221988201142,6.002145195006,5.867009735108001,5.817207813262,8.455950069428,8.889184379578,9.426713371278002,9.790357398986,8.880169868468,9.540342648809998
R.Thumb_D_s_y,202.3098358156,221.74034423819998,225.55325317380002,224.8806671144,222.2599395752,218.32276306160003,214.2896759034,212.1789886474,208.88360290539998,205.30922241180002,204.03009643540003,206.68343811059998,214.7891235352,221.3132202148,224.08767700200002,223.1404785156,222.14041748080004,221.0357116698,218.0730804444,217.63097229,217.5469299318,217.31000671379996,217.1328247072,218.2536621094,219.69158325200002,220.32070007340002,219.60450134300004,219.183477783,219.8102294922,220.34639282220002,219.07343546533335
R.Thumb_D_s_z,-27.555746841439998,-40.42683639526,-42.91836242678,-41.53004150392,-37.07653427126,-30.8178527832,-25.45140380858,-22.770891952519996,-19.4042690277,-16.6960500717,-12.125172042880001,-7.635767555236001,-8.219103717804,-13.35900173186,-16.19713039398,-14.768198204039999,-12.8440231323,-9.158519363388,-4.286202383042,-1.9501721143719997,-1.988142216206,0.30623333454214,3.372383642198,5.252410221098,6.494010639192,5.800541687012,5.944203948976001,6.18763179779,4.404090166092,4.9748919487,6.702915350593333
R.Thumb_D_e_x,34.47886123656,33.820935821540004,39.282938385,42.279531097399996,41.27426223752,36.68727264406,34.87583618164,34.4650352478,29.021163177480002,24.14063339234,19.19897994996,15.818589591979997,11.537008285506,10.37773284913,9.448494338990002,7.098239040374001,6.056736850736001,4.858536815642,4.706125259400001,5.23415489197,4.430841636657999,3.7948533058160003,1.8852994203580002,1.639841294288,1.8817646980280003,5.123791885376001,6.452154541016,7.224859523773999,7.387791156768,6.14241886139,6.7775053978
R.Thumb_D_e_y,206.91709747340002,230.815802002,235.6031402588,235.4985809328,231.8985198974,226.3551757812,222.4652526854,219.78551330559998,215.39884338359997,211.0799285888,207.5863555906,208.9437896728,220.61373291019999,231.1918426514,235.28788452139997,233.5699615478,231.45619506839998,228.9510650634,224.3774169922,223.49193725619998,223.54381408700002,222.4461700438,221.3668518068,222.62542114259995,224.03021545400003,224.6727264404,223.44400329579997,222.81818847659997,223.85758056659998,224.73935241700002,223.129018148
R.Thumb_D_e_z,-15.819785690309999,-21.95041351316,-24.79032859802,-23.549355316159996,-18.42791233062,-11.423323249814,-6.04563474655,-3.1740299224860005,0.4716277837742,3.3664104938499997,8.458356189722,13.321443367,12.055922317522,5.285405540466,1.714983582496,3.593270969388,6.113603973388,10.50979938507,16.055758667,18.53382949828,18.506855010979997,21.07508354186,24.22109451292,26.051480865500004,27.35692825318,26.7645992279,27.129310226459996,27.4366912842,25.5561000824,26.017192077639997,27.809959411633333
R.Thumb_D_d_x,0.18014122247699998,0.3121860384942,0.29123885035520003,0.2671347916126,0.2458556830884,0.2479103744028,0.235946545005,0.2425666660074,0.26107513308520003,0.2675451159476,0.2640200316906,0.231515148282,0.21699750721459998,0.2237474828956,0.22266800999639996,0.22395716309560001,0.2225195020436,0.20489562749859996,0.1844008773566,0.18248997926719998,0.1698197573424,0.158151125908,0.189979043603,0.1950700819492,0.18160789906979996,0.153768262267,0.1124610006808,0.1016083925964,0.1108706161378,0.12633830755939998,0.12749594946733334
R.Thumb_D_d_y,-0.21261010169980002,-0.41880288124099996,-0.4637696027754,-0.4899821460248,-0.44478914737700004,-0.370669734478,-0.377276277542,-0.35101634264000003,-0.3006571531298,-0.2662992894648,-0.1641097858548,-0.10430787056692,-0.2687867790462,-0.45586628913859994,-0.5168531179428,-0.4812867105005999,-0.4298928439618,-0.36526780128479996,-0.290924614668,-0.2704644620416,-0.2767367005348,-0.2370172262192,-0.19538657665239997,-0.2017424613236,-0.20021376311779998,-0.2008318662642,-0.17718052268040002,-0.16773007214059998,-0.18677208423599997,-0.20272080004219997,-0.18715194861066667
R.Thumb_D_d_z,-0.541576385498,-0.8526268482207999,-0.836549806595,-0.8297501087188,-0.8605732798578,-0.8949944734574,-0.8955131173133999,-0.9043313622476001,-0.9172079563139999,-0.9258172035218001,-0.9498628377913999,-0.9671071052550001,-0.9356264829634,-0.860378754139,-0.8265857338905999,-0.8473220586778,-0.8748328208924001,-0.9076288700104002,-0.9387153029442,-0.9452700495722001,-0.9457774519919999,-0.9584148645402,-0.962100160122,-0.9598094940185999,-0.9627557754516001,-0.9674230933187999,-0.9776237368583999,-0.9805749535562001,-0.9760964512826,-0.9710337162018,-0.9740214149156667
R.Index_M_s_x,28.26998596194,23.856866455080002,26.909616088860002,27.706750106799994,26.8750659943,24.94267272952,21.277618026740004,18.77777900694,15.23434391022,12.33089447022,9.572340774539999,7.322459888458001,6.12517309189,6.0097903251639995,5.826352500916,5.333798503876,5.6217149734500005,5.361036205292001,5.336215496064001,6.250186347963999,5.8904841423039995,5.5753616333,6.248361301422,5.615854358672,5.252921199796,6.250627231598,6.754023265838001,7.320841503142001,7.939302921296,7.817791843414,8.129937648773334
R.Index_M_s_y,161.0501342774,154.6498077392,157.82701416,157.4179229736,155.79605102559998,153.0931182862,149.2711334226,147.4575134278,144.3241058352,140.5402557376,140.05632019040002,143.79678955060004,150.6930877686,154.6342651368,156.3178527832,156.3649200442,156.63594055159996,157.4977996826,157.52255554200002,158.2589355468,157.7482513426,158.81691284180002,160.47648925779998,161.49501037600004,162.9735931396,163.66278076179998,163.65806579600002,163.41552124,162.48614196780002,163.3159362792,163.67140706400002
R.Index_M_s_z,-48.586306762679996,-77.32793121338,-78.26041107178,-76.99421844481999,-75.05882110596,-71.55274810790002,-65.87896270752,-62.48324890138,-59.52915573122,-56.776927948,-53.810004425040006,-51.773208618160005,-52.260826873780005,-54.201983642580004,-55.72207641604,-56.12294769288,-56.254254913320004,-55.366413879380005,-54.12624893188,-53.34712371826,-53.06792221072,-52.053366088839994,-50.8605316162,-49.03348388674,-47.88878936768,-48.33740921019999,-48.86210632324,-48.98649749753999,-49.12815093994,-48.9105529785,-48.940343221
R.Index_M_e_x,5.9539260864340005,5.061582803723999,9.37836456298,10.99915828704,7.903988742828,4.332990217208,2.483747816086,1.8964913249014,-2.8374263048158,-7.143280124664,-11.767660522452,-15.67207012178,-18.43727035522,-18.64890708922,-19.542448425280003,-21.24861907962,-22.035294723539998,-23.22025222778,-23.46910858154,-22.987485885620004,-24.0505809784,-24.676567459140003,-25.313027191160003,-25.814535903939998,-26.100628280639995,-23.519119644160003,-22.949335479739997,-22.540809631340004,-21.87728538514,-22.365171051020003,-21.909727096566666
R.Index_M_e_y,205.51543273919998,217.6332275388,221.33179321300003,220.9187774658,217.33222961419997,212.66123352059998,209.4855072022,209.15208129879997,205.74785766600002,201.4875854492,199.5542022706,200.9670837402,205.65800170880001,209.63837890599999,210.51165466320003,209.12016601560003,208.02226257299998,206.87425537100003,205.2958282472,204.65463562,203.5923370362,204.19312438959997,204.3702941894,204.5103485106,205.2607025146,207.3654663086,206.51651306159997,205.84552612279998,205.97857971180002,205.8682250978,205.16052754733334
R.Index_M_e_z,-44.414044570918,-59.444058990479995,-60.93971939086,-58.87085494995999,-52.9203300476,-45.731307983380006,-40.19867630004,-39.05373764038,-36.283720397959996,-33.40202255248,-28.4519443512,-22.773997497559996,-20.39105339052,-22.473629379280002,-23.17756958006,-22.20787200926,-21.12720222474,-18.153612136840003,-15.036145400999999,-12.940520477300002,-12.54466228486,-11.23743591308,-9.418423080434,-6.5857553482040005,-4.657084846496,-5.3990676879879995,-5.039237117768001,-4.84824771881,-6.004915428162,-5.118884468079999,-4.034302870433333
R.Index_M_d_x,0.32759922146779996,0.27591432333,0.25735834240919997,0.24526705741879998,0.278494977951,0.3025496482848,0.27589356899280004,0.24781691133980002,0.2652931928634,0.2858804285526,0.3132707297804,0.3375591635704,0.3605760931966,0.36198912858960003,0.37241338491439996,0.3902292549612,0.40600428581239995,0.4195726633072,0.42286147475239994,0.42920835018180004,0.43953413963320004,0.44409760236740004,0.4633204460146,0.46139737963680005,0.46026939153679997,0.43701918125159994,0.436044615507,0.438368344307,0.4377068042754,0.4430851817132,0.440981547038
