,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
L.Pinky_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.hand.palm_position_x,-77.28332862848,-100.77665557859999,-100.7869735718,-100.73713226320001,-100.74810333280001,-100.616845703,-100.6529129028,-99.7698196411,-98.6198348999,-98.1365463257,-98.3738586426,-98.61477050782,-99.13947143556,-99.91569366462,-100.186532593,-99.95434417717999,-100.01418558756666
R.hand.palm_position_y,171.55541992180002,176.60795288079998,175.992788696,176.3462005616,178.2346954346,178.82046203580003,179.14486999520003,179.53821716299998,178.5184570314,176.6696380616,176.3121520994,175.98043212879998,176.19628601080004,176.4642059326,176.5887786866,175.7941680908,175.77851359066668
R.hand.palm_position_z,54.0968826294,48.513806152339995,48.48667297362,48.07993469238001,48.66976089478,48.492922973620004,48.52446212768,48.41581878662,48.22670822144,49.35722503659999,49.43991394042,48.484554290759995,48.1622077942,48.107292175279994,48.20518188474,48.414598083479994,48.80442937216667
R.pitch,18.300342915319998,19.523421830700002,18.93897244036,19.1544293942,19.41202417612,19.32106859494,19.634402502220002,20.47376821574,21.30968161008,17.486398824720002,17.98228490764,18.462866585519997,18.3966963951,18.30648564604,18.02582941316,16.972006002500002,16.778273376233333
R.roll,-17.578175394640002,-17.2217443592,-16.00792991254,-14.83948055834,-14.61595134532,-15.11332709254,-14.944497791639998,-14.62849840298,-13.21788093232,-8.97680503281,-13.273612886040002,-13.689168600940002,-14.48656826566,-14.88001431644,-14.7554197117,-14.634474818600001,-14.497934440533333
R.yaw,-7.14534562229,-11.367255669279999,-11.77095434638,-12.732867315420002,-13.069268308580002,-12.82630037696,-12.69504104432,-12.40628591454,-13.36685880044,-13.466142943620003,-14.010758328740001,-14.62297141386,-14.707132664259998,-15.09569256844,-15.1956096994,-14.682131098060001,-14.4519006725
R.Arm direction_x,-0.47641373872759996,-0.4823949277404,-0.4888009250164,-0.49384314417840003,-0.49547810554480004,-0.4938758075238,-0.49201813340199996,-0.4861379563808,-0.4720047831536,-0.48653560876839996,-0.5064295887946001,-0.4893480956554,-0.47734426259999996,-0.4779717266562001,-0.4851318180562,-0.4910570442676,-0.501426110665
R.Arm direction_y,0.1985113054514,0.1521338701248,0.15087515711799998,0.1703377246854,0.2000688642264,0.2077769607308,0.2058505505322,0.1978207021952,0.1783250123262,0.1853261768816,0.23214814364919997,0.2451342195274,0.2412988036872,0.23863095045099997,0.24668353796,0.247309103608,0.24011800189833332
R.Arm direction_z,-0.8510095000268001,-0.8626390099523998,-0.8592436194418,-0.8526329636576001,-0.8452500700949999,-0.8443426609042,-0.8458975911141999,-0.8511713385582,-0.8633512973786,-0.8536155819892001,-0.8303783893584,-0.836907708645,-0.8449309110642,-0.8453340888024,-0.8389182448388001,-0.835276889801,-0.831207295259
R.wrist position_x,-59.3499408722,-79.01417236328,-78.61492156983999,-77.74476623534,-77.47964477538001,-77.55107421874,-77.74319152832,-77.22892456056,-75.50368041992002,-74.71546020508,-74.15170745852001,-74.05145721434,-74.58866577149999,-75.00834503173999,-75.10946502684001,-75.19048156738,-75.33837890626667
R.wrist position_y,154.5174713136,159.17271423359998,159.25684204099997,159.47272949220002,160.92369995120004,161.4370697022,161.5138702392,161.26125793440002,159.9607940672,161.8706939694,160.2008209228,159.3501037598,159.57770996079998,159.9410858156,160.2565368652,160.329412842,160.53841654433333
R.wrist position_z,113.0461898804,106.55225677460001,106.5796020508,105.81434631339998,106.1695159912,106.05257263179999,106.0710632326,105.90314331060002,105.38628082279999,107.4714355472,106.88034667979998,105.63725128180002,105.3225784302,105.13993988040002,105.21711883540002,105.80170898420002,106.29276784266666
R.elbow position_x,49.33998451226,30.90968894956,32.76867980958,34.78780975342,35.42549209594,34.988942718480004,34.3735145569,33.54785995482,32.052563476559996,36.151940155060004,41.248953247079996,37.45682601926,34.18429183958,33.907592010500004,35.43805160522,36.70722198486,38.92213821410001
R.elbow position_y,109.17614669815998,124.50580139159999,124.8767547606,120.6576858522,115.3337905884,114.09070892320001,114.6064758302,116.1836395262,119.32568206780002,119.6402160644,107.300968933,103.4911026,104.5926864622,105.56398925779999,104.04449310280002,103.9748184204,105.82246907533333
R.elbow position_z,307.1870605468,303.12275390639996,302.3763793946,300.1047546386,298.7775634766,298.4538574216,298.8266723634,299.8604858398,302.11908569340005,301.985748291,296.099572754,296.3443237306,297.85791015620003,297.76713256840003,296.3823303224,296.13715820280004,295.7008768716667
R.Thumb_M_s_x,-89.80553703320201,-109.88645935079998,-109.5159637454,-108.6512283324,-108.38915100079998,-108.46528320319999,-108.63009490940001,-108.0401748656,-106.1068756104,-105.1535919188,-105.0950241088,-104.85219268780001,-105.314213562,-105.75665741,-105.9204101562,-106.05856781,-106.302831014
R.Thumb_M_s_y,155.8403076172,159.4363739016,158.9453186034,158.7359680176,160.3269958496,161.1472229002,161.1539886474,160.7424987794,158.568637085,158.6979736328,159.2091735842,158.5823028564,159.101098633,159.56676025400003,159.8960632322,159.9848693848,160.09685770666667
R.Thumb_M_s_z,101.39289855948002,96.59010772705999,96.67753295898,96.20431518554,96.73320922852,96.60981445311998,96.50233154296,96.03118896483998,95.49934692382001,97.47154998779999,97.92940368651999,96.9364456177,96.72977905272,96.7851501465,96.96616821287999,97.42424468995999,97.83219655353334
R.Thumb_M_e_x,-89.80553703320201,-109.88645935079998,-109.5159637454,-108.6512283324,-108.38915100079998,-108.46528320319999,-108.63009490940001,-108.0401748656,-106.1068756104,-105.1535919188,-105.0950241088,-104.85219268780001,-105.314213562,-105.75665741,-105.9204101562,-106.05856781,-106.302831014
R.Thumb_M_e_y,155.8403076172,159.4363739016,158.9453186034,158.7359680176,160.3269958496,161.1472229002,161.1539886474,160.7424987794,158.568637085,158.6979736328,159.2091735842,158.5823028564,159.101098633,159.56676025400003,159.8960632322,159.9848693848,160.09685770666667
R.Thumb_M_e_z,101.39289855948002,96.59010772705999,96.67753295898,96.20431518554,96.73320922852,96.60981445311998,96.50233154296,96.03118896483998,95.49934692382001,97.47154998779999,97.92940368651999,96.9364456177,96.72977905272,96.7851501465,96.96616821287999,97.42424468995999,97.83219655353334
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,-89.80553703320201,-109.88645935079998,-109.5159637454,-108.6512283324,-108.38915100079998,-108.46528320319999,-108.63009490940001,-108.0401748656,-106.1068756104,-105.1535919188,-105.0950241088,-104.85219268780001,-105.314213562,-105.75665741,-105.9204101562,-106.05856781,-106.302831014
R.Thumb_P_s_y,155.8403076172,159.4363739016,158.9453186034,158.7359680176,160.3269958496,161.1472229002,161.1539886474,160.7424987794,158.568637085,158.6979736328,159.2091735842,158.5823028564,159.101098633,159.56676025400003,159.8960632322,159.9848693848,160.09685770666667
R.Thumb_P_s_z,101.39289855948002,96.59010772705999,96.67753295898,96.20431518554,96.73320922852,96.60981445311998,96.50233154296,96.03118896483998,95.49934692382001,97.47154998779999,97.92940368651999,96.9364456177,96.72977905272,96.7851501465,96.96616821287999,97.42424468995999,97.83219655353334
R.Thumb_P_e_x,-112.81285629264002,-136.39888610859998,-135.49431152359998,-134.97164306660002,-130.86207275400002,-129.80747070319998,-130.2821533204,-129.9971740722,-132.0757415772,-131.02861022960002,-132.2867492676,-132.5366424562,-132.7949707032,-133.60435485840003,-133.9980529782,-133.9570709228,-134.14985656766666
R.Thumb_P_e_y,173.1451599122,180.72096557600003,178.15491027840002,171.8425292968,163.241723633,163.0708007812,163.6242492676,164.2802337646,168.0871643066,164.5186737062,170.35300903319998,177.195275879,178.77621154799996,177.7159210206,176.5019653322,175.6764038088,174.787704468
R.Thumb_P_e_z,73.58918914794,71.72197875974,69.6575531006,66.38645782472,61.24733047485999,60.33928146364,60.447990417460005,60.27764129638,63.804956817619995,64.82937622070001,68.0010925293,71.24065551758,71.58297119139999,70.90744018554,70.30818481444001,70.03878021242,69.84049987793334
R.Thumb_P_d_x,0.5459107875824001,0.6293182134626,0.6166408896446,0.6247604727744,0.5334335803988,0.5065936684607999,0.5139490246774001,0.5211872935294,0.6164159059524,0.6141882300375999,0.6454426050186001,0.6571382403371999,0.6523032188416,0.6610131502150001,0.6664713144301999,0.6622191548348,0.6609972119333333
R.Thumb_P_d_y,-0.41073245368904,-0.5052265405651999,-0.4559727907182,-0.31110685169700003,-0.0691860936582,-0.045659443736079997,-0.058635905385020004,-0.08397425040612,-0.22593868970879996,-0.13816436380143998,-0.2645181983708,-0.4418110787870001,-0.4670227825642,-0.4308016538618,-0.39416974186879994,-0.37246566414820004,-0.34871260325099995
R.Thumb_P_d_z,0.6587733030318,0.5902879834174001,0.641365814209,0.7077783107758,0.842318582535,0.8609437346458,0.8558120965958,0.8486721873283999,0.7523211002351999,0.7748183608056,0.7104001879691999,0.6099339723587999,0.5969028949738,0.6142520904541999,0.632773244381,0.6500412940979999,0.6644312342006665
R.Thumb_I_s_x,-112.81285629264002,-136.39888610859998,-135.49431152359998,-134.97164306660002,-130.86207275400002,-129.80747070319998,-130.2821533204,-129.9971740722,-132.0757415772,-131.02861022960002,-132.2867492676,-132.5366424562,-132.7949707032,-133.60435485840003,-133.9980529782,-133.9570709228,-134.14985656766666
R.Thumb_I_s_y,173.1451599122,180.72096557600003,178.15491027840002,171.8425292968,163.241723633,163.0708007812,163.6242492676,164.2802337646,168.0871643066,164.5186737062,170.35300903319998,177.195275879,178.77621154799996,177.7159210206,176.5019653322,175.6764038088,174.787704468
R.Thumb_I_s_z,73.58918914794,71.72197875974,69.6575531006,66.38645782472,61.24733047485999,60.33928146364,60.447990417460005,60.27764129638,63.804956817619995,64.82937622070001,68.0010925293,71.24065551758,71.58297119139999,70.90744018554,70.30818481444001,70.03878021242,69.84049987793334
R.Thumb_I_e_x,-122.83200874308,-148.756680298,-147.10561828619998,-146.62178955099998,-137.7707824706,-133.7143585206,-132.9320251464,-131.97515258800001,-137.7522644044,-132.9188934326,-136.4491577148,-141.51868286120003,-143.23988037099997,-144.19225769040003,-143.9496978758,-143.9403167724,-144.22200520833334
R.Thumb_I_e_y,180.337524414,190.5523986818,186.43615417479998,176.33076782199998,160.4530639648,158.4999328616,158.717755127,159.73090515159998,167.69934387200001,160.7915771484,168.8106140136,182.6201477048,185.78574523920003,183.5327209472,180.7588500978,179.34298400880002,177.959025065
R.Thumb_I_e_z,49.4161026001,47.56313095094,44.56231536864,40.52021942138,33.39706726074,32.1084602356,32.1228805542,31.843878173840004,35.564911651580005,36.43856048584,39.66477279662,44.388310241700005,45.59941329956,44.691000366219995,43.54701156614,43.2005241394,42.971672058100005
R.Thumb_I_d_x,0.34643254578120003,0.428057026863,0.402199715376,0.40354508757599994,0.23930821418759995,0.13532922565939998,0.09178791195161999,0.06851444691422001,0.196626932919,0.06547681177032601,0.14418008998030002,0.3111254870892,0.3617973029612,0.3667503654957999,0.34471128582960003,0.3458058834076,0.34888537724833335
R.Thumb_I_d_y,-0.2481873959304,-0.3405473411084,-0.28685090541839997,-0.1554664297027,0.09659533575172,0.15832857787600002,0.1699541985988,0.1575824677944,0.013433564268039998,0.12910149334914398,0.053426436893679985,-0.1879100754856,-0.2428006082772,-0.2014859318734,-0.1474526286124,-0.1270052909848,-0.10985018561266667
R.Thumb_I_d_z,0.8420511960984,0.8368293166160001,0.8692645549774,0.8959710121152,0.9646948695180001,0.9778768420218,0.9811428189278001,0.9849063396454,0.9781962752342,0.9834187746048,0.9815310359002,0.9301282048224,0.9000347018242,0.9081013441086,0.9269702076912001,0.9296402335166001,0.9306992491086666
R.Thumb_D_s_x,-122.83200874308,-148.756680298,-147.10561828619998,-146.62178955099998,-137.7707824706,-133.7143585206,-132.9320251464,-131.97515258800001,-137.7522644044,-132.9188934326,-136.4491577148,-141.51868286120003,-143.23988037099997,-144.19225769040003,-143.9496978758,-143.9403167724,-144.22200520833334
R.Thumb_D_s_y,180.337524414,190.5523986818,186.43615417479998,176.33076782199998,160.4530639648,158.4999328616,158.717755127,159.73090515159998,167.69934387200001,160.7915771484,168.8106140136,182.6201477048,185.78574523920003,183.5327209472,180.7588500978,179.34298400880002,177.959025065
R.Thumb_D_s_z,49.4161026001,47.56313095094,44.56231536864,40.52021942138,33.39706726074,32.1084602356,32.1228805542,31.843878173840004,35.564911651580005,36.43856048584,39.66477279662,44.388310241700005,45.59941329956,44.691000366219995,43.54701156614,43.2005241394,42.971672058100005
R.Thumb_D_e_x,-130.685267734558,-153.92775573720002,-151.291671753,-150.9350097656,-144.077630615,-143.83719787600003,-142.5568481446,-134.9919998168,-135.6173492432,-125.5378189088,-127.88659210220001,-138.6091766356,-143.8037689206,-145.0192169188,-143.62197265619997,-144.1969024658,-145.44499715166668
R.Thumb_D_e_y,186.2445587158,194.6062652586,189.1846435548,176.98640136720002,159.51356201180002,159.45690917960002,159.5386901854,157.7158416748,164.37821655279998,154.9874176024,161.7168182374,179.9661712646,185.637399292,182.8149261474,178.68298950180002,177.2593414306,176.24026997866667
R.Thumb_D_e_z,35.43899383546,28.884691238419997,25.39183502196,21.27932357788,15.36651058196,15.09984607696,14.82237529756,14.02497959134,16.214514732359998,19.421488952639997,23.3178134918,25.0953678131,25.796139144899996,24.9089302063,23.846579742419998,23.502931213380002,23.26803270976667
R.Thumb_D_d_x,0.3945633113384,0.2609499812128,0.2112423896788,0.21765964329239998,0.318264794349748,0.5108326315878001,0.4857009887696,0.15224025845499994,-0.10773501545186,-0.37247394472342005,-0.4320959389212001,-0.14682348445043997,0.028455719351768,0.04173115231096,-0.016538120061145998,0.012948180409144,0.0617162982623
R.Thumb_D_d_y,-0.2963729441166,-0.204571837187,-0.13869805485,-0.033085472509319994,0.04741044342531999,-0.048292253166419996,-0.041427148133520005,0.10168691650019998,0.1675952777268,0.292897489667,0.357976859808,0.13392858877765998,0.007486036792404001,0.03622234556823999,0.10475493073450001,0.1051476299762,0.0867341806491
R.Thumb_D_d_z,0.70953540802,0.9425773262975999,0.967407166958,0.9709605216978,0.9098826646804001,0.858312034607,0.8730417847631999,0.8992017507551999,0.9764862418175999,0.858738875389,0.8249227166176001,0.9735868692396,0.9993400454522,0.9982699751854,0.9941502809524,0.9940069794655999,0.9943121075633332
R.Index_M_s_x,-79.64873099333799,-100.4620635986,-100.4434753418,-100.02290802018,-99.8726135254,-99.78634948734,-99.9721817018,-99.41645812994,-97.99436340332,-98.1245803833,-97.0657333374,-96.8232208252,-97.10222320558,-97.51395721434001,-97.72502441405999,-97.80341796873999,-98.04148356116667
R.Index_M_s_y,172.15406799320002,176.12660522480002,175.7909759522,175.8307983398,177.49886169439998,178.22077026340003,178.28403930660002,177.9984375,176.15466308599997,176.50708007819998,176.4637969972,175.8469757082,176.2335327148,176.6365234374,176.9553771974,176.9199218752,177.02405802433336
R.Index_M_s_z,96.01579895018001,90.8612411499,90.8360244751,90.41951141356,91.00554199220001,90.83177948000001,90.86152496337999,90.73553314208,90.50679168702001,91.6916870117,91.76594696044,90.7977279663,90.46439056396,90.39002990722,90.48311157226001,90.69575347898,91.09142303463334
R.Index_M_e_x,-99.07483651621001,-124.05093231199999,-124.3357635498,-124.68547821019999,-124.81065368660002,-124.55619659439999,-124.57488555900002,-123.64364013679999,-122.8903778076,-122.908647156,-122.85213012679999,-123.19867706280002,-123.6504684448,-124.47670440680001,-124.79140014679999,-124.4583450318,-124.47909291566667
R.Index_M_e_y,184.88435668920002,189.7350952146,188.545916748,188.4487152098,190.2820251466,191.04347534200002,191.39151306160002,191.88845825180002,190.45582580559997,186.2925781248,187.4885345458,187.3437042236,187.81397399899998,188.1607299804,188.17463378899998,187.1682434082,187.085337321
R.Index_M_e_z,39.04244918822,35.06214599608,34.96459503174,34.85502395628,35.59897079468,35.35905761718,35.38091888428001,35.2824180603,35.45833816526,35.6338531494,36.380526733379995,35.776275634760005,35.54371032716,35.65987777712,35.740854644760006,35.56331634519999,35.819175720233325
R.Index_M_d_x,0.31282282769664,0.37991219759000006,0.3847989439964,0.3972047805786,0.40164140462880005,0.39893254041679993,0.39624062180520003,0.3901926279068,0.4009645581248,0.3991615653035999,0.41530467867839993,0.4247918188572,0.427574670315,0.43425046205499995,0.4359194695946,0.42929285764700004,0.425792813301
R.Index_M_d_y,-0.2048219770192,-0.21917250454440002,-0.20542560219759998,-0.2032187581064,-0.20588016212000002,-0.20651699304600002,-0.21110335886500003,-0.22370673120059997,-0.23032841086380001,-0.15760104358200003,-0.17755970954880002,-0.18516139090059996,-0.18650962710400001,-0.1856039345266,-0.1806925445794,-0.1650550782682,-0.16204265256733333
R.Index_M_d_z,0.9163929343221999,0.8986762881278001,0.8998412847519999,0.8948978185651999,0.8923545241355999,0.8934198856351999,0.8935468792915999,0.893104147911,0.8865868449209999,0.9028434634208,0.8920139074326,0.8861519694329999,0.8845289587976,0.881460392475,0.8816553711890001,0.8879394412038,0.890191137791
R.Index_P_s_x,-99.07483651621001,-124.05093231199999,-124.3357635498,-124.68547821019999,-124.81065368660002,-124.55619659439999,-124.57488555900002,-123.64364013679999,-122.8903778076,-122.908647156,-122.85213012679999,-123.19867706280002,-123.6504684448,-124.47670440680001,-124.79140014679999,-124.4583450318,-124.47909291566667
R.Index_P_s_y,184.88435668920002,189.7350952146,188.545916748,188.4487152098,190.2820251466,191.04347534200002,191.39151306160002,191.88845825180002,190.45582580559997,186.2925781248,187.4885345458,187.3437042236,187.81397399899998,188.1607299804,188.17463378899998,187.1682434082,187.085337321
R.Index_P_s_z,39.04244918822,35.06214599608,34.96459503174,34.85502395628,35.59897079468,35.35905761718,35.38091888428001,35.2824180603,35.45833816526,35.6338531494,36.380526733379995,35.776275634760005,35.54371032716,35.65987777712,35.740854644760006,35.56331634519999,35.819175720233325
R.Index_P_e_x,-102.72995975014001,-128.8704193116,-129.2874176026,-130.206704712,-130.9235595704,-130.87717590339997,-130.9588287354,-129.4338867188,-127.80043487559999,-125.97627563459999,-126.7668685912,-127.1968185424,-127.6548049928,-128.8683929444,-129.27698669440002,-128.6302124024,-128.23891194633333
R.Index_P_e_y,195.864187622,205.17747192400003,203.1660583494,203.232925415,205.563406372,206.4039794922,206.8353729246,207.22153930660002,204.3591735838,195.3064971924,197.15484008820002,198.37651672360002,199.2213500976,199.65118713379997,199.31737060560005,197.8885833742,198.2940419513333
R.Index_P_e_z,6.112739372248,2.4811414241799996,2.02512204647,2.082598400114,3.1582454204580004,2.995557117464,3.0694004535659998,2.8074474334720003,2.218592238426,0.5590257972468,1.5459198474879998,1.344382596016,1.2344633340820002,1.425722837448,1.4044204711900001,1.053732442856,1.4168529907866667
R.Index_P_d_x,0.1004756478593802,0.1324864059686,0.1361196339128,0.1517770081758,0.1680420994758,0.1737619936466,0.175492849946,0.15917230546480002,0.1349761158228,0.08432826846838001,0.10761508643622,0.10990781337019999,0.1100781172514,0.120726312697,0.12330754697320001,0.11468348801119999,0.10335639864200001
R.Index_P_d_y,-0.30076400637600004,-0.42450679540619995,-0.40190374255180006,-0.4064138948918,-0.4200809717176,-0.4222560644148,-0.42454748153680005,-0.4215022265912,-0.3821992039682,-0.24779016971579998,-0.2657240927218,-0.30328899025899997,-0.31358563899999997,-0.3158695101738,-0.30631079673760003,-0.29469920396779997,-0.308124224345
R.Index_P_d_z,0.9099717140198,0.895643091202,0.9054972290994,0.9009050130843999,0.8917866349219998,0.8896637797356,0.8882347822191999,0.8927281022069999,0.9137514591218,0.9641974091528001,0.9575937867163999,0.9465232849122,0.9431518435478001,0.9410875320436001,0.9438991785048,0.9486589789391999,0.9457105000813333
R.Index_I_s_x,-102.72995975014001,-128.8704193116,-129.2874176026,-130.206704712,-130.9235595704,-130.87717590339997,-130.9588287354,-129.4338867188,-127.80043487559999,-125.97627563459999,-126.7668685912,-127.1968185424,-127.6548049928,-128.8683929444,-129.27698669440002,-128.6302124024,-128.23891194633333
R.Index_I_s_y,195.864187622,205.17747192400003,203.1660583494,203.232925415,205.563406372,206.4039794922,206.8353729246,207.22153930660002,204.3591735838,195.3064971924,197.15484008820002,198.37651672360002,199.2213500976,199.65118713379997,199.31737060560005,197.8885833742,198.2940419513333
R.Index_I_s_z,6.112739372248,2.4811414241799996,2.02512204647,2.082598400114,3.1582454204580004,2.995557117464,3.0694004535659998,2.8074474334720003,2.218592238426,0.5590257972468,1.5459198474879998,1.344382596016,1.2344633340820002,1.425722837448,1.4044204711900001,1.053732442856,1.4168529907866667
R.Index_I_e_x,-105.2671499371356,-131.7530334472,-132.1890075682,-133.4438659668,-134.5724090574,-134.67298584,-134.78114318859997,-132.8473358154,-130.5936553954,-127.70210723860001,-128.9692733764,-129.466381836,-129.99673461920003,-131.44998779300002,-131.8782318118,-131.0323455808,-130.391876221
R.Index_I_e_y,200.5687316894,213.3074218754,210.97381286620003,211.0364440918,213.3415985108,214.15107116680002,214.651159668,215.2307434082,212.04820556660002,200.37767333980003,202.59304809559995,204.4829956054,205.22647399899998,205.6208587646,205.2352355958,203.6702209472,204.42909240733334
R.Index_I_e_z,-12.239833164223999,-16.07759914396,-16.66861228942,-16.55624294282,-15.41647129058,-15.56281890868,-15.454760360699998,-15.71281547548,-16.535322761539998,-19.17387161256,-18.05183029178,-18.056566238380004,-18.189481735199998,-17.978846359259997,-18.01335296632,-18.43007202146,-17.988393783566668
R.Index_I_d_x,0.1243658483028,0.1408515632154,0.1417787522078,0.158175596595,0.178291669488,0.1854725241662,0.1867676138878,0.16678944826140002,0.1364835590124,0.08432833701369999,0.10761487036944,0.1108963876964,0.11443239450460001,0.1261430129408,0.12710316479199998,0.1173740699888,0.10519906878466667
R.Index_I_d_y,-0.227610129118,-0.39724920392019997,-0.3815059006214,-0.381298953295,-0.380061405897,-0.3785417795182,-0.38189841508859995,-0.3913492500782,-0.37570483088500006,-0.24779002368459996,-0.2657241076232,-0.298377430439,-0.2934250056742,-0.29169269204160003,-0.2891612827778,-0.2825048863888,-0.29977348446833335
R.Index_I_d_z,0.9010352611542001,0.9068253517154,0.913421368599,0.9107392549514,0.9076058745386,0.9068074822425999,0.9051356911658001,0.904945218563,0.9163619518281999,0.9641974568364,0.9575938463214,0.9479775905607999,0.9491013407705999,0.9481545090674001,0.9487996578216,0.9520260930061999,0.9481875300406667
R.Index_D_s_x,-105.2671499371356,-131.7530334472,-132.1890075682,-133.4438659668,-134.5724090574,-134.67298584,-134.78114318859997,-132.8473358154,-130.5936553954,-127.70210723860001,-128.9692733764,-129.466381836,-129.99673461920003,-131.44998779300002,-131.8782318118,-131.0323455808,-130.391876221
R.Index_D_s_y,200.5687316894,213.3074218754,210.97381286620003,211.0364440918,213.3415985108,214.15107116680002,214.651159668,215.2307434082,212.04820556660002,200.37767333980003,202.59304809559995,204.4829956054,205.22647399899998,205.6208587646,205.2352355958,203.6702209472,204.42909240733334
R.Index_D_s_z,-12.239833164223999,-16.07759914396,-16.66861228942,-16.55624294282,-15.41647129058,-15.56281890868,-15.454760360699998,-15.71281547548,-16.535322761539998,-19.17387161256,-18.05183029178,-18.056566238380004,-18.189481735199998,-17.978846359259997,-18.01335296632,-18.43007202146,-17.988393783566668
R.Index_D_e_x,-107.44857168194599,-134.060534668,-134.4720184326,-135.9550567626,-137.4263275148,-137.6687286378,-137.79171752940002,-135.5169586184,-132.71484985360001,-128.98273468019997,-130.639263916,-131.2172149656,-131.8176391602,-133.4477386476,-133.8820159914,-132.9039367676,-132.08411153166665
R.Index_D_e_y,202.70099487299998,218.128225708,215.61918640140001,215.6316711426,217.67913208,218.3559631348,218.9026092528,219.800250244,216.75283508319998,203.3773223878,205.8265319826,208.04318237299998,208.67503662079997,209.03860473639998,208.646914673,206.9445373534,207.97196960466667
