,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
L.Ring_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.hand.palm_position_x,1.733841133120001,-8.952458763124,-8.796926116943999,-7.983689975738001,-7.04624414444,-4.452734088898,3.6556674420831996,16.45559253692,31.87742347716,38.71500778198,38.414890289300004,35.978178405760005,33.7333869934,32.497501373300004,30.4214351654,25.7387939453,23.90864105224,23.023878097519997,22.610529708860003,22.7483215332,22.780213673900004
R.hand.palm_position_y,225.33395690900002,228.4448394778,230.83970642100002,234.7356384276,235.75418701179996,236.8773132326,240.22588806159996,243.66023254420003,247.048788452,248.758190918,250.59101867660002,253.06782836899998,253.1348205568,251.7556640624,250.63565673840003,251.2543273926,253.10306701659997,253.90779418940002,253.2800720216,253.0080780026,253.00190226200002
R.hand.palm_position_z,67.92017307282,88.44544525146,88.2753189087,89.11144714356,90.68757324218001,91.43254394531999,89.07384796142,91.23282470706002,103.62122039798001,106.60245513920002,104.06017303460001,103.3912719726,102.58157043460001,100.0839813233,98.42300415039999,98.36296539304,99.39548797608,99.05600738526,97.92845458984,96.82093963624,96.37344868980001
R.pitch,140.89237408134403,174.55461960600002,177.40688204819998,179.52424344780002,107.53648576680003,35.5851275308,175.81526217180001,176.39190499740002,-178.720912105,-177.93763966260002,-179.2402769636,-107.75927288,-178.74741870359998,-177.5052449696,-178.41163293979997,178.7197236522,178.62905425579999,179.163349908,179.22374517359998,179.22543632819998,179.727086408
R.roll,47.316642486119996,60.80176959926,64.13320396808,65.871265834,62.240029870319994,61.06763334976,65.22615855746001,70.59721584382,71.34281023062,68.21943298866,70.42800746744,71.69404041850001,73.14347078106,72.30977378312,72.81948485208001,73.18302713904,72.81265056472,74.12199374578002,73.89622593824001,73.21887743639999,72.6941344869
R.yaw,-135.97766496141998,-162.589871105,-160.7452856074,-160.168648246,-160.2499684796,-160.1709022084,-161.0918056968,-158.79655884840002,-161.40822377600003,-162.5055565168,-162.1464606832,-161.7553558504,-160.43006144539999,-159.8143253486,-159.5878499334,-159.34441379239996,-159.32793391180002,-159.3640902018,-159.3243576246,-159.0130649194,-158.79219663466665
R.Arm direction_x,-0.9433396577834001,-0.9918338656423998,-0.9965680241584,-0.9933642745018,-0.9914127945900001,-0.9930302977562,-0.9960997581483999,-0.9894966363908001,-0.9832056283952,-0.9641823053362002,-0.9702585935592,-0.9755137443540001,-0.9759037137029999,-0.9740635156633999,-0.9745875000955999,-0.9758014321326002,-0.9776568055152,-0.983466899395,-0.9828356146813999,-0.9806328535079999,-0.979205509027
R.Arm direction_y,0.2350099235774,0.12335686087619999,0.06607013568282,0.013017877750102,0.04209323376416,0.0417862087488,0.04548850581048,0.06074602454898,0.15118964463464002,0.2499454587698,0.21505312621579997,0.18106345832340004,0.16907381415359998,0.1753608316182,0.1712430268526,0.183554661274,0.1904797554018,0.15694924890980003,0.152299812436,0.1600427776574,0.166154657801
R.Arm direction_z,-0.0331553407014,0.028345789574097995,-0.041436681896439995,-0.11338581144821999,-0.1228590756652,-0.10960332453249999,-0.07417326197028,-0.130518017709,-0.09096083045002001,-0.08828407377004,-0.109582646191,-0.1247617274522,-0.137860289216,-0.1429716736076,-0.144331806898,-0.1183068141342,-0.08839882314203999,-0.09004024714231999,-0.1040421992541,-0.1128656700256,-0.11637900521333333
R.wrist position_x,27.98237686158,13.39003829956,16.006313323980002,17.9245792389,18.576389694219998,21.09417572022,28.342771148700002,43.86605682374,56.9207435608,62.35415878296,62.689753723120006,60.830309295640006,60.01557006836,59.31849441528,57.46468048096,52.75237426758,50.743766784680005,50.02998275756,49.712213897699996,50.10041427614,50.31646347046666
R.wrist position_y,214.3008392336,217.7557128906,223.1769653318,229.5258758546,230.5837768554,231.8774780274,231.15438232420001,234.4627044676,241.38863525419998,242.97347412099998,243.72536315920001,245.97830200199996,247.0262054444,246.83458557120002,244.84485778779998,242.5714569092,244.3134490966,245.9002685548,245.39365234360002,245.087136841,245.529256185
R.wrist position_z,32.243242645260004,31.647114562980004,32.233951950080005,33.64291229246,35.176990509039996,35.8216255188,33.40985794066,36.839905548080004,47.590453338639996,50.05153732302001,47.940235900880005,47.59515151978,47.26669692994,44.904071807879994,43.40917358398,43.485201263419995,44.28324966432,43.93344116212,42.91707763674,41.96346969604,41.552144368466664
R.elbow position_x,247.01698303220002,243.6845428466,247.40004577639996,248.57444152820003,248.77312927240004,251.6664855958,259.6277862548,273.6178833008,285.2118591308,286.22824096680006,287.9746765136,287.3354431152,286.6112487792,285.48689575199995,283.7547485352,279.32430419900004,277.746496582,278.38176269539997,277.9174072266,277.7941467286,277.67879231766665
R.elbow position_y,159.73374328619997,189.11340942379996,207.83609924320004,226.5032470704,220.81011962879998,222.1751098634,220.59237976059998,220.3580505372,206.28381958,184.93849182120002,193.79204711900002,203.9370727538,207.7688537596,206.1174438476,205.0838348388,199.95178833,200.08583679199998,209.45812683100002,210.0310638428,207.9267059324,206.94970194500002
R.elbow position_z,39.941602706919994,25.06548805236,41.8551612854,59.9700325012,63.70371475219999,61.27048873902,50.632192993139995,67.14496307371999,68.71070404052,70.55027008060001,73.38429718018,76.56365203857999,79.27656250001999,78.10075225832,76.92166442872,70.9549346924,64.8086265564,64.83994140626001,67.07470092772,68.16981811522,68.57425689696667
R.Thumb_M_s_x,25.260542488099997,18.81677474976,19.47488594054,20.1920539856,21.86766586304,24.759764862079997,31.526989746080005,44.72852783204,57.73844909668001,64.48661193848,64.00471496582,61.58250274658,59.86384353638,59.169261932359994,57.2079711914,52.853247833240005,51.130733489979995,49.86039886474,49.526045227059996,50.051892089860004,50.326610565200006
R.Thumb_M_s_y,230.947488403,237.2011810302,242.7515411378,248.7418701172,248.99677429180002,249.9040710448,251.0414459228,256.064465332,263.4747192384,265.22331542960006,266.4335083004,268.7276367188,269.8814941406,269.3525878904,267.601446533,265.9899536132,267.702368164,269.15714721679996,268.5419799804,268.16478881840004,268.477071126
R.Thumb_M_s_z,42.85877838134,44.358250427259996,45.267405700699996,46.6610809326,48.492488861080005,49.391905212400005,45.506629943840004,48.37494430542,60.57435836792,63.5118499756,60.62908859253999,59.90251464846,59.819700622560006,58.00049438478,56.15957870484,55.471950531000005,56.52745666506,56.16879348753999,55.09481811522001,54.19670028684,54.0199050903
R.Thumb_M_e_x,25.260542488099997,18.81677474976,19.47488594054,20.1920539856,21.86766586304,24.759764862079997,31.526989746080005,44.72852783204,57.73844909668001,64.48661193848,64.00471496582,61.58250274658,59.86384353638,59.169261932359994,57.2079711914,52.853247833240005,51.130733489979995,49.86039886474,49.526045227059996,50.051892089860004,50.326610565200006
R.Thumb_M_e_y,230.947488403,237.2011810302,242.7515411378,248.7418701172,248.99677429180002,249.9040710448,251.0414459228,256.064465332,263.4747192384,265.22331542960006,266.4335083004,268.7276367188,269.8814941406,269.3525878904,267.601446533,265.9899536132,267.702368164,269.15714721679996,268.5419799804,268.16478881840004,268.477071126
R.Thumb_M_e_z,42.85877838134,44.358250427259996,45.267405700699996,46.6610809326,48.492488861080005,49.391905212400005,45.506629943840004,48.37494430542,60.57435836792,63.5118499756,60.62908859253999,59.90251464846,59.819700622560006,58.00049438478,56.15957870484,55.471950531000005,56.52745666506,56.16879348753999,55.09481811522001,54.19670028684,54.0199050903
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,25.260542488099997,18.81677474976,19.47488594054,20.1920539856,21.86766586304,24.759764862079997,31.526989746080005,44.72852783204,57.73844909668001,64.48661193848,64.00471496582,61.58250274658,59.86384353638,59.169261932359994,57.2079711914,52.853247833240005,51.130733489979995,49.86039886474,49.526045227059996,50.051892089860004,50.326610565200006
R.Thumb_P_s_y,230.947488403,237.2011810302,242.7515411378,248.7418701172,248.99677429180002,249.9040710448,251.0414459228,256.064465332,263.4747192384,265.22331542960006,266.4335083004,268.7276367188,269.8814941406,269.3525878904,267.601446533,265.9899536132,267.702368164,269.15714721679996,268.5419799804,268.16478881840004,268.477071126
R.Thumb_P_s_z,42.85877838134,44.358250427259996,45.267405700699996,46.6610809326,48.492488861080005,49.391905212400005,45.506629943840004,48.37494430542,60.57435836792,63.5118499756,60.62908859253999,59.90251464846,59.819700622560006,58.00049438478,56.15957870484,55.471950531000005,56.52745666506,56.16879348753999,55.09481811522001,54.19670028684,54.0199050903
R.Thumb_P_e_x,22.25759162904,22.641919708240003,21.2866859436,20.14301948548,23.0105293274,26.66174812318,33.16978683472,44.87628479006,57.87617721558,65.46406707764001,64.45784683228,61.209613800039996,58.21075592042,57.73514251708,55.60370788574001,50.880046844460004,49.48768692018,47.84822311402,47.40448226932,48.088503265380005,48.416929880800005
R.Thumb_P_e_y,244.411514282,258.6850524904,260.3374206544,261.75690917960003,259.82413330080004,258.51990966799997,266.2642333986,273.338146973,276.7563537596,276.916040039,279.25480346679996,282.59378662119997,283.3099304202,281.00733032200003,279.8886047364,280.725201416,282.9228088378,284.1239990232,282.97728271479997,282.0903381346,281.75258382133336
R.Thumb_P_e_z,66.784042549136,81.31681365968,84.34326019288,87.55816040042,90.00719299315999,91.39243621828,85.5300628662,87.66901397708,101.38108673116,104.80385742180002,101.5916473388,100.52539825459999,100.5563095094,99.2897766113,97.25221710206002,95.74097137454001,96.63180541992,96.35119171142,95.46625366212,94.75416259763999,94.79816691079999
R.Thumb_P_d_x,0.06995418965814001,-0.08910730332135999,-0.04220614377410001,0.0011422661598839996,-0.02662317045034,-0.04430697858334,-0.03826919682322,-0.003442019922649199,-0.0032083972008058,-0.0227699596435,-0.010555771877984,0.008686502577607,0.03850891329346,0.03340802043676,0.037371546775100004,0.045966008305560004,0.0382750071585,0.04687392562628,0.04942211285234,0.045737425237900003,0.04448628922303333
R.Thumb_P_d_y,-0.3136464059354,-0.5004698872565999,-0.40966560840620003,-0.30318722724920005,-0.2522248923778,-0.20070721805100003,-0.3546170592308,-0.4023929357528,-0.30939759612099993,-0.27238371968259995,-0.2986739337444,-0.32301399111740003,-0.3128173589704,-0.27149892449380003,-0.286231136322,-0.3432597637178,-0.3545623660086,-0.3486549794672,-0.33627244234059994,-0.32439767718320006,-0.30925500392933336
R.Thumb_P_d_z,-0.5573424458504,-0.8609550595285999,-0.9102776885032,-0.9527033925057999,-0.9670910477638,-0.9784085154533999,-0.9323517203332001,-0.9153610825537999,-0.9505986571312001,-0.9619033217430001,-0.95422873497,-0.9463160276414001,-0.9489651560784,-0.9618398427964001,-0.9572589635848001,-0.9380727767946,-0.9342365980149999,-0.9360547780990001,-0.940458369255,-0.9447919130325999,-0.9499355554579999
R.Thumb_I_s_x,22.25759162904,22.641919708240003,21.2866859436,20.14301948548,23.0105293274,26.66174812318,33.16978683472,44.87628479006,57.87617721558,65.46406707764001,64.45784683228,61.209613800039996,58.21075592042,57.73514251708,55.60370788574001,50.880046844460004,49.48768692018,47.84822311402,47.40448226932,48.088503265380005,48.416929880800005
R.Thumb_I_s_y,244.411514282,258.6850524904,260.3374206544,261.75690917960003,259.82413330080004,258.51990966799997,266.2642333986,273.338146973,276.7563537596,276.916040039,279.25480346679996,282.59378662119997,283.3099304202,281.00733032200003,279.8886047364,280.725201416,282.9228088378,284.1239990232,282.97728271479997,282.0903381346,281.75258382133336
R.Thumb_I_s_z,66.784042549136,81.31681365968,84.34326019288,87.55816040042,90.00719299315999,91.39243621828,85.5300628662,87.66901397708,101.38108673116,104.80385742180002,101.5916473388,100.52539825459999,100.5563095094,99.2897766113,97.25221710206002,95.74097137454001,96.63180541992,96.35119171142,95.46625366212,94.75416259763999,94.79816691079999
R.Thumb_I_e_x,22.14024620058,24.328367233260003,22.081364059460004,19.91605262756,23.2544719696,27.05641288754,33.57172813416,44.97758102418,58.20556793211999,66.13282928465999,64.82267456054,60.97980041504,57.246823883039994,56.94687652585999,54.681337738059995,49.669822692859995,48.511618041999995,46.659355163559994,46.13904800414,46.899869537339995,47.24299621583333
R.Thumb_I_e_y,247.17783203119998,266.9698120118,267.0795715332,265.4579650878,261.9528137206,257.610913086,267.3285217284,278.90404663099997,280.8186706544,280.8590026856,285.5752197264,291.30677490220006,290.7414611818,286.6028869628,286.29381713860005,289.2638549804,291.2924194336,292.444543457,290.99140625,289.9158935548,289.364308675
R.Thumb_I_e_z,83.48581085218,107.6103286744,111.0998443602,114.921987915,117.54098205559998,118.977482605,113.036706543,114.72168273940001,128.6934677124,132.1302276614,128.4640045166,126.7188934328,127.1366363528,126.326486206,124.09244232180001,121.9817352296,122.93657684320002,122.662586975,121.86933288579999,121.2173171996,121.32444763166666
R.Thumb_I_d_x,0.004248294979339999,-0.06105504482984,-0.028770004026584008,0.0082169597619088,-0.008831540215768,-0.014288183208558,-0.014551620930435999,-0.0036672622431039997,-0.011925044283271999,-0.024211431294660003,-0.013207982853044,0.008320012455802,0.0348975647241,0.028537864983100004,0.03339288532734,0.04381415918466,0.035336958616999994,0.04304100573064,0.04581295922398,0.04303252100946,0.0425003282726
R.Thumb_I_d_y,-0.10014995336520001,-0.2999360263348,-0.24408840239040003,-0.1339906156064,-0.07706535905598,0.032908714190119995,-0.038530792668399996,-0.20150417983519997,-0.14706945717359998,-0.1427484512326,-0.22882020473480003,-0.31543927788759996,-0.2690462768078,-0.20257786512360001,-0.23189012110219998,-0.30912779569619997,-0.3030079066754,-0.3012315988542,-0.2901381075382,-0.2833113074302,-0.2755699058373333
R.Thumb_I_d_z,-0.6046598672868001,-0.9519132494925999,-0.9686778068541999,-0.9906621813774,-0.9968153357505999,-0.9986708879469999,-0.9958325386048001,-0.979397070408,-0.9887995123864,-0.9893061041833999,-0.9728691816330001,-0.9482920169829999,-0.9622967481611999,-0.9788192987442,-0.9717059612273999,-0.950003349781,-0.952320718765,-0.952560698986,-0.9558799028395999,-0.9580548048018,-0.9603401621183334
R.Thumb_D_s_x,22.14024620058,24.328367233260003,22.081364059460004,19.91605262756,23.2544719696,27.05641288754,33.57172813416,44.97758102418,58.20556793211999,66.13282928465999,64.82267456054,60.97980041504,57.246823883039994,56.94687652585999,54.681337738059995,49.669822692859995,48.511618041999995,46.659355163559994,46.13904800414,46.899869537339995,47.24299621583333
R.Thumb_D_s_y,247.17783203119998,266.9698120118,267.0795715332,265.4579650878,261.9528137206,257.610913086,267.3285217284,278.90404663099997,280.8186706544,280.8590026856,285.5752197264,291.30677490220006,290.7414611818,286.6028869628,286.29381713860005,289.2638549804,291.2924194336,292.444543457,290.99140625,289.9158935548,289.364308675
R.Thumb_D_s_z,83.48581085218,107.6103286744,111.0998443602,114.921987915,117.54098205559998,118.977482605,113.036706543,114.72168273940001,128.6934677124,132.1302276614,128.4640045166,126.7188934328,127.1366363528,126.326486206,124.09244232180001,121.9817352296,122.93657684320002,122.662586975,121.86933288579999,121.2173171996,121.32444763166666
R.Thumb_D_e_x,22.93158721924,24.602294921879995,22.25452461242,19.60644226074,23.01634902954,26.698226928720004,33.376061248780005,45.07806625368001,58.781652069100005,66.63613281248,65.53871459962,61.488973236099994,57.26767654417999,56.94846343994,54.655208587640004,49.44646835326,48.4223197937,46.70334777832001,46.26441879274001,46.97447280886,47.24954096476666
R.Thumb_D_e_y,243.501727295,266.57326049820006,267.2869445802,264.07984619160004,259.4222351076,252.28038024899996,262.0552764892,276.3453552248,275.9527221682,272.9027282716,275.2216064452,285.1719787596,287.7402648926,283.11724243180004,282.8469787596,286.4884399416,287.70778808600005,288.20666503900003,284.90573120119996,283.25910034159995,282.58609008800005
R.Thumb_D_e_z,95.5268699647,126.56058197019999,130.0549102782,133.8223205566,136.3270874024,137.1287963866,131.1719177246,133.4986328124,146.9977508544,149.2988891602,144.32126464840002,144.51561279280003,145.8549987794,144.96218566880003,142.7331573484,140.7343811036,141.5524749756,141.1391052246,139.8215972902,138.96979370100001,139.031275431
R.Thumb_D_d_x,-0.0417376675410998,-0.01444775350392,-0.009132994432008,0.01632975768298,0.012559306621561999,0.018891781196,0.010320047452127999,-0.005299888364952,-0.030384381115420002,-0.02654570229352,-0.03776605948806,-0.02685526832936,-0.0010998309124256,-8.369872812099999e-05,0.0013781285946592602,0.011780365370222,0.0047098515788139995,-0.002320299693384,-0.006612422876057999,-0.00393479662016,-0.00034518950269533336
R.Thumb_D_d_y,0.19388861060129997,0.0209152967436006,-0.010937462048592,0.07268603593116,0.13347017467039998,0.28114798665060003,0.27812648415579994,0.1349529221652,0.2566445291042,0.419637221098,0.5460800409318,0.3235671460628,0.15829193294059998,0.18384314775479998,0.18179640471959999,0.1463835537434,0.1890640318392,0.22351815700540004,0.320976340771,0.3510989248752,0.35750330487866666
R.Thumb_D_d_z,-0.6350808143614001,-0.9994921922684,-0.9997457861900001,-0.9968589663506,-0.9908345699308001,-0.9573536872864,-0.9565044641493999,-0.9903516530992,-0.9654220581055999,-0.9055254817007998,-0.8363585829734002,-0.9386512160301999,-0.9872615694998,-0.9829016089439999,-0.9831661701202,-0.989069712162,-0.9818573594094,-0.9745058178899999,-0.9468550443647998,-0.9363180041312,-0.933910469214
R.Index_M_s_x,10.254985833172,-1.1557922363284001,-0.7034165024758,-0.039554837346039984,1.6880920887006,4.600270366668001,11.361579036714,24.49040756228,37.64762496948,44.385606384300004,43.91179199220001,41.493598937959995,39.76707839966,39.03342208862,37.07025375366,32.68728027346,30.953013610840003,29.7306793213,29.38762969972,29.880374526979995,30.137069702133335
