,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
R.Arm direction_y,0.6856079101564,0.7262854576110002,0.7277720451356,0.7332448363302,0.7295660972596,0.7142263174058001,0.7380399942396001,0.7687661647796,0.7688109874725999,0.786299288273,0.8005254983901999,0.7999678611754001,0.8033048033714,0.8111258268354,0.8089231967925998,0.8120549678804,0.8144787788392,0.8180341482164,0.8232188224793999,0.8207213640214001,0.8352600455284002,0.8409484267235999,0.8423190116881999,0.8319139957428,0.843208670616,0.8448413848876,0.829172694683,0.826973390579,0.808234381676,0.8075168251992,0.7950394749642,0.8042986392973999,0.806457412243,0.8261624693870001,0.806153690815,0.8058521032332001,0.8226721286772,0.7873231649398,0.7657541632653999,0.7913342714307999,0.7967109560968,0.8048141360282,0.8126842737198,0.7751864790918,0.7507634758950001,0.7797728776934,0.7767486572264002,0.775624680519,0.777091304461
R.Arm direction_z,-0.40160133242600005,-0.2808788776398,-0.32491263747200005,-0.3214227974416,-0.2433992266656,-0.29175975322720005,-0.3253740787506,-0.2658768594264,-0.3206086874008,-0.28859503269200004,-0.1934351682664,-0.2570268720388,-0.260909420252,-0.1948147386314,-0.2519091933968,-0.2516218930484,-0.2408706694842,-0.28391199707979997,-0.2397614210844,-0.22983141839500004,-0.27039154767979995,-0.21887551844119998,-0.2753027498722,-0.30951126217839997,-0.225799125433,-0.2762896299362,-0.289083391428,-0.23497582376,-0.298125052452,-0.2399524122476,-0.19607731401919998,-0.2584789901972,-0.1819636434316,-0.2315581589938,-0.22552712261660002,-0.1928573340178,-0.1902511119842,-0.22534749507899998,-0.226666817069,-0.1628290951252,-0.1608672440054,-0.16662649810299998,-0.21246337890619998,-0.2291879862548,-0.2057943105698,-0.20876184999940003,-0.21614771783339998,-0.2195537954568,-0.21853976945099998
R.wrist position_x,13.320696926114,5.231391096116,9.268020820618,4.845529842376001,1.949324178698,4.332768535613999,2.7767611503606,-2.69461143017,-1.5087757349,-2.7203669786480003,-1.0327997237443998,1.8323776006719998,-0.2304903239004,-0.8456059873103999,1.734786462784,0.18043548613782004,-0.7024595286698999,1.927125096322,-0.14441776275519994,0.6714649617674,3.32160220146,1.059247136117,4.37640619278,6.242542266848,2.456687235834,4.7481488227840005,3.2539713621139996,2.631889438628,4.6221451759339995,-0.48629820943019997,-3.6426795482619996,-4.575501441956,-4.320640897752,-1.9967568993586,-1.899799466132,-0.712957446369554,0.9194604933253998,3.3634002923980004,7.014126205444001,7.563139152526,8.217301177978,8.39774312973,6.577052211761999,5.364983272553999,5.490437984464,5.80640745163,5.591694545746,5.563366413114,5.44374259313
R.wrist position_y,197.33029785160002,213.8334472656,206.59164428719995,208.04123535180003,219.04244995119998,209.5813201902,201.21111450220002,205.3540527344,199.46296081559998,201.9045806886,209.26724853480005,200.7912628172,203.52192382799998,210.6159332274,203.49057006840002,203.16393737779998,206.18613891599998,199.590194702,205.10227661119998,205.91268920919998,202.88415527340004,209.490777588,205.27222900400002,202.9209228514,210.3094055176,205.8867675782,205.89066162120002,212.40854797339998,204.46616516120002,207.649533081,208.2810760498,199.1867004394,206.20487365739996,201.80345459,202.6465789794,204.46795043959997,201.8832580568,199.3910552978,201.19737243639997,205.5038635252,205.70349731439995,206.54763488780003,205.34523620580003,202.1182525636,203.8623657226,203.68199462900003,204.237246704,204.45629882780003,204.68595377633335
R.wrist position_z,100.67148742684,114.7547042848,102.73655700690001,107.74909210184,122.91455535899999,103.75628662102,97.20919189442,104.9417434694,89.74194030762,98.18505401627999,109.9727859498,94.16307678220001,99.36026153574,109.41975708,94.50363159178,95.86049804692,98.50719146742001,87.93157043456002,99.78524017338,98.97247161857999,88.69693603518,102.51251220704,88.29722747806,87.47230987548001,103.70435333246,90.47102661132,95.01619873039999,105.94157257099998,93.0173400879,105.93909454336001,108.12364654536,97.15454101556,108.77533111580001,99.19314727778,101.9177947998,106.70992584220001,108.4795791626,110.3358383178,116.44103393560002,124.64482269279999,127.06688232399999,128.62185211180002,121.71317138699999,116.86022186280002,118.448338318,118.79377746600001,118.8751571654,118.9499893188,118.914161682
R.elbow position_x,151.43596191420002,152.1666198728,150.6552429202,145.11738891599998,151.6104919436,153.1703338622,141.1962554932,133.52854309079999,127.97278747579999,125.0489761354,131.81890258779998,128.6292053222,125.088105774,128.3251113892,126.05525512700001,123.482318115,122.8817428588,119.1000717162,120.31754608160001,123.0922317506,115.36857910160002,116.9407348636,112.52589874259999,114.0255462644,116.6582702638,111.7513473512,115.1763320922,122.2430221558,123.5627563476,125.42779846200001,130.6607955934,120.7221878054,127.39219512919999,118.1508483886,126.10055236819998,130.410015869,126.4161560058,137.67362976060002,147.9418884278,145.58379211439996,144.6775421142,141.8437591554,133.5863922118,142.9781341552,152.50963439920002,144.0598541258,144.1722961428,144.1964080812,143.71402486166667
R.elbow position_y,36.71574935913999,43.689534759519994,36.09947738646,36.2669807434,48.129994964619996,42.26245346068,28.31351699828,25.25835876464,19.35677375794,17.70147266388,21.73142929076,13.386079978926002,15.33500728608,20.596813201899998,13.987456703180001,12.927150154140003,15.38153953554,7.952692794789999,12.250184631343998,13.645662116992,7.2112147331220005,12.485241699208,7.945614337922,8.03184223175,12.77437343598,7.969248008724,11.643776988974,18.67688980102,15.12441520692,18.47588176728,22.03044166566,10.766958427432,17.2794046402,8.261765575406,13.792260360708,15.68428421022,9.159236717216,14.9480934143,21.8072898865,20.12123451234,19.061294174199997,18.0071361542,14.961028289820002,20.51849823,27.984087753300003,21.007806777960003,22.271530914299998,22.75388832092,22.639963785833334
R.elbow position_z,194.75298156739998,180.55504150379997,178.8525054932,183.0474914552,179.93469238280002,172.1056488036,173.43324584959998,167.22762451160003,164.84961547840004,165.7930267332,155.2880432128,154.3757080078,160.4824401858,155.05820922840002,153.517364502,154.8069274902,154.9349731446,154.4424682618,155.9531646728,152.81413269019998,152.04045410139997,153.7875793458,152.79127502440002,159.9802429198,156.60138549799998,155.19626464840002,162.7385803224,160.98839721679997,162.85787048339998,162.15176086419999,154.057876587,157.7073516846,151.4032073976,153.43932189920002,154.7511016846,151.8898254394,153.04892578119998,163.12706909180002,169.54133911140002,162.79012756339998,164.75258789080002,167.6567596438,171.4860931398,170.5511505126,166.6589294434,167.6995574952,169.5111999512,170.38395690919998,170.110580444
R.Thumb_M_s_x,-17.853161811819998,-26.078586196899998,-22.32148895264,-26.910022354140004,-30.18575248716,-27.537575149539997,-28.06553459168,-33.96516761778,-33.318939971919995,-34.641464996340005,-33.451002883899996,-30.181348419200003,-32.01311035153999,-33.126313018800005,-30.42481956482,-31.185588455220007,-32.109326934799995,-29.162626266480004,-30.90111312866,-30.50084724426,-27.15919151306,-29.51247291568,-26.67555007936,-24.14053878784,-27.98127441404,-26.49317359926,-27.865552139280005,-29.353211212159998,-26.987270355200003,-31.897733306880003,-33.687945556660004,-35.40833206176001,-33.7160964966,-32.52696914674,-32.861777496319995,-30.76074829102,-29.609231948860003,-27.585583114640002,-23.56255264284,-21.75547447204,-20.386288070659997,-19.96033439636,-23.993474960319997,-26.896604537980004,-26.266347885120002,-25.734910964939996,-25.968336868299996,-26.09509391784,-26.381069183366666
R.Thumb_M_s_y,196.74510803240003,211.48144836440002,205.68562316900002,207.50173339840003,217.8193450928,207.770388794,199.2145568848,204.6619201662,201.095159912,204.37053833020002,212.04341430640002,203.7545928956,206.1493377686,214.0464294432,207.77977294919998,205.099508667,207.9573120118,201.706210327,205.41006774879997,207.4660247804,203.89974365259997,210.32333068860004,209.34629821779998,204.3905700684,211.22682495100003,211.0192657472,209.86641235360003,216.19792785639999,207.03756713860002,208.02719726560002,203.85128479,197.6944335934,201.10559692400003,200.4197387698,201.0450805664,200.4842803956,199.6802246092,196.8388366702,197.106222534,199.883493042,199.20501403819998,200.2008544924,203.9801666258,203.686920166,201.6320556638,202.2347076418,202.66610412580002,203.148626709,203.84569295266667
R.Thumb_M_s_z,86.95973815917999,102.71230468736,90.23536529542,95.54107666008,111.7116729736,92.09560241701999,84.52951354982001,92.9598892212,77.40766754152,86.02159423826,98.98750610358,82.43478546142,87.63807678222,98.53929138188,83.03004608152,84.08697509766,87.00699615477998,75.96348419188,88.39323272703999,87.20096130371999,76.88832855224,90.95568389892,75.86600036622,74.77621917726,91.54133605956,77.87527313232,81.89470672606001,94.68494415282,80.88186187744,94.79902038582,98.72862548826,86.13800506592,99.56303863528001,88.56179199216,91.47040100097999,97.27964324951999,98.89382629396,100.61336975094,106.68735961939998,115.52738647459998,118.22464752219999,119.31624908420001,111.24063415539999,105.22278747560001,108.06785430919999,108.46737670899999,108.6906845092,108.6729995728,108.60717519133334
R.Thumb_M_e_x,-17.853161811819998,-26.078586196899998,-22.32148895264,-26.910022354140004,-30.18575248716,-27.537575149539997,-28.06553459168,-33.96516761778,-33.318939971919995,-34.641464996340005,-33.451002883899996,-30.181348419200003,-32.01311035153999,-33.126313018800005,-30.42481956482,-31.185588455220007,-32.109326934799995,-29.162626266480004,-30.90111312866,-30.50084724426,-27.15919151306,-29.51247291568,-26.67555007936,-24.14053878784,-27.98127441404,-26.49317359926,-27.865552139280005,-29.353211212159998,-26.987270355200003,-31.897733306880003,-33.687945556660004,-35.40833206176001,-33.7160964966,-32.52696914674,-32.861777496319995,-30.76074829102,-29.609231948860003,-27.585583114640002,-23.56255264284,-21.75547447204,-20.386288070659997,-19.96033439636,-23.993474960319997,-26.896604537980004,-26.266347885120002,-25.734910964939996,-25.968336868299996,-26.09509391784,-26.381069183366666
R.Thumb_M_e_y,196.74510803240003,211.48144836440002,205.68562316900002,207.50173339840003,217.8193450928,207.770388794,199.2145568848,204.6619201662,201.095159912,204.37053833020002,212.04341430640002,203.7545928956,206.1493377686,214.0464294432,207.77977294919998,205.099508667,207.9573120118,201.706210327,205.41006774879997,207.4660247804,203.89974365259997,210.32333068860004,209.34629821779998,204.3905700684,211.22682495100003,211.0192657472,209.86641235360003,216.19792785639999,207.03756713860002,208.02719726560002,203.85128479,197.6944335934,201.10559692400003,200.4197387698,201.0450805664,200.4842803956,199.6802246092,196.8388366702,197.106222534,199.883493042,199.20501403819998,200.2008544924,203.9801666258,203.686920166,201.6320556638,202.2347076418,202.66610412580002,203.148626709,203.84569295266667
R.Thumb_M_e_z,86.95973815917999,102.71230468736,90.23536529542,95.54107666008,111.7116729736,92.09560241701999,84.52951354982001,92.9598892212,77.40766754152,86.02159423826,98.98750610358,82.43478546142,87.63807678222,98.53929138188,83.03004608152,84.08697509766,87.00699615477998,75.96348419188,88.39323272703999,87.20096130371999,76.88832855224,90.95568389892,75.86600036622,74.77621917726,91.54133605956,77.87527313232,81.89470672606001,94.68494415282,80.88186187744,94.79902038582,98.72862548826,86.13800506592,99.56303863528001,88.56179199216,91.47040100097999,97.27964324951999,98.89382629396,100.61336975094,106.68735961939998,115.52738647459998,118.22464752219999,119.31624908420001,111.24063415539999,105.22278747560001,108.06785430919999,108.46737670899999,108.6906845092,108.6729995728,108.60717519133334
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,-17.853161811819998,-26.078586196899998,-22.32148895264,-26.910022354140004,-30.18575248716,-27.537575149539997,-28.06553459168,-33.96516761778,-33.318939971919995,-34.641464996340005,-33.451002883899996,-30.181348419200003,-32.01311035153999,-33.126313018800005,-30.42481956482,-31.185588455220007,-32.109326934799995,-29.162626266480004,-30.90111312866,-30.50084724426,-27.15919151306,-29.51247291568,-26.67555007936,-24.14053878784,-27.98127441404,-26.49317359926,-27.865552139280005,-29.353211212159998,-26.987270355200003,-31.897733306880003,-33.687945556660004,-35.40833206176001,-33.7160964966,-32.52696914674,-32.861777496319995,-30.76074829102,-29.609231948860003,-27.585583114640002,-23.56255264284,-21.75547447204,-20.386288070659997,-19.96033439636,-23.993474960319997,-26.896604537980004,-26.266347885120002,-25.734910964939996,-25.968336868299996,-26.09509391784,-26.381069183366666
R.Thumb_P_s_y,196.74510803240003,211.48144836440002,205.68562316900002,207.50173339840003,217.8193450928,207.770388794,199.2145568848,204.6619201662,201.095159912,204.37053833020002,212.04341430640002,203.7545928956,206.1493377686,214.0464294432,207.77977294919998,205.099508667,207.9573120118,201.706210327,205.41006774879997,207.4660247804,203.89974365259997,210.32333068860004,209.34629821779998,204.3905700684,211.22682495100003,211.0192657472,209.86641235360003,216.19792785639999,207.03756713860002,208.02719726560002,203.85128479,197.6944335934,201.10559692400003,200.4197387698,201.0450805664,200.4842803956,199.6802246092,196.8388366702,197.106222534,199.883493042,199.20501403819998,200.2008544924,203.9801666258,203.686920166,201.6320556638,202.2347076418,202.66610412580002,203.148626709,203.84569295266667
R.Thumb_P_s_z,86.95973815917999,102.71230468736,90.23536529542,95.54107666008,111.7116729736,92.09560241701999,84.52951354982001,92.9598892212,77.40766754152,86.02159423826,98.98750610358,82.43478546142,87.63807678222,98.53929138188,83.03004608152,84.08697509766,87.00699615477998,75.96348419188,88.39323272703999,87.20096130371999,76.88832855224,90.95568389892,75.86600036622,74.77621917726,91.54133605956,77.87527313232,81.89470672606001,94.68494415282,80.88186187744,94.79902038582,98.72862548826,86.13800506592,99.56303863528001,88.56179199216,91.47040100097999,97.27964324951999,98.89382629396,100.61336975094,106.68735961939998,115.52738647459998,118.22464752219999,119.31624908420001,111.24063415539999,105.22278747560001,108.06785430919999,108.46737670899999,108.6906845092,108.6729995728,108.60717519133334
R.Thumb_P_e_x,-21.748631477342,-29.417883300779998,-26.455316925060004,-31.041061019900003,-35.08023834228,-32.289182281479995,-32.25697898864,-39.39202804564,-39.97420425414,-40.94053421022,-39.40540390016,-35.54059448244,-37.34808044436,-39.335572814939994,-36.969931030279994,-36.85151824952,-37.25303726196,-36.33026885986,-37.28734436034,-35.71480178832,-34.097190094,-34.85948486326,-33.4984451294,-31.436540603640005,-32.36450614928,-32.651697540280004,-33.261486434940004,-34.24457092284,-31.834251785279996,-37.15812683108,-41.19509735108001,-42.6825202942,-41.1040473938,-40.20561599732,-38.56848220826,-38.60443496704,-39.71306610108,-37.564945983899996,-31.824652862560004,-30.270793151879996,-30.288868331899998,-29.579313278199997,-32.34591522216,-31.77639122008,-31.261917495720002,-31.97203979492,-32.92190475466,-33.23266067504,-33.4805170695
R.Thumb_P_e_y,183.62458190899997,197.38508911120002,190.8412536622,192.186843872,203.6693878174,192.92114257800003,184.9755279542,190.91986694359997,185.6826934814,189.20293273919998,198.1470672608,189.0004882814,192.427987671,201.72087097159996,194.537652588,192.0217468262,194.7058959962,188.852999878,192.2881225584,194.3460906984,189.81709594720002,197.1519317628,195.0303588868,188.51320495599998,196.19334411640003,195.31406250000003,194.55971374519999,200.42140197740002,189.42469787579998,190.81540222179999,186.5625183108,179.20169677739997,184.14984130839997,182.36656799300002,182.7454589842,183.61364440919996,184.1893737792,181.8680938722,181.70739440920002,185.91545715340004,186.10285034179998,187.36435852059998,190.13544006360002,189.0438568116,186.3831085206,186.96786499019998,187.41046752920002,187.972628784,188.68061319966668
R.Thumb_P_e_z,46.048955917360004,61.90457611086,49.75985946654,55.24151000978001,71.0736740112,51.69145965578,43.8449623108,52.249843597419996,37.485303497299995,45.95208587644,58.40361099242,42.069622039799995,46.91074829102,57.49062194823999,42.31627883910001,43.19368515016,46.09997940064,35.231817626959995,47.62026824954,46.25909652708,36.526176071180004,50.04861221314,35.58739700318,35.15867385866001,51.1635093689,37.99076461792,41.745635223399994,54.65628738404,41.6122276306,55.40631713868,59.74841079713999,47.65774841308,60.41115646362,49.972807312,52.63510589598,58.1770401001,59.73492965698,61.2179901123,67.06246490478,75.4329559326,78.14852752686001,79.08547363282,71.07198638914,64.75856323241999,67.84049224852001,68.42048339844001,68.7564163208,68.74064483642,68.66388956706668
R.Thumb_P_d_x,0.08994164168826,0.07710029557346001,0.09544504433868001,0.09538064301024,0.113007709384,0.10970881730300001,0.09677533060306,0.1252995878458,0.15366193056119998,0.14543782472640002,0.1374798566102,0.1237384602428,0.12317795753479999,0.1433642357588,0.15111863911179998,0.1308194175364,0.1187619924546,0.1654921233652,0.14745028913020003,0.12038385123019998,0.1601899206636,0.1234559878708,0.1575323149562,0.16845579147340004,0.10120347142220001,0.1421928033234,0.1245855391026,0.11293552815919998,0.111910894513,0.121456067264,0.1733309864998,0.1679521381856,0.17057878375060004,0.177290606499,0.13176085501899998,0.1811011612414,0.23328520357599997,0.23041132688520002,0.1907618075612,0.19660832583899998,0.2286384969952,0.22209047973159998,0.1928476572034,0.112668325007,0.1153416112064,0.14400770068160001,0.16054940521720001,0.164797708392,0.16391759614133333
R.Thumb_P_d_y,0.30293694436560004,0.3254677295684,0.342738378048,0.3536021173002,0.32670525908479997,0.3428509950638,0.3287617862224,0.3172872424126,0.3558550417422,0.3502015173436,0.32084971070300006,0.3406542956828,0.3168092548846,0.284582108259,0.3057443976402,0.30194958448400006,0.3059590160846,0.29676495194439995,0.30296970605859996,0.30292328000080004,0.3251511514186,0.30411154627799997,0.330537557602,0.36658900976180003,0.34710471630100004,0.3626139819622,0.35341298580180003,0.3642607450486,0.40665968060499996,0.3973993480206,0.39917654395119995,0.4269747376442,0.39148774147019993,0.4168257415294,0.42251594662659997,0.38952240943919997,0.35766484737380005,0.34565619826319993,0.3555401444436,0.32250491976740003,0.30251296758659996,0.2963790237904,0.3196578502654,0.3380904853344,0.3520796000958,0.35249277949319996,0.35223404169059996,0.3503952860832,0.35014319419866663
R.Thumb_P_d_z,0.944580054283,0.9422006487846002,0.9345300555232001,0.9304678320886,0.9382818579672,0.9328824162482,0.9393565893171999,0.9399452924728001,0.9217586755752001,0.9251560807228,0.9370326638224,0.931982409954,0.9403443932532001,0.9477637171744,0.9400311946869999,0.9441762328148,0.9444930791854,0.9404444932936,0.9413980126382,0.9452977418899999,0.9319128394126001,0.9444944143294001,0.9299837827684,0.9147208213808,0.932274723053,0.9208846330641999,0.9269930720328,0.9242128729819999,0.9066879749296,0.9095294475554001,0.9000056385994,0.8884621977806001,0.9039692521096001,0.8909726738931999,0.8966596126556,0.9028314113616001,0.9041311502454,0.9095913052558,0.9148904442788,0.9257315158844,0.9253086924552001,0.9288794994354002,0.9274450778958,0.934269607067,0.928800737858,0.9246339440345999,0.9220335483548,0.9219893813132,0.9222417672473333
R.Thumb_I_s_x,-21.748631477342,-29.417883300779998,-26.455316925060004,-31.041061019900003,-35.08023834228,-32.289182281479995,-32.25697898864,-39.39202804564,-39.97420425414,-40.94053421022,-39.40540390016,-35.54059448244,-37.34808044436,-39.335572814939994,-36.969931030279994,-36.85151824952,-37.25303726196,-36.33026885986,-37.28734436034,-35.71480178832,-34.097190094,-34.85948486326,-33.4984451294,-31.436540603640005,-32.36450614928,-32.651697540280004,-33.261486434940004,-34.24457092284,-31.834251785279996,-37.15812683108,-41.19509735108001,-42.6825202942,-41.1040473938,-40.20561599732,-38.56848220826,-38.60443496704,-39.71306610108,-37.564945983899996,-31.824652862560004,-30.270793151879996,-30.288868331899998,-29.579313278199997,-32.34591522216,-31.77639122008,-31.261917495720002,-31.97203979492,-32.92190475466,-33.23266067504,-33.4805170695
R.Thumb_I_s_y,183.62458190899997,197.38508911120002,190.8412536622,192.186843872,203.6693878174,192.92114257800003,184.9755279542,190.91986694359997,185.6826934814,189.20293273919998,198.1470672608,189.0004882814,192.427987671,201.72087097159996,194.537652588,192.0217468262,194.7058959962,188.852999878,192.2881225584,194.3460906984,189.81709594720002,197.1519317628,195.0303588868,188.51320495599998,196.19334411640003,195.31406250000003,194.55971374519999,200.42140197740002,189.42469787579998,190.81540222179999,186.5625183108,179.20169677739997,184.14984130839997,182.36656799300002,182.7454589842,183.61364440919996,184.1893737792,181.8680938722,181.70739440920002,185.91545715340004,186.10285034179998,187.36435852059998,190.13544006360002,189.0438568116,186.3831085206,186.96786499019998,187.41046752920002,187.972628784,188.68061319966668
R.Thumb_I_s_z,46.048955917360004,61.90457611086,49.75985946654,55.24151000978001,71.0736740112,51.69145965578,43.8449623108,52.249843597419996,37.485303497299995,45.95208587644,58.40361099242,42.069622039799995,46.91074829102,57.49062194823999,42.31627883910001,43.19368515016,46.09997940064,35.231817626959995,47.62026824954,46.25909652708,36.526176071180004,50.04861221314,35.58739700318,35.15867385866001,51.1635093689,37.99076461792,41.745635223399994,54.65628738404,41.6122276306,55.40631713868,59.74841079713999,47.65774841308,60.41115646362,49.972807312,52.63510589598,58.1770401001,59.73492965698,61.2179901123,67.06246490478,75.4329559326,78.14852752686001,79.08547363282,71.07198638914,64.75856323241999,67.84049224852001,68.42048339844001,68.7564163208,68.74064483642,68.66388956706668
R.Thumb_I_e_x,-15.071018409748001,-21.262762451160004,-18.60228233336,-23.59514083862,-27.072576522819997,-24.24379615784,-25.04709739686,-32.74653434754,-34.56791381838,-35.137080383299995,-32.15249443054,-28.26949005126,-30.040026092519998,-32.36122016908,-30.707701873780003,-29.822515487639997,-30.21975708008,-30.115337371819997,-30.4903820038,-28.504968261739997,-27.33554878232,-27.46755294798,-27.7087879181,-26.02020416258,-24.733862686139997,-26.398631668119997,-26.71466827394,-26.992232894899995,-24.08798294066,-29.32685356138,-34.1210483551,-35.61089859008,-34.05838851928,-33.74477005004,-31.03608283996,-31.92623672486,-34.39925155638,-32.34194679261999,-25.45962257384,-24.17718467712,-25.074542236320003,-23.889809417720002,-26.447900009159998,-24.345149993899998,-23.40420150756,-24.7286178589,-26.16594581604,-26.676326370239998,-26.925490061433333
R.Thumb_I_e_y,172.11747131340002,185.93432617160002,178.12424316419998,179.11740112319998,191.60085144040002,180.4809387208,173.2460601808,179.1406433106,171.75242309560002,175.2103912354,184.8664001464,175.0602447508,179.3366516114,189.28599548339997,181.10398254400002,179.71317138679996,182.5091613772,176.44738159160002,180.6553131104,182.30717468260005,177.0887695314,185.45236511219997,181.06311035139998,174.3742584226,183.26157836919998,180.0334075928,180.0029541016,185.77184753419996,173.71120910639996,176.34314880359997,173.98289184580003,164.29167175319998,172.2585113526,167.9147003174,168.386276245,171.15624694820002,171.71563720700001,169.72381591799999,170.03537597660002,176.3003051754,177.5333984376,178.9620513916,178.6149871828,175.7572784422,174.1948638918,174.4651916506,174.9000640868,175.379623413,175.90706380233334
R.Thumb_I_e_z,20.282291698459996,36.42422714232,24.78639793396,30.325631713860002,45.83209686278,26.644533538799998,18.21317348482,26.4811065674,12.514173507692,21.10313987732,33.54557914734,17.5817434311,21.97109832764,32.12080497742,17.270038795460003,17.7821613312,20.634978103619996,9.647616386415999,21.82173557282,20.769571685800003,11.2465675354,24.44543113708,10.750319767000002,10.318259334556,26.23547439576,14.041579246516,17.41257801054,30.58232536314,18.371290969860002,31.41981315614,34.487079238899994,23.68731384276,34.82042884825999,25.585200119019998,28.4858722687,32.737477111800004,33.981516265879996,35.288066864,41.17808074952,48.65579452514,50.82606124878,51.806420135479996,45.04115447996,39.95396347046001,42.605516815179996,43.15607376097999,43.35979919432,43.332504272479994,43.3453687032
R.Thumb_I_d_x,-0.22942385226460002,-0.2801868200302,-0.26980799436579994,-0.2558206766844,-0.2751205265522,-0.2764166235926,-0.24771109223359997,-0.22832031846060002,-0.18574480414379999,-0.19939021766179998,-0.24918939173220003,-0.24981451034539998,-0.25108401179319995,-0.23961894512160004,-0.2151524335148,-0.2414965808392,-0.2416435569526,-0.21352742016320003,-0.23352434039139996,-0.24770940840220002,-0.23231081366540002,-0.25396578311920004,-0.19891619980339997,-0.186089965701,-0.262167263031,-0.2148376047612,-0.2249300956726,-0.2491697609424,-0.2661398112774,-0.2690603375436,-0.24304423332219996,-0.24296087324620003,-0.242068848014,-0.22197629809360003,-0.2587918579578,-0.22944392561919996,-0.1825675934554,-0.1794474244118,-0.21868437230579998,-0.20935910046099998,-0.17914943993100002,-0.1954752087592,-0.2026390701534,-0.2553163409232,-0.26996880173680005,-0.2488634288312,-0.23211556971060002,-0.225257050991,-0.22521210710200001
R.Thumb_I_d_y,0.3953516960142,0.3934157311916,0.436920416355,0.449028944969,0.414640647173,0.427410084009,0.40299125909820005,0.4047007143496,0.4786045730114,0.48074404001259996,0.45628603696860004,0.47894721031179993,0.44978117346760005,0.4272269904614,0.46154280900940003,0.422887712717,0.41904522180579995,0.4262218534946,0.3996703267096,0.41362297534939996,0.4373091876506,0.4019638895988,0.47987504005419995,0.48577411770840007,0.44429877996440004,0.524999958277,0.50012896657,0.5033171355724,0.5398708701134,0.4972255706786,0.43220024704939997,0.512266176939,0.408552354574,0.49652509093279995,0.49334075450900006,0.428000789881,0.42856220602999995,0.4172429144382,0.40101742148420005,0.33034934997560006,0.2944220364094,0.2886794269084,0.3958100855350001,0.45648909211159994,0.4187534689904,0.4295563817024,0.4298219501976,0.43265994191180007,0.4388628701369999
R.Thumb_I_d_z,0.8852695345878001,0.8754325151442,0.8580173254011999,0.8560388207435998,0.8672289371490001,0.8605412840844,0.8806355834007998,0.8853407144544001,0.857937192917,0.8537393212319999,0.8540514349938,0.8413340330124001,0.8568556427956,0.8716348171234001,0.8605177998542001,0.8730678319934,0.8749052286148,0.879000580311,0.8863643884658,0.8757477164268002,0.8685356378553999,0.87965259552,0.8533315300942,0.8534461975098001,0.856456565857,0.8228260636331999,0.8360148191451999,0.8271130323410001,0.7984926104544001,0.8241082310678,0.8679076194764,0.8235561728478,0.8792248010634,0.8378888368606001,0.8296991109849999,0.8740311145782,0.8848142385482001,0.8908785462382,0.8893139600754001,0.9199873209,0.9387223720552,0.9372308850288,0.8943455457688,0.8522155880928001,0.8670020818708,0.8680134296418001,0.8725556612016,0.8729516386986,0.8698724508283334
R.Thumb_D_s_x,-15.071018409748001,-21.262762451160004,-18.60228233336,-23.59514083862,-27.072576522819997,-24.24379615784,-25.04709739686,-32.74653434754,-34.56791381838,-35.137080383299995,-32.15249443054,-28.26949005126,-30.040026092519998,-32.36122016908,-30.707701873780003,-29.822515487639997,-30.21975708008,-30.115337371819997,-30.4903820038,-28.504968261739997,-27.33554878232,-27.46755294798,-27.7087879181,-26.02020416258,-24.733862686139997,-26.398631668119997,-26.71466827394,-26.992232894899995,-24.08798294066,-29.32685356138,-34.1210483551,-35.61089859008,-34.05838851928,-33.74477005004,-31.03608283996,-31.92623672486,-34.39925155638,-32.34194679261999,-25.45962257384,-24.17718467712,-25.074542236320003,-23.889809417720002,-26.447900009159998,-24.345149993899998,-23.40420150756,-24.7286178589,-26.16594581604,-26.676326370239998,-26.925490061433333
