,0,1,2,3,4,5,6,7
L.Thumb_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.hand.palm_position_x,-42.83740215303,-53.241360473659995,-52.91273498534,-52.56484298708,-53.880191803,-54.66599960328,-54.73116912842001,-55.103764533975
R.hand.palm_position_y,204.17875061040002,216.6351593018,215.7883026124,214.3591400146,213.6587585448,214.26837768579998,214.9345092774,215.3769111635
R.hand.palm_position_z,11.146617412578,8.685672187806,8.962063980100002,8.634252738952,9.223343849182,9.733748435976,9.930842590322,10.313680648775
R.pitch,19.702155930540002,18.87695261442,17.9174496777,17.034444519020003,15.60196463712,15.08182079558,15.16448521,14.894766586074997
R.roll,-8.35880387459,-7.866011355126,-10.152707148008,-12.018545803859999,-11.08015105472,-11.01008816868,-11.88848277884,-11.80951396635
R.yaw,-6.310210997582,-8.19715361486,-7.7428543344600005,-7.378141523812,-8.144454265174,-8.489321619452001,-8.529210436934,-8.5776570973475
R.Arm direction_x,-0.49345167875279994,-0.4764344453812,-0.4934572637082,-0.49815071225139995,-0.5102789044382,-0.5131701231004,-0.5085546970368,-0.5079218894245
R.Arm direction_y,0.2657198727132,0.2406494885684,0.25365857481959997,0.28161789178839997,0.2926292896274,0.2992752194406,0.2935634374618,0.29032392799849993
R.Arm direction_z,-0.8238189816476,-0.8456255197525999,-0.8319298386574001,-0.8200363993646,-0.8086718320846,-0.8044181823732,-0.8094354391100002,-0.8110034763815
R.wrist position_x,-24.93322296144,-33.74893569948,-33.51550750734,-33.341617584240005,-33.79670181278,-34.211466217019996,-34.25567092896,-34.58234500885
R.wrist position_y,185.2726348878,198.947518921,198.56841430659998,197.4487365724,198.1566711424,199.22523193380002,199.768734741,200.51200485225002
R.wrist position_z,73.12639160156,70.74831085204,71.17443542482,70.967578125,71.62776489257999,72.12264251709999,72.29422760009999,72.73409461975
R.elbow position_x,92.8012100219,79.92529144289999,84.22025756836001,85.51397247314,87.95260009764,88.2276626587,87.08224334714001,86.604583740225
R.elbow position_y,121.87356338496,141.53008117680002,138.047091675,130.256500244,128.33718719479998,127.8200698852,129.7263671874,131.242553711
R.elbow position_z,269.6843566898,272.5091796876,269.66760864259993,266.623046875,264.5717224122,264.0516967774,265.4203674316001,266.234359741
R.Thumb_M_s_x,-56.485301208500005,-65.26227569580001,-65.40478057862,-65.41520843506,-65.97555999756,-66.43438110352,-66.49675598143999,-66.814573287975
R.Thumb_M_s_y,183.6342651368,196.4629211424,197.1763916016,197.1254974364,197.36685180659998,198.4034698486,199.27490234360002,199.932285309
R.Thumb_M_s_z,59.34272613526,57.6427116394,58.41519317627999,58.493199920660004,59.58374557495999,60.3105857849,60.57225952148,61.033894538874996
R.Thumb_M_e_x,-56.485301208500005,-65.26227569580001,-65.40478057862,-65.41520843506,-65.97555999756,-66.43438110352,-66.49675598143999,-66.814573287975
R.Thumb_M_e_y,183.6342651368,196.4629211424,197.1763916016,197.1254974364,197.36685180659998,198.4034698486,199.27490234360002,199.932285309
R.Thumb_M_e_z,59.34272613526,57.6427116394,58.41519317627999,58.493199920660004,59.58374557495999,60.3105857849,60.57225952148,61.033894538874996
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,-56.485301208500005,-65.26227569580001,-65.40478057862,-65.41520843506,-65.97555999756,-66.43438110352,-66.49675598143999,-66.814573287975
R.Thumb_P_s_y,183.6342651368,196.4629211424,197.1763916016,197.1254974364,197.36685180659998,198.4034698486,199.27490234360002,199.932285309
R.Thumb_P_s_z,59.34272613526,57.6427116394,58.41519317627999,58.493199920660004,59.58374557495999,60.3105857849,60.57225952148,61.033894538874996
R.Thumb_P_e_x,-58.50540351866,-65.7743637085,-66.70171203612,-69.27528533936,-70.71361694336,-71.14801483156,-71.39049377442,-71.658800125125
R.Thumb_P_e_y,182.1636779786,194.679046631,194.4293365478,193.5395874022,192.69242553700002,193.3276458742,194.2364990236,194.68921661399997
R.Thumb_P_e_z,15.325111961360003,13.571298217759999,14.411581611639999,14.700916671760002,15.979866409300001,16.746843338,17.024007415760003,17.504452705375
R.Thumb_P_d_x,0.04579568430788,0.011609026789672,0.0294014144689,0.08750787824394,0.107411673665,0.1068579971792,0.1109409555792,0.10981853678825
R.Thumb_P_d_y,0.03333818539976,0.040440405905260005,0.06227569356560001,0.08129252046348,0.10596916675572002,0.1150688439608,0.1142205193638,0.11886027269075
R.Thumb_P_d_z,0.9978785514832001,0.9990982174874,0.9975611209867999,0.9927703142166001,0.988499236107,0.9875892996788,0.9872381806374,0.9868116974832499
R.Thumb_I_s_x,-58.50540351866,-65.7743637085,-66.70171203612,-69.27528533936,-70.71361694336,-71.14801483156,-71.39049377442,-71.658800125125
R.Thumb_I_s_y,182.1636779786,194.679046631,194.4293365478,193.5395874022,192.69242553700002,193.3276458742,194.2364990236,194.68921661399997
R.Thumb_I_s_z,15.325111961360003,13.571298217759999,14.411581611639999,14.700916671760002,15.979866409300001,16.746843338,17.024007415760003,17.504452705375
R.Thumb_I_e_x,-45.37616920472,-50.34150390624,-51.8425971985,-55.52985382080001,-56.9856086731,-57.406097412099996,-57.93001708984,-58.230159759525
R.Thumb_I_e_y,174.1081649778,186.0202239988,184.6371032716,182.8598785402,181.6320709228,182.06201171879997,182.7732666014,183.15599823000002
R.Thumb_I_e_z,-9.528484153730002,-10.213372230526,-9.296210289002,-9.294452667234001,-7.852582454679999,-6.983170604704,-6.772284603120001,-6.276335239409999
R.Thumb_I_d_x,-0.4428694188596,-0.5205743074416,-0.5012210428716001,-0.463654768467,-0.4630670428278,-0.463536196947,-0.45404278636000006,-0.45296889543525
R.Thumb_I_d_y,0.27172494232660005,0.29207552671459996,0.330307251215,0.3602431833742,0.37308294773100004,0.3800073266028,0.3866726338862,0.3890333622695
R.Thumb_I_d_z,0.8383503198624,0.8022938370705999,0.799700665474,0.8094010949133998,0.8039055109024,0.8004501700402,0.8026858925817999,0.8021629005667501
R.Thumb_D_s_x,-45.37616920472,-50.34150390624,-51.8425971985,-55.52985382080001,-56.9856086731,-57.406097412099996,-57.93001708984,-58.230159759525
R.Thumb_D_s_y,174.1081649778,186.0202239988,184.6371032716,182.8598785402,181.6320709228,182.06201171879997,182.7732666014,183.15599823000002
R.Thumb_D_s_z,-9.528484153730002,-10.213372230526,-9.296210289002,-9.294452667234001,-7.852582454679999,-6.983170604704,-6.772284603120001,-6.276335239409999
R.Thumb_D_e_x,-30.875881958018,-34.4319190979,-36.22524337768,-40.24511260984,-41.523567199720006,-41.9154434204,-42.6333023071,-42.950609207149995
R.Thumb_D_e_y,166.19301452620002,177.78102417,175.56124267600003,173.2401397706,172.07490234359997,172.42877502419998,172.91053466799997,173.27267074600002
R.Thumb_D_e_z,-20.577353668220002,-19.86037139892,-18.66272354126,-18.66745567322,-16.997828674319997,-16.001438522340003,-15.872576522820001,-15.383661746975001
R.Thumb_D_d_x,-0.7125718176364,-0.7818272709846001,-0.7674665212632,-0.751121354103,-0.7598341703414,-0.7612402915954,-0.7517097234725999,-0.750866279006
R.Thumb_D_d_y,0.38896560966960003,0.4048899531364,0.446005088091,0.4727323174477999,0.4696574747562,0.4733956217766,0.48467344641680005,0.48568556457749995
R.Thumb_D_d_z,0.5429625570774,0.4740718960764,0.46028830409059995,0.4606072545054,0.4494148135184,0.4431748867036,0.4472056925296,0.44755140692
R.Index_M_s_x,-48.087647438058,-57.28634262086,-56.731820678700004,-56.180288696299996,-57.108633422820006,-57.64269714356,-57.47846679688,-57.8240556717
R.Index_M_s_y,202.30146179199997,215.22182617200002,215.4972473146,215.0490783692,215.31291503900002,216.3134521486,217.05247192400003,217.6923828125
R.Index_M_s_z,54.97099533082,52.821858215320006,53.139871978760006,52.82478103638,53.4164596558,53.93052444458,54.13904647828,54.513671875025004
R.Index_M_e_x,-66.56385231016,-77.70577697754,-77.04242553712,-76.39510803224,-78.06471710208,-78.97043304446,-78.9540802002,-79.35255241395
R.Index_M_e_y,215.4961151124,227.314691162,227.06013793940002,226.08449096680002,224.5796661378,224.9867126464,225.9884735108,226.32374954199997
R.Index_M_e_z,-5.712821388244,-7.702579784396001,-7.525763225554,-7.969411277768001,-7.42101573944,-6.867885494229999,-6.56930370331,-6.219663858415
R.Index_M_d_x,0.28419687747940003,0.31408718824400006,0.3124131977558,0.3109398543836,0.32234181165700004,0.3280584931374,0.33033310771,0.331146545708
R.Index_M_d_y,-0.2029572218656,-0.1860097587108,-0.177857810259,-0.16974426507940002,-0.1425391048192,-0.133410164714,-0.13745158910740002,-0.13276576250775002
R.Index_M_d_z,0.933424961567,0.9309734344479998,0.9331452965736,0.9351227521896,0.9357885003090001,0.9351876258852,0.9338023662568,0.9341866672039999
R.Index_P_s_x,-66.56385231016,-77.70577697754,-77.04242553712,-76.39510803224,-78.06471710208,-78.97043304446,-78.9540802002,-79.35255241395
R.Index_P_s_y,215.4961151124,227.314691162,227.06013793940002,226.08449096680002,224.5796661378,224.9867126464,225.9884735108,226.32374954199997
R.Index_P_s_z,-5.712821388244,-7.702579784396001,-7.525763225554,-7.969411277768001,-7.42101573944,-6.867885494229999,-6.56930370331,-6.219663858415
R.Index_P_e_x,-67.78426208498,-78.79146118164,-77.86372375488,-76.67567749023999,-78.24449615478,-79.20660095214001,-79.31339721678,-79.7409362793
R.Index_P_e_y,218.88360595720002,228.019973755,227.7689239504,227.51724243179996,226.8729339598,228.24788818359997,229.6094635008,229.84158706649998
R.Index_P_e_z,-42.86500473022001,-45.03139572144,-44.86338500974,-45.29540100097999,-44.70482788086,-44.07915267944001,-43.747081756600004,-43.406978607175006
R.Index_P_d_x,0.032670202059674004,0.029063615947979998,0.021986040472994,0.0075108049437400005,0.004812660440802001,0.006322182156148,0.009618867002416,0.010396981611875002
R.Index_P_d_y,-0.0906826652586,-0.018880317755951996,-0.018974104896188004,-0.03835455588995999,-0.061390461772680004,-0.0873012199998,-0.09693340212104,-0.0941720176488
R.Index_P_d_z,0.9945588350296001,0.9992872357368,0.9995230078698001,0.9992115259170001,0.9980825185776,0.9961404919624,0.9952439785006,0.9954992085697499
R.Index_I_s_x,-67.78426208498,-78.79146118164,-77.86372375488,-76.67567749023999,-78.24449615478,-79.20660095214001,-79.31339721678,-79.7409362793
R.Index_I_s_y,218.88360595720002,228.019973755,227.7689239504,227.51724243179996,226.8729339598,228.24788818359997,229.6094635008,229.84158706649998
