,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
L.Middle_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.hand.palm_position_x,-6.08721504212,15.09799041748,17.94536132812,18.22572441098,16.866174888579998,13.465022468539999,23.320008087159998,52.995245361340004,86.32565612794,94.06650238036,79.90622406006,55.40835037229999,28.54016036988,4.04469537735,-10.71950092315,-16.29439601898,-17.81309127806,-13.156778335562,-4.375123310088,3.2136412560946597,9.32122144699,12.57295951844,14.8941133499,17.67550888062,19.363280105579996
R.hand.palm_position_y,170.96193847680001,171.3717651368,171.9805664064,172.20594787599998,170.1857452394,162.19087829580002,149.860131836,149.777456665,156.830859375,162.6993743896,169.14087829620001,174.2676422118,179.1551086426,179.80230712899998,178.2546051026,178.04223327640003,176.35345459,171.95484313959997,169.574935913,167.5906219484,166.9541595458,165.46073608400002,165.11741943380002,164.59024353019998,164.972579956
R.hand.palm_position_z,42.5916394651054,52.86872406005999,52.15040969848,52.529233551000004,52.26235351562,54.09718399046001,49.63919677734,36.63797340392,8.65722641946,-26.51968460084,-53.96211547854,-66.60095520018001,-65.54227142334,-54.70597076414,-38.05876083376,-19.2252094269,-1.1709027051940002,12.076641273506002,21.61753044128,29.477631378159998,34.2639640808,34.50484619138,32.983722686780006,30.948080062880003,29.73188591004
R.pitch,17.327092002920004,14.131964476619999,14.30119112376,14.50023496206,14.05806917136,12.02540177706,8.326657759638,9.020916956297999,12.23414585016,12.76705326638,13.1036970728,10.83147564624,11.78109820194,9.362646350894,8.56551118525,8.653891102066,10.592897477246002,12.49742693538,13.01234704816,10.50128671016,10.109874860466,10.08207769777,10.57898540626,10.708289768019998,10.819657199
R.roll,-13.288056345744,-19.11584907026,-18.790798656299998,-18.417315711900002,-17.87914734244,-16.27498723862,-14.118458631140001,-14.077980539059999,-14.70271045822,-16.664240065479998,-18.6228528404,-17.30839897024,-14.696513598299997,-12.77846856168,-12.92129840568,-14.64082552854,-18.408032460159998,-18.40121080866,-16.610959466679997,-13.9271798642,-12.50384287364,-12.45048082484,-12.935238992680002,-13.322834986380002,-13.07997121516
R.yaw,2.986005231480002,-12.800067327639999,-12.02613909598,-11.90827752104,-12.364831276180002,-14.16216535366,-12.4872047034,-6.611413506938,-0.14331065731180007,1.0800595576204002,-3.63865472314,-10.147586896646,-15.53266553702,-21.39274832268,-23.7739923763,-23.381109303840002,-22.7340120517,-21.499586825980003,-19.108692397939997,-18.047592103679996,-17.03184631504,-16.62424350174,-15.88609470424,-14.51578661998,-13.85093446162
R.Arm direction_x,0.00941010415559999,-0.16071362197379999,-0.15060817301280002,-0.15091560184959998,-0.1571631848812,-0.1568973362448,-0.08537363708008001,0.058397352881654,0.1782775267958,0.2520219385622,0.22640528082859998,0.1935753762722,0.09080614522094,0.021543337870398,-0.033434234373258,-0.09503825157898001,-0.1342826634646,-0.1504700928926,-0.1368161797522,-0.1202477768064,-0.1097027078272,-0.106081905961,-0.09735416769978,-0.07932444065808,-0.07129300385716
R.Arm direction_y,0.6113335162401999,0.7104938387872,0.707926952839,0.7092408180236,0.7011501312257999,0.6772451639176001,0.6231038093568,0.6153466701508,0.6520773172378,0.636698973179,0.5721786618232001,0.5532055258752,0.5546344995499999,0.5484284758568,0.5654871225355999,0.6142757415772,0.6698813319206001,0.691417276859,0.703763079643,0.7219353675842001,0.7473906874656,0.7413748860358,0.7180857181548002,0.6975140094758,0.6929009318348001
R.Arm direction_z,-0.6819831490516,-0.6850863575935999,-0.6900398850439999,-0.6886222958566,-0.6954491257666,-0.7185798645020001,-0.7762867689131999,-0.7852187752722,-0.735009765625,-0.7283147454259999,-0.7879247665406,-0.8099332928659999,-0.8264925837518,-0.8358748316764,-0.8237532734872002,-0.7828810214995999,-0.7299160122872,-0.7066050887108,-0.6971022009850001,-0.6812956094744,-0.6552531123159999,-0.6625943779943999,-0.6890182495118,-0.712134730816,-0.7174960613250001
R.wrist position_x,-0.33156890865999883,34.9823486328,37.04943008422,37.211867523200006,36.310398101800004,34.509102630620006,42.30957031248,65.41136627198,91.74583587646,97.7540863037,88.1689224243,69.79488449096,48.43881149292,29.567531204239998,17.3025455475,12.032645797719999,10.36138973238,14.040359878539999,20.65232353212,27.294078445440004,32.438274765,35.301557922360004,36.87942657472,38.305126190200006,39.325932312
R.wrist position_y,154.777105713,153.69536438,154.18019409160001,154.26116027839998,152.79547424319998,147.07536926259996,138.6526580812,137.81835632320002,141.35407409680002,146.6178131104,153.302661133,160.9946777344,165.6733062744,168.96930541999998,168.0284210204,167.04100341819998,162.7247833252,156.5101165772,153.6352996824,153.7625610352,153.27450561519998,151.8572235106,151.2628204346,150.7310852052,151.06279602060002
R.wrist position_z,93.62831726088,108.63750305160002,108.1635848998,108.5382247924,108.28881988520001,110.14026947040001,107.21786346439998,95.77321166995998,68.01021881104,32.78528862,4.996729058021399,-8.364597034456,-8.943924713128,0.06601368561182,15.604347610477998,34.19795608521999,51.801966094959994,65.13814849854,75.59666900636,84.27737731934,89.40393218994001,89.84767456051999,88.66879425047999,87.2241622925,86.25416564942
R.elbow position_x,-2.414299011219998,70.55294342037999,70.38339538576,70.61387634278,71.09517669676,69.23504180908,61.20523681642,52.48633422852,52.28783874512,41.974307250959995,38.05885238646,26.951026916500002,28.34077339172,24.79936408996,24.70251274108,33.0673740387,40.08204727172,47.34376449586001,50.93372116088,53.90840759276,56.71867218016,58.78056640624,58.4267326355,55.86193084718,55.105146026599996
R.elbow position_y,19.471232700422004,-3.5575748443579998,-2.5046181678779997,-2.714441776278,-2.389429092406,-2.8186667442299997,0.7416782140739601,1.624257302284,-2.969583058358,5.697825860984,26.662896728499998,38.5542175293,42.91656875612,47.58614120484,42.86968612672,31.08393058776,14.460575580619999,3.4793773651120006,-2.1279178947212003,-6.02271976471,-12.14477405548,-12.2305875778,-7.670419406888001,-3.649036836624,-2.29631419182
R.elbow position_z,244.57100524920003,260.267022705,260.8894714356,260.95035400380004,262.2119140624,269.1828796384,279.03268432619996,269.5649475098,230.68923950199996,193.98251037580002,179.3873809816,170.89717712400002,173.98290405260002,185.06940612800003,197.924887085,207.4722808838,213.353588867,221.5303894042,229.88564453140003,235.06789245599998,234.4304901122,236.4990753174,241.16855773920003,244.8402740478,245.05689392079998
R.Thumb_M_s_x,-21.442226791428,7.731757068633999,9.91385612486,10.082839202879999,9.125515556336,7.343609428403999,15.906890487672001,40.5773601532,68.54575424196,75.28155517578,64.94093170166,45.90997390746001,23.61738128664,4.328601074211,-8.33096809388,-14.268090248119998,-16.443107604979996,-12.975423812859997,-6.303752136230001,0.5233508110054,5.797402381898,8.699528694152,10.353151321402,11.94280815126,13.060917854299998
R.Thumb_M_s_y,159.302304077,159.84083557140002,160.2061218262,160.14532470700001,158.3348846438,151.58783264160002,141.7722961426,141.1577941896,145.98147277820001,152.0725921632,158.5719360352,165.03717346180002,168.2753601074,170.5152069092,169.79269714339998,170.06933898900002,167.9320251464,161.80844726560002,158.3008300782,157.60339050299999,156.8315216064,155.3403808594,154.7150085448,154.19213562,154.40093383800001
R.Thumb_M_s_z,81.5915738585118,101.34276886,100.4598739622,100.74988861080001,100.6002136232,102.9495422362,98.7811691285,84.64811859128,54.492076873760006,18.984128856673998,-7.077697443966,-18.02735862732,-16.63352489472,-5.2185847163134,11.536059093483999,30.466099166859998,48.468623352040005,61.40578842164,70.66897277834,78.77110137938,83.47856750488,83.69373168944,82.05536193847999,79.89641723634,78.57357635498
R.Thumb_M_e_x,-21.442226791428,7.731757068633999,9.91385612486,10.082839202879999,9.125515556336,7.343609428403999,15.906890487672001,40.5773601532,68.54575424196,75.28155517578,64.94093170166,45.90997390746001,23.61738128664,4.328601074211,-8.33096809388,-14.268090248119998,-16.443107604979996,-12.975423812859997,-6.303752136230001,0.5233508110054,5.797402381898,8.699528694152,10.353151321402,11.94280815126,13.060917854299998
R.Thumb_M_e_y,159.302304077,159.84083557140002,160.2061218262,160.14532470700001,158.3348846438,151.58783264160002,141.7722961426,141.1577941896,145.98147277820001,152.0725921632,158.5719360352,165.03717346180002,168.2753601074,170.5152069092,169.79269714339998,170.06933898900002,167.9320251464,161.80844726560002,158.3008300782,157.60339050299999,156.8315216064,155.3403808594,154.7150085448,154.19213562,154.40093383800001
R.Thumb_M_e_z,81.5915738585118,101.34276886,100.4598739622,100.74988861080001,100.6002136232,102.9495422362,98.7811691285,84.64811859128,54.492076873760006,18.984128856673998,-7.077697443966,-18.02735862732,-16.63352489472,-5.2185847163134,11.536059093483999,30.466099166859998,48.468623352040005,61.40578842164,70.66897277834,78.77110137938,83.47856750488,83.69373168944,82.05536193847999,79.89641723634,78.57357635498
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,-21.442226791428,7.731757068633999,9.91385612486,10.082839202879999,9.125515556336,7.343609428403999,15.906890487672001,40.5773601532,68.54575424196,75.28155517578,64.94093170166,45.90997390746001,23.61738128664,4.328601074211,-8.33096809388,-14.268090248119998,-16.443107604979996,-12.975423812859997,-6.303752136230001,0.5233508110054,5.797402381898,8.699528694152,10.353151321402,11.94280815126,13.060917854299998
R.Thumb_P_s_y,159.302304077,159.84083557140002,160.2061218262,160.14532470700001,158.3348846438,151.58783264160002,141.7722961426,141.1577941896,145.98147277820001,152.0725921632,158.5719360352,165.03717346180002,168.2753601074,170.5152069092,169.79269714339998,170.06933898900002,167.9320251464,161.80844726560002,158.3008300782,157.60339050299999,156.8315216064,155.3403808594,154.7150085448,154.19213562,154.40093383800001
R.Thumb_P_s_z,81.5915738585118,101.34276886,100.4598739622,100.74988861080001,100.6002136232,102.9495422362,98.7811691285,84.64811859128,54.492076873760006,18.984128856673998,-7.077697443966,-18.02735862732,-16.63352489472,-5.2185847163134,11.536059093483999,30.466099166859998,48.468623352040005,61.40578842164,70.66897277834,78.77110137938,83.47856750488,83.69373168944,82.05536193847999,79.89641723634,78.57357635498
R.Thumb_P_e_x,-23.812085032382,-1.1434783890852,1.5292261004452,1.8779907464980004,0.7293588161486,-1.9073907613719996,7.870695012808599,34.04949378966,64.19706268309999,71.66630096433998,58.58201293943999,36.022199630719996,11.786838150028,-9.29767899513,-22.194056320199998,-28.06943321228,-31.02272453308,-27.292855834980003,-18.65775032042,-10.394523429862002,-4.049501609802,-1.0205461204055999,0.6392927676432,2.611930203436,3.76533088684
R.Thumb_P_e_y,152.7494750974,150.4650695798,150.7778625488,150.8084930422,148.5719146728,140.06163940439998,127.102545166,127.53234405539999,136.0953613282,144.0818450926,150.806942749,155.2084838866,158.6271331788,158.5135742186,157.22427978520003,158.33481750500002,156.7356079102,150.6610565184,147.31060791020002,145.0442687988,144.02481689459998,142.29015808100002,142.0002960206,141.6725585936,142.0370513916
