,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
L.Ring_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.hand.palm_position_x,-1.116106987003999,-10.113520622244,-11.9857147217,-12.191151618940001,-12.18472118378,-12.024450302120002,-11.16678447722,-10.98984451292,-11.75260601042,-11.55200138092,-10.629668808000002,-9.633630180358,-9.899277687080001,-10.540664863580002,-10.295039749139999,-10.157114601139998,-9.854877281192,-8.999019050595999,-8.532120513914,-9.029340934754,-9.322848320008,-9.49827837944
R.hand.palm_position_y,144.7840652464,164.4384765624,167.75306396460002,166.8867401124,165.1610687256,164.26716308600004,164.8886230466,167.49827880879997,168.8436401366,167.58903503439998,165.775869751,164.483734131,163.9537902832,163.2317596434,162.6178955078,162.12832641620003,160.99993286140003,160.2270263672,160.0288391114,159.81005554220002,160.2340423584,160.48459625249998
R.hand.palm_position_z,-51.816816473003996,-67.18382873536,-66.03894348143999,-65.57357177733999,-64.67320861816,-63.5491470337,-62.478666687019995,-58.28984680175999,-56.74746551513999,-57.58852767946,-58.202548980719996,-58.73958816529999,-58.03553237914,-57.26665115356,-57.23662948607999,-56.80161819458,-56.018500518799996,-55.580327606219996,-55.17300720216,-54.09620666504001,-53.89855804444001,-53.784865379325
R.pitch,121.13121795172,159.12189169059997,161.8351351928,159.36612833,158.98542450960002,160.4417875144,160.71117837440002,153.87525996200003,149.19158062740001,149.3242474912,151.01791039480003,153.94931014180003,155.9717783562,158.52887007119998,158.60726425139998,160.28773942560002,163.05070670560002,163.295235677,161.8197645348,162.5596215628,162.008020943,162.47936957125
R.roll,102.6739459099792,124.493105402,123.17867373019999,123.20594257759998,124.19049250139999,124.3362050268,123.62431352600001,121.1956867418,120.80316123,123.147784882,123.0474166172,122.85444737840001,122.77915956839999,122.99471214479999,123.45606683999999,123.3061878992,123.38139647919999,122.6859165568,123.14932577299999,123.56534713599999,123.61428407599999,123.386190589
R.yaw,-93.373954827424,-115.8366300978,-116.474394921,-116.2488320192,-116.6231455146,-117.13769645560001,-117.70831778639999,-119.70206095660001,-120.22281097740002,-119.29493796420002,-117.9869348662,-117.48008564659999,-117.79831236,-118.3582403462,-118.3486589568,-118.23437896239997,-117.9073003238,-117.87237893199999,-118.1341855502,-118.41104590540002,-118.55979923100001,-118.57098229975001
R.Arm direction_x,-0.6453901946544,-0.6521479010582001,-0.6394826054574001,-0.6375362396242,-0.6413083076477999,-0.6509205937388,-0.6564946055412,-0.6745293617248,-0.670481479168,-0.6657248258590001,-0.6703891277312,-0.673209822178,-0.6762649178504,-0.6766060709955999,-0.6736196041104,-0.6685000538826,-0.6683073282242,-0.6720018744467999,-0.6739970207214,-0.673911511898,-0.6744620084763999,-0.6729884892702501
R.Arm direction_y,-0.15722420811659998,-0.28306203484539993,-0.24117676317679998,-0.2090143620968,-0.1728188067674,-0.19546070098879997,-0.2066338002682,-0.2487270265816,-0.26930749416359995,-0.29995251893999997,-0.308897060156,-0.3119266569614,-0.31473227739320003,-0.3144235789776,-0.3121694147586,-0.3075219094754001,-0.30811554789539997,-0.3111854135992,-0.31640571951859997,-0.32207746505740004,-0.32610745429980004,-0.3229819834235
R.Arm direction_z,-0.6579638600348,-0.7029547572138,-0.7298784136772,-0.7414514541626,-0.747540986538,-0.7335126996042,-0.7254489183426,-0.6949123740195999,-0.6912380099296,-0.6832193136216,-0.6746552348138002,-0.6704336047172,-0.666039979458,-0.6658389449118001,-0.6699116587639999,-0.677147722244,-0.677070295811,-0.6719911098478,-0.6675422549246001,-0.6649081110956,-0.6623854398728001,-0.66540782153625
R.wrist position_x,53.12455444334,52.06531677247999,50.15002059938,49.75519866943999,49.60094375612,49.763575744620006,50.397546386719995,48.65164413452,46.790380859379994,47.63049850464,49.490489959739996,51.17833862304,51.05333862306,50.5043083191,50.78036422731999,51.147509002679996,51.8801322937,52.74969940184,52.98155288698,52.45922698974,52.04741744994,51.904104232799995
R.wrist position_y,136.27068786619998,149.90444641119998,153.8969329834,151.40599670420002,148.8591918946,148.845098877,149.56905517579997,148.0634765626,146.5590576172,146.2114746096,146.18236084,146.8728454592,147.3880096436,147.87715759259999,147.275878906,147.70296325680002,148.1788574218,147.5945343016,146.5830566406,146.749447632,146.8781707766,147.34981918350002
R.wrist position_z,-53.609373474120005,-85.99845581055999,-85.33882293702,-84.33159179688,-83.53026123048,-83.12222747804,-82.69656829834,-79.85121917725999,-78.0495803833,-78.13824157716,-78.24416351315999,-78.8807937622,-78.71306457518001,-78.62761688232,-78.49762420654,-78.06025238039999,-77.27064361574,-76.95867004393999,-76.64657440186001,-75.85216827394,-75.74860992432,-75.66826629639999
R.elbow position_x,214.47210693360003,215.10229492180002,210.0206695558,209.1392578126,209.9280212402,212.49372558620001,214.5211914062,217.28398132319998,214.41074829099998,214.06170349120003,217.08776855460002,219.48079223659997,220.1195678712,219.6558258058,219.1852630616,218.27251892099997,218.95696411140003,220.75017089820003,221.4808044432,220.93710327159997,220.66291503920002,220.15122222899998
R.elbow position_y,175.576737356282,220.6699523924,214.1911254882,203.6595855712,192.0638916016,197.71027526860001,201.2275024416,210.245236206,213.8859405514,221.1996002198,223.406625366,224.85451049800002,226.0710845948,226.48305358859997,225.31823730460002,224.58344116199996,225.2077423096,225.39088745120003,225.684487915,227.26881713859999,228.4050354002,228.09531402575
R.elbow position_z,110.8816040039,89.74023895264,97.1307815552,101.03126983620001,103.35498657240001,100.25594635003999,98.66566467286,93.87687530520002,94.75992279052,92.66658325196,90.41964721678,88.72760772704001,87.79692840575999,87.83211975098,88.98029174806001,91.22667999266001,91.99692840574001,91.03911132814001,90.2389892578,90.37486267087999,89.84775238035999,90.683687210075
R.Thumb_M_s_x,36.75547332764,39.84646224976,37.630319976799996,37.7064590454,37.44129638672,37.229982757580004,37.86135635376,37.62393951418,36.719956207260005,37.108103179939995,38.78008880614,39.98765182496,39.46999740602,38.366500091560006,38.552104187000005,38.66560058594,38.9315994263,39.869702148420004,40.25757446288001,39.50965118408,39.17107162478,38.9845647812
R.Thumb_M_s_y,155.499179077,175.6880859374,180.0917449954,178.1209350584,176.0855743408,175.73648986820004,176.31645813,174.5653686526,172.92110900900002,172.1533966064,171.95766296379998,172.5220092772,172.94318847640002,173.35722045920002,172.7823883058,173.1914459228,173.5278778076,172.88708496100003,171.8927490234,171.962817383,172.06922912600004,172.55537796024998
R.Thumb_M_s_z,-60.585145568840005,-91.94735717771998,-90.99405517578,-90.48792877198,-90.25942687988,-89.6123977661,-88.97526855470001,-86.94315795896,-86.25374298094,-86.70951080322001,-85.70787200928001,-85.38338775634,-84.84085388182,-84.51379699708,-84.57626190184001,-83.83252716064,-82.46930541992,-81.81642608642,-81.9239517212,-81.17195739748,-81.19526672362,-80.99778556825
R.Thumb_M_e_x,36.75547332764,39.84646224976,37.630319976799996,37.7064590454,37.44129638672,37.229982757580004,37.86135635376,37.62393951418,36.719956207260005,37.108103179939995,38.78008880614,39.98765182496,39.46999740602,38.366500091560006,38.552104187000005,38.66560058594,38.9315994263,39.869702148420004,40.25757446288001,39.50965118408,39.17107162478,38.9845647812
R.Thumb_M_e_y,155.499179077,175.6880859374,180.0917449954,178.1209350584,176.0855743408,175.73648986820004,176.31645813,174.5653686526,172.92110900900002,172.1533966064,171.95766296379998,172.5220092772,172.94318847640002,173.35722045920002,172.7823883058,173.1914459228,173.5278778076,172.88708496100003,171.8927490234,171.962817383,172.06922912600004,172.55537796024998
R.Thumb_M_e_z,-60.585145568840005,-91.94735717771998,-90.99405517578,-90.48792877198,-90.25942687988,-89.6123977661,-88.97526855470001,-86.94315795896,-86.25374298094,-86.70951080322001,-85.70787200928001,-85.38338775634,-84.84085388182,-84.51379699708,-84.57626190184001,-83.83252716064,-82.46930541992,-81.81642608642,-81.9239517212,-81.17195739748,-81.19526672362,-80.99778556825
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,36.75547332764,39.84646224976,37.630319976799996,37.7064590454,37.44129638672,37.229982757580004,37.86135635376,37.62393951418,36.719956207260005,37.108103179939995,38.78008880614,39.98765182496,39.46999740602,38.366500091560006,38.552104187000005,38.66560058594,38.9315994263,39.869702148420004,40.25757446288001,39.50965118408,39.17107162478,38.9845647812
R.Thumb_P_s_y,155.499179077,175.6880859374,180.0917449954,178.1209350584,176.0855743408,175.73648986820004,176.31645813,174.5653686526,172.92110900900002,172.1533966064,171.95766296379998,172.5220092772,172.94318847640002,173.35722045920002,172.7823883058,173.1914459228,173.5278778076,172.88708496100003,171.8927490234,171.962817383,172.06922912600004,172.55537796024998
R.Thumb_P_s_z,-60.585145568840005,-91.94735717771998,-90.99405517578,-90.48792877198,-90.25942687988,-89.6123977661,-88.97526855470001,-86.94315795896,-86.25374298094,-86.70951080322001,-85.70787200928001,-85.38338775634,-84.84085388182,-84.51379699708,-84.57626190184001,-83.83252716064,-82.46930541992,-81.81642608642,-81.9239517212,-81.17195739748,-81.19526672362,-80.99778556825
R.Thumb_P_e_x,9.188549327844001,8.523374366755998,6.009611511232,6.683976936340001,6.934677410126,6.9206603050219995,8.009971046448,10.895661544780001,11.790880203239999,11.18392677308,11.263575363140001,11.06150360108,10.232347106928,9.048127937316,9.295172119141998,9.031191825868001,8.577224540707999,9.575931930544,10.33638401032,9.696565246578,9.687994956972,9.436736345289999
R.Thumb_P_e_y,170.04403686519998,200.2618927002,203.6320373534,202.1381469726,200.6203277588,200.0548980712,200.7728759764,202.2471893312,202.9241668702,202.03346862819998,200.3889739992,199.4147186278,198.94901123079998,198.60830688480002,198.0884155276,197.78278808579998,196.9132232668,196.14410400399998,196.0150878906,196.082824707,196.4531219482,196.73092269900002
R.Thumb_P_e_z,-48.36613960266,-68.48449249268,-66.86505432127998,-66.05568695065999,-65.68976745607999,-64.58777313234,-63.54463272093999,-61.3835998535,-61.46508636474,-62.80884399414,-61.831146240219994,-61.378398895240004,-60.24451141356,-59.233396911620005,-59.2799194336,-58.273692321780004,-56.625711059560004,-55.785634613039996,-56.25155410766,-55.3713432312,-55.263590240499994,-54.945158004775
R.Thumb_P_d_x,0.5964284956454,0.6776955723761999,0.6841347455978,0.6711917757986001,0.6600307106974002,0.6557620406152,0.6458542943001999,0.5782838582994,0.539356923103,0.5608865499494,0.5953378081321999,0.6258361458777999,0.6325757741929999,0.6343222260476,0.6329929590224,0.6411598920824001,0.6567368268964,0.6554255962373999,0.6473645687102,0.6450256943702,0.6378857135773999,0.639286622405
R.Thumb_P_d_y,-0.31468758583080003,-0.5316704511643999,-0.5093096494674,-0.5196281552314,-0.5308254718777999,-0.526144695282,-0.5291306257248001,-0.5989143848417999,-0.649135839939,-0.646474957466,-0.6151300430298,-0.5818413615225999,-0.562653052807,-0.5463238239288,-0.5475125193598,-0.5320498228074,-0.5059572994708,-0.503180873394,-0.5219026207922,-0.5218521952629999,-0.5275615334512,-0.5230537354945
R.Thumb_P_d_z,-0.2643662571906,-0.5076344907282,-0.5220467448234001,-0.5286076068878,-0.5315806984902,-0.5414241433142,-0.5502084851264,-0.55299782753,-0.536318862438,-0.5171066045759999,-0.5165886163712,-0.5193636298182001,-0.5321580290793999,-0.5469580411912001,-0.5473030090332,-0.5529821753502,-0.5591431379316,-0.5631932497023999,-0.5554391622543999,-0.5582132220268001,-0.5610488653183999,-0.5636656433345
R.Thumb_I_s_x,9.188549327844001,8.523374366755998,6.009611511232,6.683976936340001,6.934677410126,6.9206603050219995,8.009971046448,10.895661544780001,11.790880203239999,11.18392677308,11.263575363140001,11.06150360108,10.232347106928,9.048127937316,9.295172119141998,9.031191825868001,8.577224540707999,9.575931930544,10.33638401032,9.696565246578,9.687994956972,9.436736345289999
R.Thumb_I_s_y,170.04403686519998,200.2618927002,203.6320373534,202.1381469726,200.6203277588,200.0548980712,200.7728759764,202.2471893312,202.9241668702,202.03346862819998,200.3889739992,199.4147186278,198.94901123079998,198.60830688480002,198.0884155276,197.78278808579998,196.9132232668,196.14410400399998,196.0150878906,196.082824707,196.4531219482,196.73092269900002
R.Thumb_I_s_z,-48.36613960266,-68.48449249268,-66.86505432127998,-66.05568695065999,-65.68976745607999,-64.58777313234,-63.54463272093999,-61.3835998535,-61.46508636474,-62.80884399414,-61.831146240219994,-61.378398895240004,-60.24451141356,-59.233396911620005,-59.2799194336,-58.273692321780004,-56.625711059560004,-55.785634613039996,-56.25155410766,-55.3713432312,-55.263590240499994,-54.945158004775
R.Thumb_I_e_x,-5.467629146578,-12.204427337638,-14.9256231308,-13.85125484464,-13.086997604359999,-12.839328002939999,-11.36901836395,-6.374919319154,-4.228286409378001,-5.408644580842,-6.7263105392439995,-8.111321163178,-9.10319004059,-10.158384704600001,-9.802854156494,-10.326592636106001,-11.293949127200001,-10.338771820072001,-9.307559013364,-9.778543663026001,-9.513504600524,-9.7988700866625
R.Thumb_I_e_y,175.02598266594003,211.56752624519999,214.7103302002,213.36501464839998,211.77218933080002,210.9394531252,211.54404296880003,214.47121276859997,215.7978759766,214.87225646959996,213.1372833252,212.3882507324,211.6531463622,210.62918090839997,209.9767150878,209.32201843260003,207.95783081040003,207.3116546632,207.64529724119998,207.5490600584,207.9214538576,208.03046035775
R.Thumb_I_e_z,-35.593649291972,-47.53100891114,-45.99284439085999,-44.86910934448,-43.97807846068,-42.50330734254,-41.073583221419995,-37.969841003419994,-37.5003074646,-39.220381927480005,-39.24615554812,-39.91426086426,-38.76585922242,-37.250121307360004,-37.13069076538,-36.16614074708001,-34.721410369880005,-33.983755493160004,-34.44550247194,-33.328423309339996,-32.98266143798,-32.607476234475
R.Thumb_I_d_x,0.46424383819100007,0.6565664172174,0.663136970997,0.6504666090014,0.6341994285584,0.6259103417396,0.6138419151306,0.547056722641,0.5074173688888,0.5255803585052,0.5698411822317999,0.6073115587236,0.6124655246736002,0.6083785295485999,0.604942214489,0.6131702423096,0.6294321537018,0.6308109998702001,0.6222345113754001,0.6168865561486,0.6082198023795999,0.609300151467
R.Thumb_I_d_y,-0.15780640244500002,-0.35811319947239995,-0.35091203451159997,-0.3556182026866,-0.35324237346660003,-0.3447752714158,-0.34118362069119995,-0.38720377683639995,-0.40778297781959993,-0.4066768407822,-0.4038108825686,-0.4109449803826,-0.40241163372980004,-0.3807688593863999,-0.37656949758540004,-0.3655125319958,-0.3498450219632,-0.3537393152714,-0.3683943510056,-0.3632003605366,-0.3632667601108,-0.35792009532450003
R.Thumb_I_d_z,-0.40457686185819997,-0.6637150406837999,-0.6611406445504,-0.6710983872416,-0.6877317070962,-0.6995396494864,-0.7117848992347999,-0.7416458249092,-0.7590997219086,-0.7471796512601999,-0.7153940677642,-0.6798903822899999,-0.6803500890731999,-0.6963342785833999,-0.7015910029412,-0.7002708911896,-0.6938327670096001,-0.6905884742738,-0.6907207131388,-0.6982236266134,-0.7057626962662,-0.707560375333
R.Thumb_D_s_x,-5.467629146578,-12.204427337638,-14.9256231308,-13.85125484464,-13.086997604359999,-12.839328002939999,-11.36901836395,-6.374919319154,-4.228286409378001,-5.408644580842,-6.7263105392439995,-8.111321163178,-9.10319004059,-10.158384704600001,-9.802854156494,-10.326592636106001,-11.293949127200001,-10.338771820072001,-9.307559013364,-9.778543663026001,-9.513504600524,-9.7988700866625
R.Thumb_D_s_y,175.02598266594003,211.56752624519999,214.7103302002,213.36501464839998,211.77218933080002,210.9394531252,211.54404296880003,214.47121276859997,215.7978759766,214.87225646959996,213.1372833252,212.3882507324,211.6531463622,210.62918090839997,209.9767150878,209.32201843260003,207.95783081040003,207.3116546632,207.64529724119998,207.5490600584,207.9214538576,208.03046035775
