,0,1,2,3,4,5,6,7,8
L.Thumb_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Thumb_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Index_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Middle_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.hand.palm_position_x,120.54958648677999,148.7761962892,156.8245910644,162.10148315420003,164.5340148924,163.7961029052,162.97252197280002,162.4906127928,162.69448471075
R.hand.palm_position_y,211.32947082500004,213.6060943604,209.78241882339998,205.9761291504,204.74454345700002,205.58264160160002,205.9026916506,205.41521301300003,204.03131103525
R.hand.palm_position_z,-19.881918716399998,-32.49530639648,-32.52228546144,-32.39735794066,-31.685956573479995,-30.14532356262,-29.500017929080002,-29.64840507508,-29.997595787025
R.pitch,13.178299814864001,6.432791592959999,4.974665801832001,4.4610952490299995,3.607459861454,4.8834311220419995,5.036185401782,4.753477892319999,4.28036060811
R.roll,-33.899252408820004,-37.56510377162,-39.19603480218,-40.18265495628,-36.98337791924,-35.99849331624,-35.93741776396,-35.8517583115,-36.0613749413
R.yaw,-17.254036981732,-15.3547442297,-13.43148366056,-11.04683714816,-11.120222067499999,-11.1607542888,-11.29788024178,-11.3987590634,-11.1392862783
R.Arm direction_x,-0.30373094081880003,-0.20951184034339998,-0.203088259697,-0.20449936389940002,-0.20508596301059998,-0.2201398015024,-0.2290658950804,-0.2278624683616,-0.220382709056
R.Arm direction_y,0.6814631342886001,0.6389926314354,0.6232156991960001,0.6221272230148,0.650511920452,0.6534131407736,0.6429566144944,0.6405126690864,0.6414519846437501
R.Arm direction_z,-0.6501864016057999,-0.7400027751920001,-0.7551769256591999,-0.7556192278862,-0.7312406063078,-0.7242789030074,-0.7308277130128,-0.733361065388,-0.7348201572895001
R.wrist position_x,147.2676528929,173.1554748534,179.36334533680002,182.4028137206,185.0286499024,184.4684570312,183.85186767579998,183.46029968279998,183.3531799315
R.wrist position_y,192.06162109380003,200.10277404779998,197.5358703612,194.0632904052,193.73569335940002,193.4790161132,193.7852020264,193.60228881819998,192.6193237305
R.wrist position_z,36.0885005951,27.404523086540003,28.398550033599996,29.4038608551,30.08323593142,31.395296096780005,32.00691604614,31.88107147216,31.692815780625
R.elbow position_x,218.98001403819998,222.62223815899998,227.3134704592,230.6861083984,233.45044555639998,236.44453430160002,237.9354431154,237.25973815919997,235.38661956800001
R.elbow position_y,31.164852523820002,49.233496093739994,50.3916114807,47.17601623534,40.146655273440004,39.20498352048,41.98001251222,42.374127197259995,41.169384956375
R.elbow position_z,189.60068054180002,202.12278137200002,206.699508667,207.809249878,202.732711792,202.40107727039998,204.55890197779996,205.03119506860003,205.187438965
R.Thumb_M_s_x,117.66227111794001,144.868017578,151.3364837648,154.51454162579998,156.62125244140003,155.7958923342,155.0916320802,154.69766235359998,154.6880722045
R.Thumb_M_s_y,205.1277038576,214.71434326159996,212.66998901359997,209.5603912354,208.1012756348,207.45672607440002,207.62086486820004,207.3683685302,206.478450775
R.Thumb_M_s_z,32.26117897034,21.07099266054,20.84675559998,20.672263717659998,21.3528316498,22.95210037232,23.62189826966,23.478775024420003,23.0770583153
R.Thumb_M_e_x,117.66227111794001,144.868017578,151.3364837648,154.51454162579998,156.62125244140003,155.7958923342,155.0916320802,154.69766235359998,154.6880722045
R.Thumb_M_e_y,205.1277038576,214.71434326159996,212.66998901359997,209.5603912354,208.1012756348,207.45672607440002,207.62086486820004,207.3683685302,206.478450775
R.Thumb_M_e_z,32.26117897034,21.07099266054,20.84675559998,20.672263717659998,21.3528316498,22.95210037232,23.62189826966,23.478775024420003,23.0770583153
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,117.66227111794001,144.868017578,151.3364837648,154.51454162579998,156.62125244140003,155.7958923342,155.0916320802,154.69766235359998,154.6880722045
R.Thumb_P_s_y,205.1277038576,214.71434326159996,212.66998901359997,209.5603912354,208.1012756348,207.45672607440002,207.62086486820004,207.3683685302,206.478450775
R.Thumb_P_s_z,32.26117897034,21.07099266054,20.84675559998,20.672263717659998,21.3528316498,22.95210037232,23.62189826966,23.478775024420003,23.0770583153
R.Thumb_P_e_x,85.12528076168,112.30439453139999,119.78150939920002,125.0306884768,126.52406768780001,125.1601684572,124.15218658459999,123.58347167959998,123.79041099525
R.Thumb_P_e_y,216.83179626459997,224.1467834472,221.82280273420002,219.73958435059998,216.14873352039996,215.2306488036,215.26855163580004,214.85834350599998,214.1013412475
R.Thumb_P_e_z,6.197693276410001,-6.4181515693660005,-7.881613254545999,-9.85974140168,-9.219094085691998,-7.154717636108001,-6.20538368225,-6.2065735816980006,-6.799973130225
R.Thumb_P_d_x,0.7453881978988,0.7459983348847999,0.7228912115098,0.6754440069197999,0.6894947767255999,0.7018321990966,0.7087900996206,0.7127933382986,0.7078328430654999
R.Thumb_P_d_y,-0.26812843680380005,-0.216087281704,-0.20968132019059998,-0.233194589615,-0.184358778596,-0.178092390299,-0.17520044744019997,-0.1715874403714,-0.17463238909824996
R.Thumb_P_d_z,0.5970870256422001,0.629747378826,0.6581366539001999,0.6994560718534,0.7003705739975999,0.6897155165672,0.6833116054538,0.6800600886343999,0.6844512969255
R.Thumb_I_s_x,85.12528076168,112.30439453139999,119.78150939920002,125.0306884768,126.52406768780001,125.1601684572,124.15218658459999,123.58347167959998,123.79041099525
R.Thumb_I_s_y,216.83179626459997,224.1467834472,221.82280273420002,219.73958435059998,216.14873352039996,215.2306488036,215.26855163580004,214.85834350599998,214.1013412475
R.Thumb_I_s_z,6.197693276410001,-6.4181515693660005,-7.881613254545999,-9.85974140168,-9.219094085691998,-7.154717636108001,-6.20538368225,-6.2065735816980006,-6.799973130225
R.Thumb_I_e_x,68.73740692138,95.38078918456,103.08457794199998,109.58653717039999,111.89651336680001,110.8465423584,109.67119445799999,108.84296112080001,108.91687393175
R.Thumb_I_e_y,215.15975646959996,219.9474487304,217.7622131348,216.32432861339998,210.66040954599998,209.19849243159996,209.1520874022,208.80627746580004,208.35686111450002
R.Thumb_I_e_z,-17.538446426400004,-30.088458633400002,-31.732488250739998,-34.63944473264,-34.12170410156,-32.11784515382,-31.051062393179997,-30.915017700199996,-31.5023684502
R.Thumb_I_d_x,0.557387381792,0.5756088137628,0.5678991794584001,0.5252893447875999,0.49751510620119993,0.486837720871,0.49253021478639997,0.5013570189476001,0.50588153302675
R.Thumb_I_d_y,0.056869709491799994,0.1428285509348,0.138109536469,0.11616031676539999,0.1866699010134,0.2051668286324,0.20803432464620003,0.205844014883,0.19538233801725002
R.Thumb_I_d_z,0.8073179721834001,0.8050788760183998,0.8112204313278,0.8428118944168,0.8469922542572,0.8490505576134,0.8450558781624,0.840388250351,0.84018252789975
R.Thumb_D_s_x,68.73740692138,95.38078918456,103.08457794199998,109.58653717039999,111.89651336680001,110.8465423584,109.67119445799999,108.84296112080001,108.91687393175
R.Thumb_D_s_y,215.15975646959996,219.9474487304,217.7622131348,216.32432861339998,210.66040954599998,209.19849243159996,209.1520874022,208.80627746580004,208.35686111450002
R.Thumb_D_s_z,-17.538446426400004,-30.088458633400002,-31.732488250739998,-34.63944473264,-34.12170410156,-32.11784515382,-31.051062393179997,-30.915017700199996,-31.5023684502
R.Thumb_D_e_x,62.89642448424,88.03003540040001,95.39695587158,102.64396972656,106.64830017080001,106.37330627460001,105.0396591186,103.86062774659999,103.57996368375001
R.Thumb_D_e_y,208.4650177002,211.71264343239994,209.8207214354,208.6390197756,201.14804382339997,199.1994598388,199.19330139180002,199.0217681884,198.87612152100002
R.Thumb_D_e_z,-34.971444702154,-46.98079071046,-48.61400527954,-51.95410079956,-51.12015533448,-49.06731948854,-47.981648254380005,-47.84730758666,-48.499782562275
R.Thumb_D_d_x,0.2894250780344,0.36423536539080004,0.3809274435044,0.3440094172952,0.2600528895856,0.2216521888972,0.229496064782,0.2468783199788,0.26444788277125003
R.Thumb_D_d_y,0.3317293494942,0.40804077982919995,0.3935068786143999,0.380812805891,0.4713448345662,0.49545952677719995,0.49346534609820003,0.48482969403279996,0.46977772563699993
R.Thumb_D_d_z,0.863818192482,0.8370277285576,0.8364918470381999,0.8579541683196,0.8422859668732,0.8398591041566,0.8389232873916,0.8390075325966,0.84223455190675
R.Index_M_s_x,129.77802886972,158.0792175292,165.1681976318,168.96065368659998,170.5572509764,169.5746429444,168.8351074222,168.4052764892,168.47676849375
R.Index_M_s_y,217.48558349599998,224.98352661119998,222.22343444799998,218.77652587900002,218.0680938724,217.94430542,218.1530151368,217.86882629380003,216.833442688
R.Index_M_s_z,21.56913871765,8.847434616088,8.72107334137,9.010008430482,9.687601470937999,11.559242629980002,12.226853179919999,12.01121616364,11.57454895975
R.Index_M_e_x,98.14768905632,127.7707138062,136.7222595214,142.9200073244,144.4636138914,143.47612915040003,142.5996490478,142.0637481688,142.3896217345
R.Index_M_e_y,228.59826049819998,230.65903320299998,226.8702758786,223.15471496600003,220.753289795,221.69889526379998,222.04852294940002,221.4506469726,219.98144531275
