,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
L.Middle_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Ring_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.hand.palm_position_x,22.204119873099998,57.9908065796,55.807790374759996,41.91716384888,18.251080703728,-2.385002970698,-18.73060531618,-26.52186965944,-20.36047649386,0.8566408991863999,29.69808387758,55.99579925537999,72.42429504395999,75.31617584227999,64.49934616088,46.57986450198,27.396989822399995,11.166032981876,2.6077015876779996,2.12591278553,2.87189245224,4.196454191208,5.94572839737,5.919889450076001,5.868714809419999
R.hand.palm_position_y,168.2283843994,151.83748779299998,146.21991272,138.93138122559998,131.7105468748,133.7367462158,144.66452331559998,159.06771850619998,171.2211975098,177.8706481932,178.4876739502,174.4638458252,167.855026245,156.55106811520002,140.717114258,128.7859375,128.3026382446,134.6309020996,141.897717285,146.90630798360002,148.57548522939996,148.06737976059998,148.73977966319998,149.6005554198,149.706848145
R.hand.palm_position_z,11.904000377660001,9.694179725658,18.431615829480002,29.99512023926,39.49490051268,44.003515624980004,28.753841400139997,4.475398427256799,-20.25684814452,-36.0182346344,-41.97759170532,-36.79350967408,-20.31959228518,2.2080816268819996,24.41720466616,38.48558502198,42.62227249144,36.27821197508,26.06809844974,17.47668056488,14.388797569279998,13.406762504579998,13.629893875099999,14.0336353302,14.020098686199999
R.pitch,23.51676044822,13.45907779586,12.9983350857,12.00029861178,5.675845431624,4.1481925828,11.085590275927999,13.204623876520003,9.983035514028,5.851109624564,5.472090470266,9.003572885994,9.705222347426,9.535665119118,7.602958569002,6.206182989128,5.427304492469999,7.482207482502,9.148184555616,9.895974336003999,9.55727515488,9.29579809342,9.641890442134,9.926107081916001,9.98439113584
R.roll,-9.03248507712,-16.378897639740003,-13.67184331364,-9.088688484598,-7.082056320308,-15.272503628459997,-18.22345649946,-21.50642350388,-21.71436964012,-17.93716945858,-13.58654022634,-12.542518820259998,-9.93662881772,-4.369424418966,-0.2189683127832,3.44577395668,4.463735544062,1.6448941411942002,-1.7974320693518,-4.38213646838,-5.336904120296,-4.906966502782,-4.946735365066,-5.464545245578,-5.58650057982
R.yaw,4.7388160373399995,-10.922593956660002,-10.270742039000002,-13.08732886578,-18.288169469040003,-25.26801397088,-28.659714173079998,-28.38182928946,-24.79103453482,-19.627666911120002,-13.817714470179999,-8.168003903926001,-5.328427513928,-5.713533476752,-7.028512161588,-8.762759366817999,-11.53911740344,-14.47176314744,-16.0402653945,-16.635939176300003,-16.5435864799,-16.1216873975,-15.836597005800002,-15.83876012672,-15.9641466919
R.Arm direction_x,0.1063947506249,-0.03801282793284,-0.058469294756660004,-0.11473044455065999,-0.18344768583760002,-0.215195658803,-0.2354790955784,-0.236734816432,-0.18857340216659998,-0.07751911729564,-0.009989756159497997,0.05852699726820001,0.08677707612513999,0.031974988989528004,-0.06624388210474,-0.13556855469940002,-0.1602120220664,-0.186751767993,-0.1987426519394,-0.1794317662716,-0.1849230766298,-0.1826607018712,-0.1806325227024,-0.18198011517499998,-0.18299578130199998
R.Arm direction_y,0.6037972867488,0.684277999401,0.6800433516501999,0.6628203630448001,0.6103878140448,0.6245687007904,0.6271604299544,0.5788830637932,0.5420376062392,0.5702636361122,0.6225611448288,0.6549216508866,0.6859784126282,0.7123240590096,0.7116454958916,0.661492192745,0.6303516268730001,0.636833703518,0.638688468933,0.6387516736982,0.6653484106062,0.6810849666597999,0.6873263597486,0.696585404873,0.6984165310860001
R.Arm direction_z,-0.7183040618896,-0.7282238721848,-0.7307643890382001,-0.7394667983056,-0.7703232288362,-0.7506219744682001,-0.7423375844956001,-0.7800766944886,-0.8183870553971999,-0.8173704385758,-0.7821104764938,-0.7532123208046,-0.7223052978516,-0.7006610155105999,-0.6989558696747998,-0.7370784044265999,-0.7595783472062001,-0.7480016708375999,-0.7433023095129999,-0.7481538772580001,-0.7230779528617999,-0.7090541362764,-0.7035128831862,-0.694004905224,-0.6919009089470001
R.wrist position_x,27.1500366212,75.07215270996001,72.43841552734,61.376863861080004,42.95532073976,28.750547409040003,14.938320541379998,6.79374704361,9.93388051988,26.0932182312,49.239611816419995,69.76605529784,83.25437469484,86.74481658936,77.83978271484001,61.90243759156,45.36470413206,32.09291229246001,25.145418930059996,25.10412559508,25.90933303834,26.855204772959997,28.330943679839997,28.339808654800002,28.4106826782
R.wrist position_y,149.1470062256,135.21491088859997,130.32851257299998,124.7745071412,123.92106780980002,126.21960601800001,131.5768035888,144.40557556160002,159.092163086,169.0244750978,169.8121368406,162.3274078368,154.9792144774,144.1930328368,130.6001052858,120.9018356322,121.63183136,125.9056900026,131.42822570820005,135.5453125,137.1054168702,136.6750183102,136.9664215088,137.42676391620003,137.457015991
R.wrist position_z,62.39762649536,66.5907913208,75.68652191162,86.77496490478,95.30122222902,96.43258361816,78.69628906252,54.43111419678,32.196388626099996,19.4127254486,15.58973026274,21.866004943860002,38.75578155518,61.21465911864,83.42850494382,97.47254028315999,101.0505371093,93.51389923095999,82.47607269288,73.55244750978,70.34662322998,69.47774047850001,69.72862243652,70.02200012206,69.9395828247
R.elbow position_x,3.6017837524399994,83.48549346924,85.37937164306001,86.77004699708,83.557623291,76.37960052488,67.0566871643,59.19004287720001,51.670655059800005,43.25045166014,51.45063552856,56.812329864519995,64.04808425904,79.66782379148,92.50147705079999,91.90769805908,80.82428131104,73.42650756836,69.13294525146,64.81759033201999,66.83818511964,67.28332672118,68.31016998292,68.61729583738,68.9129638672
R.elbow position_y,15.509117698716006,-16.23569641112,-20.1848464966,-21.92689819336,-11.17549610139,-12.015605735800001,-7.2320289075284,16.28192729951,39.12348556518,42.808560180659995,32.02126464844,17.3742099762,3.152254016137416,-13.464985942850001,-26.90772895814,-25.505610656720002,-17.883300781240003,-15.044117546079999,-9.932095909115999,-5.828999614716,-10.155522346486,-14.06887569428,-15.158879470799999,-16.747823715200003,-17.1228694916
R.elbow position_z,221.37918701159998,227.76790161140002,237.42592163100002,250.44045715320004,265.7961364746,262.5670410156,242.9971740722,227.0847564696,213.32923278779998,200.32055969260003,188.6935058596,188.57378540039997,198.6229400634,216.2913055418,238.1277526854,260.6094085696,269.1672973632,259.068408203,246.99047851560005,239.14064025879998,230.38479309100003,226.4120269774,225.4364715578,223.62545776379997,223.07736206099997
R.Thumb_M_s_x,7.366356659039999,49.05931396484,46.37511901856,35.060194396979995,16.179603004446,1.451336431504,-12.260539722444,-20.34820556642,-17.08084430696,-0.2866396069536002,23.51343650818,44.91974945068,59.033589935280006,62.5575920105,53.196592712400005,37.14116363525999,20.4578611374,6.409548664090001,-1.1646553874012,-1.355277466774,-0.7397139430048,0.25861378982682004,1.7466308355340001,1.678689098358,1.72551620007
R.Thumb_M_s_y,154.17218627940002,140.05139465340002,134.0045806888,126.11622467039999,123.729853821,130.0166442872,136.1521087648,149.8568603516,164.59911804200001,173.3169006348,172.71798400880002,165.34857482900003,157.4116210936,144.56115722660002,129.0611083984,117.1851730348,117.0092926028,122.38418731680001,129.25178222660003,134.4094848634,136.6626220704,136.2461914064,136.6362091064,137.41387329100002,137.507492065
R.Thumb_M_s_z,49.62446784973999,57.840997314460004,66.37626266478,78.20686645508,89.09747009278,94.06264495847999,77.94461975096,53.60300827026,29.54508209228,14.11156482696,7.647452259063999,11.461317825323999,27.09932975768,49.433848571780004,72.09390792846,86.57680053710001,91.20690155029999,84.90057525633999,74.67631072996001,66.1454208374,63.194863128659996,62.20988464352,62.341658782980005,62.72130584714,62.7131004333
R.Thumb_M_e_x,7.366356659039999,49.05931396484,46.37511901856,35.060194396979995,16.179603004446,1.451336431504,-12.260539722444,-20.34820556642,-17.08084430696,-0.2866396069536002,23.51343650818,44.91974945068,59.033589935280006,62.5575920105,53.196592712400005,37.14116363525999,20.4578611374,6.409548664090001,-1.1646553874012,-1.355277466774,-0.7397139430048,0.25861378982682004,1.7466308355340001,1.678689098358,1.72551620007
R.Thumb_M_e_y,154.17218627940002,140.05139465340002,134.0045806888,126.11622467039999,123.729853821,130.0166442872,136.1521087648,149.8568603516,164.59911804200001,173.3169006348,172.71798400880002,165.34857482900003,157.4116210936,144.56115722660002,129.0611083984,117.1851730348,117.0092926028,122.38418731680001,129.25178222660003,134.4094848634,136.6626220704,136.2461914064,136.6362091064,137.41387329100002,137.507492065
R.Thumb_M_e_z,49.62446784973999,57.840997314460004,66.37626266478,78.20686645508,89.09747009278,94.06264495847999,77.94461975096,53.60300827026,29.54508209228,14.11156482696,7.647452259063999,11.461317825323999,27.09932975768,49.433848571780004,72.09390792846,86.57680053710001,91.20690155029999,84.90057525633999,74.67631072996001,66.1454208374,63.194863128659996,62.20988464352,62.341658782980005,62.72130584714,62.7131004333
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,7.366356659039999,49.05931396484,46.37511901856,35.060194396979995,16.179603004446,1.451336431504,-12.260539722444,-20.34820556642,-17.08084430696,-0.2866396069536002,23.51343650818,44.91974945068,59.033589935280006,62.5575920105,53.196592712400005,37.14116363525999,20.4578611374,6.409548664090001,-1.1646553874012,-1.355277466774,-0.7397139430048,0.25861378982682004,1.7466308355340001,1.678689098358,1.72551620007
R.Thumb_P_s_y,154.17218627940002,140.05139465340002,134.0045806888,126.11622467039999,123.729853821,130.0166442872,136.1521087648,149.8568603516,164.59911804200001,173.3169006348,172.71798400880002,165.34857482900003,157.4116210936,144.56115722660002,129.0611083984,117.1851730348,117.0092926028,122.38418731680001,129.25178222660003,134.4094848634,136.6626220704,136.2461914064,136.6362091064,137.41387329100002,137.507492065
R.Thumb_P_s_z,49.62446784973999,57.840997314460004,66.37626266478,78.20686645508,89.09747009278,94.06264495847999,77.94461975096,53.60300827026,29.54508209228,14.11156482696,7.647452259063999,11.461317825323999,27.09932975768,49.433848571780004,72.09390792846,86.57680053710001,91.20690155029999,84.90057525633999,74.67631072996001,66.1454208374,63.194863128659996,62.20988464352,62.341658782980005,62.72130584714,62.7131004333
R.Thumb_P_e_x,3.6553482054599984,39.26642074581999,36.99021835328,24.93713302612,4.3644051909542,-13.982510757427999,-30.0039478302,-39.17963104248,-34.41900177,-12.78612227438,15.976211547835998,39.986681747439995,54.900292205819994,57.44847640992,46.5171379089,28.925888824460003,10.48978891372,-2.576385784149,-8.885845756532001,-8.787650489808,-8.224419784544,-7.155199337003998,-5.774419879913999,-6.0700434684780005,-6.1372628212
R.Thumb_P_e_y,148.8315765382,129.944076538,123.1239990234,113.61986694340001,106.9662002564,114.64864654560002,126.21368560800002,140.44430542,153.51335144040002,160.12739257799998,158.9788513186,153.6431304932,145.6210113528,131.802406311,114.44422607400001,101.12129974359999,99.6006881714,106.39306030259999,115.5088455198,121.97168579099998,124.3214950562,123.5768783568,124.08265533439999,124.999761963,125.12020874
