,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
L.Pinky_P_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_I_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_s_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_e_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.Pinky_D_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.hand.palm_position_x,22.013480949414,27.2329360962,27.974301910400005,28.230854797399996,30.921220397959996,32.38114776612,32.431674194340005,31.472108077999998,31.67332496644,31.62122802734,31.188352584820002,30.93928565978,30.79219856262,30.81676635742,31.012336730959998,31.1445487976,30.82049217224,30.545367050140005,30.45896530152,30.3251476288,30.29110450746,30.2771884918,30.176859664899997,30.1001914978,29.4397769928,29.283158111560006,28.8494579315,28.83045310974,29.834790420520005,28.39505081176,26.592647933959995,27.097790145880005,27.855514144900003,27.7419960022,27.98382530212,27.716036478666666
R.hand.palm_position_y,193.5284576418,200.6559265138,200.24500122080002,200.2286865236,200.4444335938,200.74415893559998,200.81986084000002,200.4013702394,200.50474243160002,201.0233947754,201.424505615,201.53800659159998,201.56023254380003,201.86378479,201.6687988278,201.0865539552,200.1480407714,199.503768921,199.5367370604,199.48883361819998,199.5964691162,199.6571136478,199.679159546,199.662298584,199.43302307140002,199.0859863282,198.173641968,194.018588257,192.471029663,195.5175262454,196.541644287,195.69236450199998,195.33956604000002,194.6815795898,194.1689361574,193.80657450366667
R.hand.palm_position_z,33.0118392944,33.903667449939995,34.11617279052,34.11019668582,34.24312286375999,33.95198059082001,33.791379547119995,34.0021057129,34.178036499019996,33.96382598876001,34.0100845337,33.79496917723999,33.67736587526001,33.58439865112,32.6883468628,32.31675720218,32.03320960999999,31.865188598639996,31.846365737939998,31.693434905980002,31.695020294180004,31.825144958499997,31.94913101198,31.97038383482,32.0891685486,31.472455596919996,27.480381774900003,14.834707736972002,-4.1720151960916,-16.130152702340002,-19.190819168079997,-19.82903289794,-19.63033103944,-19.011960983279998,-18.651291275019997,-18.1489435832
R.pitch,-3.9979886957260007,-8.137270442878,-9.114880382078,-9.386590091566001,-10.43722773122,-10.350097056040001,-9.719732059958,-9.696527687268,-10.34150945906,-9.844789922294002,-9.738901498351998,-9.669845552962,-9.840820387055999,-9.834469164826,-8.786147130096,-8.422456115753999,-9.187634191927998,-9.743552857232,-10.104579073226,-10.40009762716,-10.41762935692,-10.27930795008,-10.3360111567,-10.532926537319998,-10.872107246759999,-10.8475011485,-10.56168317086,-12.002527131759999,-11.7426882912,-11.063161300480001,-12.13135935666,-12.191493367380001,-12.181557661800001,-12.220731529240002,-11.986531340780001,-12.239915424833335
R.roll,-29.08290825936,-31.035662780960003,-30.98252595764,-31.00393655186,-26.35442318994,-27.044099158880005,-28.915121245340003,-33.76903211865999,-30.2969750815,-27.514262407580002,-27.508961497699993,-27.558215699920005,-27.6486737018,-27.78258331866,-27.085675545359997,-26.9338718572,-27.07562014074,-27.170116492059996,-26.819817942020002,-26.560094531639997,-26.506890772500004,-26.614278081480006,-26.5006254399,-26.667676501020004,-25.60673398408,-24.475496866960004,-26.832430911020005,-32.76514866126,-31.220523219020002,-28.783947460780002,-29.7435637787,-30.169884384140005,-30.72975294786,-30.613600798520004,-30.583834833779996,-29.857095412066666
R.yaw,0.28906256300040006,-0.9932814455840001,-0.6168623735756,-0.32884404779410004,1.7060259731586,2.996181701202,3.082738085552,1.3555271278424,2.3872510556451996,3.0848193722839996,2.821911087354,2.702345977836,2.659562526148,2.6827712104,3.1719617441840002,3.4755403910059997,3.4266320524819998,3.253196984224,3.23935914887,3.25374425314,3.271014770856,3.2596320043380005,3.20713986552,3.1645976475779998,2.9864252454340003,2.934855096788,2.674756410204,2.005784836638,2.834047736006,4.764020630936001,4.788027550864,4.62882770691,4.731005118274,4.481165930893999,4.393924692004,4.336080046923333
R.Arm direction_x,-0.4777926683424,-0.47716872096080004,-0.4753010451795999,-0.4763290286064,-0.481389051676,-0.4540505886078,-0.4467780053616,-0.44971769452099997,-0.4820291936396,-0.4810317277908,-0.4657826006412,-0.462693154812,-0.46532844305019994,-0.467626351118,-0.46819566488279996,-0.46742096543319994,-0.47016831636440004,-0.4763929724692,-0.480479592085,-0.4815789043904,-0.48429394960419997,-0.4897938370706,-0.49682300090779996,-0.49983574151999993,-0.5077719807623999,-0.5082263231277999,-0.4834766566752,-0.45984158515920004,-0.4662774503232,-0.4632621526716,-0.4562216460706,-0.4433588922024,-0.4195187330246,-0.4040752947332,-0.3934435904026,-0.388925373554
R.Arm direction_y,0.5986659884454,0.5962551236154001,0.596855509281,0.5992834806444,0.6160664319992001,0.6588025569916001,0.6622778773308,0.6400819420813999,0.6084645748138,0.6362403392792001,0.6535104870796,0.6511033058168001,0.6450068950654,0.6430969119072001,0.646962451935,0.6506064295768,0.6434553265569999,0.631275331974,0.6267777800562,0.6272443652154001,0.6266758561134,0.6240370988846,0.6180390477182,0.6135340094563999,0.6079918742182,0.6111965417862,0.6250110149386,0.6010925531388001,0.5616023182869999,0.5665882349014001,0.5750722050668001,0.59360986948,0.6215259432794,0.6434300184248001,0.6576945424080001,0.6654005448023333
R.Arm direction_z,-0.6427144885064,-0.645587515831,-0.6464146256446,-0.6434030056002,-0.6232108473778,-0.5997628808019999,-0.6014685869216,-0.622691822052,-0.6302845597268,-0.6030574202536,-0.5966248869896,-0.601641905308,-0.6061615824700001,-0.606425213814,-0.6018532156942,-0.598521029949,-0.6040633320808,-0.6119815945624,-0.6134238481522,-0.6120831251144,-0.6105205416680001,-0.6088279008864,-0.609254026413,-0.6113415002821999,-0.6103310465812,-0.6067355871200001,-0.612713468075,-0.6533328890797999,-0.6834833145142001,-0.6814386129378,-0.6790587663652,-0.6715492129326,-0.6615009307863999,-0.6501403927802001,-0.6423531174660001,-0.6371614933013334
R.wrist position_x,34.34015045168,40.876531219499995,41.247265625,41.24430618288,42.0456916809,41.98928756716,41.860856628419995,42.58146362306,42.1300216675,41.418038940420004,41.087455749499995,40.912131500239994,40.8329299927,40.85948410034,40.553227233899996,40.37144241334,40.13864059446,40.104846954340005,40.08205032349999,39.95540390016,39.93680496218,39.993459320060005,40.02091827392,40.02179260254,39.625028991700006,39.518299865719996,39.07006378172001,39.42253875736,39.624024963379995,36.254337310800004,34.3931655884,34.93067321778,35.34544830324,35.32864456178,35.54407348632,35.300140380866665
R.wrist position_y,191.316357422,202.289529419,202.84139099140003,203.05942687980001,204.6959503174,204.29775390639998,203.4733520508,202.69504699700002,204.24353027360002,204.27651367180002,204.3718292236,204.4484161376,204.7036895754,205.0051086428,203.8131378172,202.84225463879997,202.72954101559998,202.7721832274,203.25896301260002,203.52799682620002,203.6632324218,203.6003082276,203.761050415,203.97049255379997,204.27405090340002,204.007723999,202.36611328120003,199.1899261474,198.0591125488,200.6830078124,202.538217163,201.4801116946,200.71983947760003,199.85696716300004,198.9470306398,198.83304850233333
R.wrist position_z,96.64923400878,97.50650024414001,97.71516265867999,97.7245376587,97.88896942138001,97.72603302004,97.69522247314,97.8604446411,98.05503082278001,97.81767730714,97.8206176758,97.62001495362,97.4988204956,97.41268615722001,96.6452255249,96.32634277343999,95.99445037844,95.78245697022001,95.7187225342,95.5215713501,95.51436004638,95.65220336914,95.75813598632,95.76116943358001,95.77823791502001,95.11466827392,91.22130432128002,78.62512664794,59.823045349100006,48.1185508728,44.93598403931999,44.26455459594,44.46392059328001,45.011853027339995,45.36837921141999,45.79236984253333
R.elbow position_x,146.2706756592,152.66089172359997,152.5940917968,152.8319519044,154.8187286378,148.3578582766,146.52570495600003,147.9349822998,155.0530212402,154.10736694320002,150.20443420400002,149.3053588868,149.8435150146,150.4083923342,150.2355010988,149.8722320558,150.28303833,151.7074768068,152.64203186039998,152.77291564939998,153.3903594972,154.73544921859997,156.40960083000002,157.1162597656,158.5786865236,158.5783966064,152.33215637220002,147.1477416994,148.85692749039998,144.78086242679998,141.270333862,138.7945373536,133.6243774414,129.98970336920002,127.71448669440001,126.41208903
R.elbow position_y,51.069336485852205,62.60728683472,63.018496704099995,62.66774444580001,60.37260208127999,49.9627845764,48.324231719980006,52.74567871094,61.70103302003999,55.22710037232,51.27660980223999,51.91711807252,53.60057220458,54.34943313597999,52.251901245119996,50.42735595704,51.98990859984,54.885900878899996,56.426302337660005,56.5860305786,56.8544570923,57.40970153805999,58.97557678222,60.240396881079995,61.842292022719995,60.82522659302,55.9473510742,58.3744430542,66.49484405518,67.95071258546,67.81841583252,62.417565917980006,55.11751174927999,49.12325592041999,44.871632385240005,42.9524002075
R.elbow position_z,247.2153198242,248.74563598620003,249.1480651854,248.45191955580003,243.88601684580004,238.23002014179997,238.59880065919998,243.73590087899998,245.709207153,239.09346618679996,237.5894775392,238.56419372579998,239.50180358899996,239.4774261476,237.63890380840002,236.5394042968,237.50588989260004,239.14887084959997,239.4230102538,238.9117706296,238.53850708,238.27981262240002,238.4855773926,238.97763061519998,238.75798950200002,237.25212402320003,234.7591766356,231.6787414548,219.93987731919998,207.7563781736,204.016293335,201.5856292724,199.4310272216,197.3175750734,195.84980773919997,195.05757649733334
R.Thumb_M_s_x,3.222452163706,9.642386054992,10.04823360444,10.057581710806,10.7254556656,11.135629081720001,11.227459144580001,12.098781776440001,11.159704017660001,10.32493534088,10.11113243102,9.964859962462,9.859427642822,9.872399520874001,9.614285278322,9.482196998596,9.210683822632001,9.088392257692,8.996116828918,8.838097572326,8.786984443664,8.787415695192,8.725190544129998,8.693761253358,8.131888103485998,7.968526172637999,7.873456096649998,8.817212295531998,9.017942905423999,5.796042823790001,4.048816347121999,4.71479206085,5.430745124818,5.512738609316,5.821775245666,5.550344785053333
R.Thumb_M_s_y,200.8689697266,212.13888244640003,212.5097778322,212.7136108398,212.2227996826,212.61307983399996,212.7744018554,213.9449371338,213.42901611340002,212.63032226579998,212.955529785,213.03395385739995,213.225982666,213.56634216319998,212.27341308599998,211.3337463378,211.06591796879997,210.9105682372,211.12347412100002,211.22998046880002,211.33383483880002,211.317907715,211.35166931159998,211.54956665039998,211.26179809580003,210.53344421379998,210.158944702,209.0728912354,206.78665161119997,208.4296051028,210.60292053239996,209.9453582762,209.75755310060003,209.1064025878,208.405001831,208.01371765099998
R.Thumb_M_s_z,81.91285705566,82.90149993896,82.80322875978,82.64954833981999,82.15315551756001,81.38563995362,81.21954040528001,81.78396148682,81.64430847166001,81.43978118897999,81.6023712158,81.44115905762,81.3005981445,81.1934265137,80.35097351073999,79.94000244142,79.53056793214,79.31750183106001,79.25242309571999,79.05053558350001,79.04532623292,79.20083312988,79.33919830322,79.32751770019999,79.5053817749,78.97872314454,74.9981185913,61.896262359599994,42.73961105348,30.39526977542,27.0285873413,26.41048240662,26.53764495852,27.24816169738,27.699723052980005,28.209243774399997
R.Thumb_M_e_x,3.222452163706,9.642386054992,10.04823360444,10.057581710806,10.7254556656,11.135629081720001,11.227459144580001,12.098781776440001,11.159704017660001,10.32493534088,10.11113243102,9.964859962462,9.859427642822,9.872399520874001,9.614285278322,9.482196998596,9.210683822632001,9.088392257692,8.996116828918,8.838097572326,8.786984443664,8.787415695192,8.725190544129998,8.693761253358,8.131888103485998,7.968526172637999,7.873456096649998,8.817212295531998,9.017942905423999,5.796042823790001,4.048816347121999,4.71479206085,5.430745124818,5.512738609316,5.821775245666,5.550344785053333
R.Thumb_M_e_y,200.8689697266,212.13888244640003,212.5097778322,212.7136108398,212.2227996826,212.61307983399996,212.7744018554,213.9449371338,213.42901611340002,212.63032226579998,212.955529785,213.03395385739995,213.225982666,213.56634216319998,212.27341308599998,211.3337463378,211.06591796879997,210.9105682372,211.12347412100002,211.22998046880002,211.33383483880002,211.317907715,211.35166931159998,211.54956665039998,211.26179809580003,210.53344421379998,210.158944702,209.0728912354,206.78665161119997,208.4296051028,210.60292053239996,209.9453582762,209.75755310060003,209.1064025878,208.405001831,208.01371765099998
R.Thumb_M_e_z,81.91285705566,82.90149993896,82.80322875978,82.64954833981999,82.15315551756001,81.38563995362,81.21954040528001,81.78396148682,81.64430847166001,81.43978118897999,81.6023712158,81.44115905762,81.3005981445,81.1934265137,80.35097351073999,79.94000244142,79.53056793214,79.31750183106001,79.25242309571999,79.05053558350001,79.04532623292,79.20083312988,79.33919830322,79.32751770019999,79.5053817749,78.97872314454,74.9981185913,61.896262359599994,42.73961105348,30.39526977542,27.0285873413,26.41048240662,26.53764495852,27.24816169738,27.699723052980005,28.209243774399997
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,3.222452163706,9.642386054992,10.04823360444,10.057581710806,10.7254556656,11.135629081720001,11.227459144580001,12.098781776440001,11.159704017660001,10.32493534088,10.11113243102,9.964859962462,9.859427642822,9.872399520874001,9.614285278322,9.482196998596,9.210683822632001,9.088392257692,8.996116828918,8.838097572326,8.786984443664,8.787415695192,8.725190544129998,8.693761253358,8.131888103485998,7.968526172637999,7.873456096649998,8.817212295531998,9.017942905423999,5.796042823790001,4.048816347121999,4.71479206085,5.430745124818,5.512738609316,5.821775245666,5.550344785053333
R.Thumb_P_s_y,200.8689697266,212.13888244640003,212.5097778322,212.7136108398,212.2227996826,212.61307983399996,212.7744018554,213.9449371338,213.42901611340002,212.63032226579998,212.955529785,213.03395385739995,213.225982666,213.56634216319998,212.27341308599998,211.3337463378,211.06591796879997,210.9105682372,211.12347412100002,211.22998046880002,211.33383483880002,211.317907715,211.35166931159998,211.54956665039998,211.26179809580003,210.53344421379998,210.158944702,209.0728912354,206.78665161119997,208.4296051028,210.60292053239996,209.9453582762,209.75755310060003,209.1064025878,208.405001831,208.01371765099998
R.Thumb_P_s_z,81.91285705566,82.90149993896,82.80322875978,82.64954833981999,82.15315551756001,81.38563995362,81.21954040528001,81.78396148682,81.64430847166001,81.43978118897999,81.6023712158,81.44115905762,81.3005981445,81.1934265137,80.35097351073999,79.94000244142,79.53056793214,79.31750183106001,79.25242309571999,79.05053558350001,79.04532623292,79.20083312988,79.33919830322,79.32751770019999,79.5053817749,78.97872314454,74.9981185913,61.896262359599994,42.73961105348,30.39526977542,27.0285873413,26.41048240662,26.53764495852,27.24816169738,27.699723052980005,28.209243774399997
R.Thumb_P_e_x,-10.5685136795,-6.962656974791999,-6.2844453811620005,-5.793333435058,-2.29337966442,-0.24216679856188,0.3016208559274,0.8342235684396,3.056529426576,3.0549200057980004,1.4884668469426,-0.045612490177279995,-1.0100312113754,-1.267134737968,-1.9146124601380001,-2.598954963684,-2.822283506396,-2.574179840088,-2.18267698288,-1.9568806409819999,-1.7046241045000001,-1.12549856901,-0.32201199606037995,0.3502301752566,0.25659331679340003,0.30222062133266003,-1.6556657493114,-5.106009769442,-5.3095860481259995,-4.424019622802,-3.8119637012479997,-2.9320701122280006,-2.869932079314,-3.368357276916,-3.5328289508839994,-3.9935921827933334
R.Thumb_P_e_y,189.8512603758,199.8225524902,199.4950897216,199.08160095200003,195.6857543946,195.37483825680002,195.71188659679999,196.47398376460004,193.60887756360003,192.814605713,193.92250976540004,194.9655578612,195.71076965340004,196.31155090320001,196.3646575928,196.45658874519998,195.58278503420001,194.53929443379997,194.00212707539998,193.55150451640003,193.38813476540003,192.99639892599998,192.3251556396,191.91303710959997,191.0055419922,190.11053771960002,191.14554748519998,193.40103454579997,192.5796478274,190.89664917,190.43196105980002,189.5286132814,189.8833892822,189.51468811019998,189.303793335,188.827875773
R.Thumb_P_e_z,42.8171432495,44.8457649231,44.85986709596,44.720997619639995,44.31011581419999,43.31804809568,42.94149627686,43.79874343872,44.0167098999,43.62181243896,43.66822662352,43.37595214844001,43.20986404418,43.06198501588,41.75649795532,41.10014114382,40.91417541504,40.95444717406,41.07279281618,41.014176940919995,41.04915466308,41.229243469240004,41.49907073974,41.63643722536,42.043463134759996,41.563361358639995,37.28780441284,24.0304409027,4.4413840532397995,-7.836402988434,-10.48077659608,-11.01277217862,-11.037659645080002,-10.342896461479999,-10.028974533096001,-9.429297129313333
R.Thumb_P_d_x,0.31841657161702003,0.38339017629620004,0.3771016418934,0.3659783065322,0.3005890250206,0.262699431181,0.25226428210740004,0.260084915161,0.187092423439,0.1678557902574,0.199086815119,0.2311295986174,0.2509625643492,0.2571982622148,0.2661881804466,0.2789390623572,0.277826529741,0.2692745685576,0.2581047177316,0.24924286901960002,0.24223845303060001,0.2288770973682,0.2088888674976,0.1926419615744,0.1818309426306,0.17700564861319998,0.22001581192019998,0.3214702129364,0.3308051466942,0.23596877753759998,0.18149583637740002,0.17655671834939998,0.1916525125504,0.2050536602738,0.215986388922,0.22035787999633336
R.Thumb_P_d_y,0.2543854653836,0.28436902165419997,0.3004932820798,0.3147464871408,0.3818202018738,0.39800999164580003,0.39395266771320003,0.4033830225468,0.4576228499412,0.45752073526399994,0.43944918513299996,0.41717723608,0.4044049263002,0.3983920753002,0.36731376051899994,0.3434954226016,0.3574866533282,0.3779927611352,0.3953110337258,0.40817444324479996,0.414344328642,0.4230212926866,0.439298981428,0.45338351726560006,0.467692232132,0.4715400218964,0.43899617791160006,0.3618440568446,0.3280223667624,0.40481457114240005,0.46572288870799994,0.47139773964879994,0.45887019038199994,0.4523487746714,0.44102358222,0.4429777165253333
R.Thumb_P_d_z,0.902672302723,0.8786604642868001,0.8760659694672001,0.8757240056992,0.8737496256830001,0.8789342880248,0.8837933540346,0.8770323753356,0.8687754034996,0.8731707811356,0.875853049755,0.8788792252541999,0.8794686436652001,0.8804084777832,0.8910993456842,0.8967650294302001,0.8916053771971999,0.8857561826706,0.8815211057662001,0.8782131075858001,0.8772852897644,0.876717674732,0.8736823797228,0.8702410936356,0.8649499773980001,0.8638751029967999,0.8706851959230001,0.8742756366730001,0.8842593193054,0.8827226996424,0.8660455107688001,0.8640573143958001,0.8675679445266,0.8679316520692,0.8711095929148,0.8690280516943334
R.Thumb_I_s_x,-10.5685136795,-6.962656974791999,-6.2844453811620005,-5.793333435058,-2.29337966442,-0.24216679856188,0.3016208559274,0.8342235684396,3.056529426576,3.0549200057980004,1.4884668469426,-0.045612490177279995,-1.0100312113754,-1.267134737968,-1.9146124601380001,-2.598954963684,-2.822283506396,-2.574179840088,-2.18267698288,-1.9568806409819999,-1.7046241045000001,-1.12549856901,-0.32201199606037995,0.3502301752566,0.25659331679340003,0.30222062133266003,-1.6556657493114,-5.106009769442,-5.3095860481259995,-4.424019622802,-3.8119637012479997,-2.9320701122280006,-2.869932079314,-3.368357276916,-3.5328289508839994,-3.9935921827933334
R.Thumb_I_s_y,189.8512603758,199.8225524902,199.4950897216,199.08160095200003,195.6857543946,195.37483825680002,195.71188659679999,196.47398376460004,193.60887756360003,192.814605713,193.92250976540004,194.9655578612,195.71076965340004,196.31155090320001,196.3646575928,196.45658874519998,195.58278503420001,194.53929443379997,194.00212707539998,193.55150451640003,193.38813476540003,192.99639892599998,192.3251556396,191.91303710959997,191.0055419922,190.11053771960002,191.14554748519998,193.40103454579997,192.5796478274,190.89664917,190.43196105980002,189.5286132814,189.8833892822,189.51468811019998,189.303793335,188.827875773
R.Thumb_I_s_z,42.8171432495,44.8457649231,44.85986709596,44.720997619639995,44.31011581419999,43.31804809568,42.94149627686,43.79874343872,44.0167098999,43.62181243896,43.66822662352,43.37595214844001,43.20986404418,43.06198501588,41.75649795532,41.10014114382,40.91417541504,40.95444717406,41.07279281618,41.014176940919995,41.04915466308,41.229243469240004,41.49907073974,41.63643722536,42.043463134759996,41.563361358639995,37.28780441284,24.0304409027,4.4413840532397995,-7.836402988434,-10.48077659608,-11.01277217862,-11.037659645080002,-10.342896461479999,-10.028974533096001,-9.429297129313333
R.Thumb_I_e_x,-13.38247890472,-12.66887168884,-10.95130386352,-9.7809551239,-3.9866854190839995,-0.7358019947993999,0.1606890588999,-0.6562592864037999,2.2932168930778,2.6911472558979996,0.8106199868030799,-0.7778735756858,-1.604407954218,-1.8485081195839999,-2.202918148038,-2.571480989454,-2.4072800159439995,-1.8617808818800001,-1.6057079315159999,-1.51991086006,-1.462138414384,-1.3119781017299998,-0.9938854217516001,-0.6465821743012,-0.44472580850128,-0.09551276564606001,-3.172252225876,-7.4650431632980006,-7.558100605011999,-4.09291138649,-1.8974907636640002,-0.8161233067514001,-1.2955736756312,-2.2121057033520004,-2.80986714363,-3.455858866373333
R.Thumb_I_e_y,175.8168182372,185.33552246079998,183.76260376,182.6974456788,178.27904357900002,177.44168701179998,177.54410095240002,178.21997680680002,175.79988403320002,175.513192749,176.59353637719997,177.4617248534,177.91623535160002,178.4748931886,178.9453186036,179.05852355960002,177.55693969739997,176.0185424804,175.504577637,175.1001342774,175.09945983899996,175.1044464112,174.878088379,174.717123413,173.5935699464,172.616860962,174.03643493660002,175.1755828856,174.9774719238,172.4098602296,170.45858154299998,169.3187042236,169.9023315428,169.7174957276,169.8481414796,169.494471232
